userName,score,content,at,cleaned,sentiment
Nur Haemi,5,"kk mohon maaf tolong hapus akun dan Data"" saya.dan jangan sampay data2 dn akun saya di salahgunakan. karna saya tidak jadi meminjanya trima kasihh",2025-07-23 00:22:51,kk mohon maaf tolong hapus akun dan Data saya.dan jangan sampay data2 dn akun saya di salahgunakan. karna saya tidak jadi meminjanya trima kasihh,negative
Game Online,5,"ku turun kan 2 dulu lah yaa, blm bisa di gunakan lagi limit nya . ntar kalau udah bisa ku naikan lagi.. tolong segera di perbaiki julo..",2025-07-22 22:49:29,"ku turun kan 2 dulu lah yaa, blm bisa di gunakan lagi limit nya . ntar kalau udah bisa ku naikan lagi.. tolong segera di perbaiki julo..",negative
Achmad Hoiron,5,"sangat bagus,tidak ribet",2025-07-22 22:35:27,"sangat bagus,tidak ribet",positive
Suma zahra,5,tolong bntu admin. saya mau masuk tapi lupa kata sandi dan nomer hp sudh tidak aktf.,2025-07-22 22:18:50,tolong bntu admin. saya mau masuk tapi lupa kata sandi dan nomer hp sudh tidak aktf.,neutral
Sarah Amelia,5,limit ga bisa dipake lagi kocag emng julo wkwkw,2025-07-22 22:18:07,limit ga bisa dipake lagi kocag emng julo wkwkw,negative
Leman dzaki,1,"sy tidak jadi ajukan pinjaman.., tolong di apus data sy dan sy sudah apus aplikasi julonya",2025-07-22 20:10:09,"sy tidak jadi ajukan pinjaman.., tolong di apus data sy dan sy sudah apus aplikasi julonya",neutral
Ahmad Subandi,1,ngak pernah acc susah,2025-07-22 19:40:56,ngak pernah acc susah,negative
Bayu Saputra,5,lumayan membantu lah,2025-07-22 18:54:10,lumayan membantu lah,positive
Deden Antori,2,pemberi dana belum tersedia,2025-07-22 18:44:47,pemberi dana belum tersedia,neutral
Aeng Mulyana,5,"kayanya julo sedang tidak baik baik aja . biasanya abis bayar limit langsung naik dan bisa cairkan,TPI skarang mlh SDH 2 bulan tidak ada pemberian dana.",2025-07-22 18:24:36,"kayanya julo sedang tidak baik baik aja . biasanya abis bayar limit langsung naik dan bisa cairkan,TPI skarang mlh SDH 2 bulan tidak ada pemberian dana.",negative
Dwi ArifKu,1,ternyata sudah bangkrut,2025-07-22 18:21:17,ternyata sudah bangkrut,negative
Pencari kebenaran,1,"aplikasi penipu,cuman mau data prinadi.daftr ribet.",2025-07-22 17:30:01,"aplikasi penipu,cuman mau data prinadi.daftr ribet.",negative
420 all,1,22/7/2025 tidak di acc . tolong hapus data² saya. jika disalahgunakan akan saya laporkan ke pihak berwajib,2025-07-22 16:57:28,2272025 tidak di acc . tolong hapus data saya. jika disalahgunakan akan saya laporkan ke pihak berwajib,negative
Parwati Wati,5,semoga bisa di ACC pinjamannya karna sangat membantu dalam modal usaha,2025-07-22 15:52:42,semoga bisa di ACC pinjamannya karna sangat membantu dalam modal usaha,positive
Putri Riri,1,"emang di sini ada ya ketentuan nagihnya di telpon kantor yaa? bukannya telpon kantor itu privasi untuk peminjam, saya juga masih bayar kok pinjamannya bukan yang kabur tanpa melunasi utang, benar2 bikin kecewa",2025-07-22 15:15:12,"emang di sini ada ya ketentuan nagihnya di telpon kantor yaa? bukannya telpon kantor itu privasi untuk peminjam, saya juga masih bayar kok pinjamannya bukan yang kabur tanpa melunasi utang, benar2 bikin kecewa",negative
hakim zepir,1,yang paling enak dagang duit.,2025-07-22 11:51:22,yang paling enak dagang duit.,positive
Fitri Pelitasari,3,"pertanggal 22 juli 2025 pengajuan saya di tolak,pahal belum pernah pinjam di apk manapun,mau hapus data ga bisa,jadi mau saya uninstal,kalo ada pinjaman atas nama saya itu bukan saya,dan kalo data saya di salahgunakan saya akan laporkan ke ojk",2025-07-22 10:47:53,"pertanggal 22 juli 2025 pengajuan saya di tolak,pahal belum pernah pinjam di apk manapun,mau hapus data ga bisa,jadi mau saya uninstal,kalo ada pinjaman atas nama saya itu bukan saya,dan kalo data saya di salahgunakan saya akan laporkan ke ojk",negative
Noi Bamen,1,untuk julo sengaja mohon akun di nonaktifkan terima kasih,2025-07-22 10:06:36,untuk julo sengaja mohon akun di nonaktifkan terima kasih,neutral
Fatoni Toni,4,halo julo kenapa aplikasinya tidak bisa di buka mohon untuk diperbaiki,2025-07-22 09:51:02,halo julo kenapa aplikasinya tidak bisa di buka mohon untuk diperbaiki,neutral
Oktapianto Tedy,5,mantaf,2025-07-22 09:23:20,mantaf,positive
Noob K2040,1,"telat sehari aja nelpon berkali"",,giliran dlunasin lebih awal malah limit dikunci gak bisa dipakai sama sekali,,hapus akun pun disuruh nya nunggu 20 hari,,",2025-07-22 09:10:17,"telat sehari aja nelpon berkali,,giliran dlunasin lebih awal malah limit dikunci gak bisa dipakai sama sekali,,hapus akun pun disuruh nya nunggu 20 hari,,",negative
Raffasyaahmad Raffasya,1,"pertanggal 22 juli 2025 aplikasinya saya hapus ,semoga data saya TDK dipakai sembarangan karena pengajuan saya ditolak ,terimakasih",2025-07-22 06:03:01,"pertanggal 22 juli 2025 aplikasinya saya hapus ,semoga data saya TDK dipakai sembarangan karena pengajuan saya ditolak ,terimakasih",neutral
TRI HARIYANTO,5,Terimakasih,2025-07-21 22:37:38,Terimakasih,positive
Mukhlis Mukhlis,1,"Benar-benar sangat disayangkan sekali, apk JULO biasanya yang dapat saya andalkan dalam kondisi darurat sampai dini hari pun selalu bisa dapat dicairkan. Namun sekarang tidak lagi terpaksa untuk review jujur tetap *1 untuk JULO. Meskipun begitu, saya belum mau menguninstall apk JULO karna saya dulu sudah sangat terbantu oleh JULO dan saya berharap JULO kembali seperti dulu yang dapat saya andalkan diwaktu keadaan darurat.",2025-07-21 21:15:38,"Benarbenar sangat disayangkan sekali, apk JULO biasanya yang dapat saya andalkan dalam kondisi darurat sampai dini hari pun selalu bisa dapat dicairkan. Namun sekarang tidak lagi terpaksa untuk review jujur tetap 1 untuk JULO. Meskipun begitu, saya belum mau menguninstall apk JULO karna saya dulu sudah sangat terbantu oleh JULO dan saya berharap JULO kembali seperti dulu yang dapat saya andalkan diwaktu keadaan darurat.",negative
Afit Jaelani bachari,1,pencairan pinjaman julo lelet bnget nunggu 1x24 jam parah.,2025-07-21 20:11:32,pencairan pinjaman julo lelet bnget nunggu 1x24 jam parah.,negative
Herman Suherman,1,tolong hps data saya karna pengajuan selalu ditolak,2025-07-21 19:43:45,tolong hps data saya karna pengajuan selalu ditolak,neutral
Dapoer Mama D'kaka,3,kasih e dulu min kalao acc kasih 10,2025-07-21 19:30:46,kasih e dulu min kalao acc kasih 10,neutral
Indraa Subandi,2,"tdk jdi meminjam karna tdk bsa , data saya hapus . Jika ada yg mengatas namakan saya, saya tdk brtnggung jawab 21/07/2025",2025-07-21 19:01:50,"tdk jdi meminjam karna tdk bsa , data saya hapus . Jika ada yg mengatas namakan saya, saya tdk brtnggung jawab 21072025",negative
Yobel Poli,1,"Tdk pernah telat bayar sekalipun, tapi limitnya tdk bisa di tarik, padahal saya customer lama. JULO sdh kehabisan modal yah????????? 👎👎👎👎👎 Julo kayaknya sudah mau bangkrut yah??",2025-07-21 18:56:31,"Tdk pernah telat bayar sekalipun, tapi limitnya tdk bisa di tarik, padahal saya customer lama. JULO sdh kehabisan modal yah????????? Julo kayaknya sudah mau bangkrut yah??",negative
Nestor Pinem (Nest),1,RIP JULO.. ini lah tanda tanda julo mau di blokir OJK ... yg msh ada tagihan.. di julo tidak usah di bayar.. tanda tanda bankrupt telah tiba..,2025-07-21 15:20:24,RIP JULO.. ini lah tanda tanda julo mau di blokir OJK ... yg msh ada tagihan.. di julo tidak usah di bayar.. tanda tanda bankrupt telah tiba..,negative
Dwi Widya,1,"parah, ini ada sampai sidik mata tetapi tidak lolos",2025-07-21 15:07:54,"parah, ini ada sampai sidik mata tetapi tidak lolos",negative
Yuli Ariyanto,1,gak jelas lama2 julo ini . padahal setiap minjam pembayaran selalu lunas ... masa mau ngajuin lagi gak bisa,2025-07-21 12:36:44,gak jelas lama2 julo ini . padahal setiap minjam pembayaran selalu lunas ... masa mau ngajuin lagi gak bisa,negative
Beni Kelana,5,"apk bobrok hapus data saya pertnggal 21 juli 2025,kalau ad mslah sya akan lporkn k OJK",2025-07-21 12:17:58,"apk bobrok hapus data saya pertnggal 21 juli 2025,kalau ad mslah sya akan lporkn k OJK",negative
yutu like,1,"6 hari belum jatuh tempo robotcall nelpon 3 kali sehari, setelah robocall tingal operator yg nelpon, nanyain mau bayar awal enggak, utang udah lunas ditelpon lagi mau ngutang enggak, buat kalian saran aja jangan sampai ngutang deh, utang online tujuannya biar gak ada orang yg tau, tapi malah jadi pada tau juga karena nelponin terus,",2025-07-21 10:28:54,"6 hari belum jatuh tempo robotcall nelpon 3 kali sehari, setelah robocall tingal operator yg nelpon, nanyain mau bayar awal enggak, utang udah lunas ditelpon lagi mau ngutang enggak, buat kalian saran aja jangan sampai ngutang deh, utang online tujuannya biar gak ada orang yg tau, tapi malah jadi pada tau juga karena nelponin terus,",negative
Mochammad Amri maswa,5,postingan lama sudah sy hapus yg sekarang sy tdk tau tp grab Julo bunga ringan cara bayar mudah Julo the best,2025-07-21 10:05:53,postingan lama sudah sy hapus yg sekarang sy tdk tau tp grab Julo bunga ringan cara bayar mudah Julo the best,positive
Arios Putra Muara,1,aplikasi sok paling verikasi... kirain di approve krn syarat aneh-aneh ternyata aneh juga.,2025-07-21 09:23:02,aplikasi sok paling verikasi... kirain di approve krn syarat anehaneh ternyata aneh juga.,negative
m ridwan lesmana,1,"saya lupa no hp saya karna udah lama ilang trus pake gmail sudah di ganti sandi nya, karena lupa sandinya tapi tetap ga bisa masuk saya mau ganti no hp nya. tolong di bantu",2025-07-21 07:52:41,"saya lupa no hp saya karna udah lama ilang trus pake gmail sudah di ganti sandi nya, karena lupa sandinya tapi tetap ga bisa masuk saya mau ganti no hp nya. tolong di bantu",neutral
Lihun Elektro,5,terimakasih julo verifikasi saya tidak memenuhi syarat😁,2025-07-21 06:39:32,terimakasih julo verifikasi saya tidak memenuhi syarat,neutral
JIZOT,1,"aplikasi ini cuman ngumpulin data, gak bisa cair, limit tersedia tapi akun gagal verifikasi aneh aneh aja, gak bisa hapus data, jadi jangan salah gunakan data saya. pertanggal 21/07/25 06:09 WIB saya hapus apk ini, saya mohon hapus data saya",2025-07-21 06:10:13,"aplikasi ini cuman ngumpulin data, gak bisa cair, limit tersedia tapi akun gagal verifikasi aneh aneh aja, gak bisa hapus data, jadi jangan salah gunakan data saya. pertanggal 210725 0609 WIB saya hapus apk ini, saya mohon hapus data saya",negative
Rahmat Hidayat,1,padahal bayar lncar tpi blm dpt pendanaan aja,2025-07-21 05:27:02,padahal bayar lncar tpi blm dpt pendanaan aja,negative
Hardi Mansyah,3,tidak di Acc,2025-07-21 01:07:26,tidak di Acc,negative
Irfan Hidayat,1,"mulai hari ini tgl 21 juli 2025 saya tidak jadi meminjam disini, karena ditolak tidak bisa hapus akun jika sewaktu-waktu ada yang menyalahgunakan data saya mengaitkan pinjaman disini saya tidak mau bertanggung jawab",2025-07-21 00:06:15,"mulai hari ini tgl 21 juli 2025 saya tidak jadi meminjam disini, karena ditolak tidak bisa hapus akun jika sewaktuwaktu ada yang menyalahgunakan data saya mengaitkan pinjaman disini saya tidak mau bertanggung jawab",negative
Hermawan Jr,1,gk ngajuin pinjaman padahal limit dah ada,2025-07-20 23:59:04,gk ngajuin pinjaman padahal limit dah ada,negative
Dino Fabiano,1,"aplikasi ini lumayan bagus, kpda pihak trkait, tolong data saya jgn disalah gunakan ya.. setelah pengajuan saya ditolak( tidak lulus peninjauan), saya sudah lgsg melakukan hpus data. saya harap ulasan ini jadi bukti rekam jejak digital saya,apabila di kemudian hari trjadi penyalahgunaan data. trmksh",2025-07-20 22:57:30,"aplikasi ini lumayan bagus, kpda pihak trkait, tolong data saya jgn disalah gunakan ya.. setelah pengajuan saya ditolak tidak lulus peninjauan, saya sudah lgsg melakukan hpus data. saya harap ulasan ini jadi bukti rekam jejak digital saya,apabila di kemudian hari trjadi penyalahgunaan data. trmksh",negative
rosalia dinda lestari purnama,1,dri kemarin susah bngat upload mutasi gagal mulu,2025-07-20 20:53:43,dri kemarin susah bngat upload mutasi gagal mulu,negative
Sharul Aditia,1,proses acc terlalu lama di undur undur ujung ujungnya di tolak kaga kaya dulu,2025-07-20 19:43:01,proses acc terlalu lama di undur undur ujung ujungnya di tolak kaga kaya dulu,negative
agung_ hrynsyh_,5,bank nya ramah cepat cair,2025-07-20 19:26:15,bank nya ramah cepat cair,positive
ADRY RYAN,1,udah daftarin smua y data2 isi formulirnya jg udah tp g bisa,2025-07-20 19:18:23,udah daftarin smua y data2 isi formulirnya jg udah tp g bisa,neutral
hendra setiady,1,setiap hari libur / week end pinjaman lambat di proses,2025-07-20 17:49:48,setiap hari libur week end pinjaman lambat di proses,negative
dhien zha,5,mantap,2025-07-20 16:20:33,mantap,positive
Nanda Irwansyah,1,aplikasi ga jelas,2025-07-20 15:53:20,aplikasi ga jelas,negative
Artur Zick,5,sangat membantu,2025-07-20 15:28:09,sangat membantu,positive
Jaringan Bagus,1,huh,2025-07-20 13:51:31,huh,negative
Sardi 1973,1,"belm apa"" baru masuk sdh ditolak Bru slsai masuk aplikasi apa'an tdk sesuai dngn iklanny",2025-07-20 12:10:41,belm apa baru masuk sdh ditolak Bru slsai masuk aplikasi apa'an tdk sesuai dngn iklanny,negative
Mardani Grab (Dani),5,saya butuh pinjaman julo trimakasih,2025-07-20 10:49:26,saya butuh pinjaman julo trimakasih,positive
Kenzho Gaeta,1,pengajuan selalu ditolak..mohon hapus data saya...dan jangan disalah gunakan data saya.perhari ini saya uninstall apk ini,2025-07-20 08:45:26,pengajuan selalu ditolak..mohon hapus data saya...dan jangan disalah gunakan data saya.perhari ini saya uninstall apk ini,negative
Irma Ema,3,"skrg sdh gk mau lagi byr julo sblm jatuh tmpo dulu slalu jg riwayat pembayaran, skrg udh mls krn julo gk lgi sprti dulu skrg klu mau naruk saldo slalu gk ad pemberi dana harus ny klu ad nasabah yg riwayat ny bgus mungkin di permudah tpi skrg ssh apa mungki aplikasi julo sdh mau bangkrut",2025-07-20 06:45:20,"skrg sdh gk mau lagi byr julo sblm jatuh tmpo dulu slalu jg riwayat pembayaran, skrg udh mls krn julo gk lgi sprti dulu skrg klu mau naruk saldo slalu gk ad pemberi dana harus ny klu ad nasabah yg riwayat ny bgus mungkin di permudah tpi skrg ssh apa mungki aplikasi julo sdh mau bangkrut",negative
Ati Kurnia,5,sekarang julo cair nya lama gak kaya yg dulu cepet,2025-07-20 06:36:00,sekarang julo cair nya lama gak kaya yg dulu cepet,negative
Nita Iriyani,1,proses pencairan biasanya cepet ini lama banget parah bener,2025-07-20 06:27:57,proses pencairan biasanya cepet ini lama banget parah bener,negative
Islam Indah,1,revisi sekarang julo kaya yang mau bangkrut ya limit gede percuma setiap mau pengajuan dalih nya mencari investor pemberi dana wkwkwk kaya pinjol ecek2 saja rip julo 🙏,2025-07-20 06:22:56,revisi sekarang julo kaya yang mau bangkrut ya limit gede percuma setiap mau pengajuan dalih nya mencari investor pemberi dana wkwkwk kaya pinjol ecek2 saja rip julo,negative
Kodok Metal,5,sangat membantu,2025-07-20 04:14:21,sangat membantu,positive
david Bekham,1,apk ga ada duitnya. cuma bisa tolak . GK kayak apk lain nya.,2025-07-20 03:49:35,apk ga ada duitnya. cuma bisa tolak . GK kayak apk lain nya.,negative
Sulaiman Ahmad,2,apakah Julo bangkrut?,2025-07-20 02:18:56,apakah Julo bangkrut?,negative
EKO PRIHANDOKO,5,terima kasih atas bantuan nya julo,2025-07-20 01:39:14,terima kasih atas bantuan nya julo,positive
Galib,5,👍,2025-07-19 21:33:56,,ERROR
Madun Aja (Don's),1,"jangan pernah download aplikasi ini, percuma buang-buang waktu dan tenaga, ujung-ujungnya ditolak",2025-07-19 19:58:55,"jangan pernah download aplikasi ini, percuma buangbuang waktu dan tenaga, ujungujungnya ditolak",negative
Fishing Anti boncos,5,"tanggal 19/07/25 saya hapus akun , jadi tolong data2 saya hapus. saya sudah tdk ada lagi sangkutan dengan aplikasi ini klo terjadi transaksi menggunakan data saya,saya tdk bertanggung jawab. ok. trmksj",2025-07-19 19:26:51,"tanggal 190725 saya hapus akun , jadi tolong data2 saya hapus. saya sudah tdk ada lagi sangkutan dengan aplikasi ini klo terjadi transaksi menggunakan data saya,saya tdk bertanggung jawab. ok. trmksj",negative
Ockta Hagi Nugroho,2,"baru daftar udh ditolak,pdahal data udah bener semua ,gmn pengajuannya yak?? hadehhh",2025-07-19 19:10:01,"baru daftar udh ditolak,pdahal data udah bener semua ,gmn pengajuannya yak?? hadehhh",negative
Ridwan Gojali,4,membantu,2025-07-19 17:16:15,membantu,positive
Muhammad Syafii,1,"mohon untuk dihapus data saya, saya pengajuan ngulang terus",2025-07-19 16:50:46,"mohon untuk dihapus data saya, saya pengajuan ngulang terus",neutral
Ayam Jantan,1,"saya baru saja mengunistal aplikasi julo ini , karena pengajuan saya di tolak , mohon untuk informasi data pribadi saya di hapus atau jangan di salah gunakan oleh pihak manapun, terima kasih",2025-07-19 16:14:03,"saya baru saja mengunistal aplikasi julo ini , karena pengajuan saya di tolak , mohon untuk informasi data pribadi saya di hapus atau jangan di salah gunakan oleh pihak manapun, terima kasih",neutral
Sate Ayam0407,1,GAK SESUAI,2025-07-19 15:19:20,GAK SESUAI,negative
Muhammad Fajar (JE),1,"ni aplikasi bagaimana sih, history bagus gak pernah telat. apakah bukan sesuatu yg bagus dan patut dijadikan nilai plus. tapi nyatanya pinjam lagi dgn limit yg sudah di turun kan dr 2 juta jadi 500k saja di proses pinjam malah gak bisa. anda besar karena nasabah yg taat aturan atau sebaliknya anda besar karena nasabah macet. sumpah kagak jelas yang bagus history nya malah gak bisa transaksi hanya 500k loh. parah parah habis",2025-07-19 14:53:21,"ni aplikasi bagaimana sih, history bagus gak pernah telat. apakah bukan sesuatu yg bagus dan patut dijadikan nilai plus. tapi nyatanya pinjam lagi dgn limit yg sudah di turun kan dr 2 juta jadi 500k saja di proses pinjam malah gak bisa. anda besar karena nasabah yg taat aturan atau sebaliknya anda besar karena nasabah macet. sumpah kagak jelas yang bagus history nya malah gak bisa transaksi hanya 500k loh. parah parah habis",negative
Isikode [ ARISBRE9] dpt limit,5,"Keren sih Asli nambah lengkap, top dan aman semua terkombinasi di apps ini,lancar jaya,bebas iklan,bug, ataupun lemot,enak ketika di jalankan & mengakses semua fitur2nya.. Tapi disayangkan sering ketika dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi buruk / tidak stabil, terkadang loadingnya lambat sekali dan cuma berputar putar saja. mungkin cuma hal seperti itu yang bisa terjadi di apps ini dan yang lain gak ada masalah, disini sobat"" bisa menikmati bebas biaya saat transaksi",2025-07-19 13:19:49,"Keren sih Asli nambah lengkap, top dan aman semua terkombinasi di apps ini,lancar jaya,bebas iklan,bug, ataupun lemot,enak ketika di jalankan mengakses semua fitur2nya.. Tapi disayangkan sering ketika dipakai terkadang agak sulit membukanya pas saat koneksi lagi buruk tidak stabil, terkadang loadingnya lambat sekali dan cuma berputar putar saja. mungkin cuma hal seperti itu yang bisa terjadi di apps ini dan yang lain gak ada masalah, disini sobat bisa menikmati bebas biaya saat transaksi",positive
Fariz Yasir Adam,1,Di tolak mulu wkwk,2025-07-19 12:35:36,Di tolak mulu wkwk,negative
Rizki Armando,1,"ga bisa ngajuin skrng susah walaupun ada limitnya, aplikasi mau bangkrut",2025-07-19 12:04:39,"ga bisa ngajuin skrng susah walaupun ada limitnya, aplikasi mau bangkrut",negative
Epan Epan,5,pelayanan nya Bagus saya Suka banget dengan pelayanan nya di terima atau enngak nya itu gak papa tapi saya suka dengan pelayanan nya,2025-07-19 10:11:48,pelayanan nya Bagus saya Suka banget dengan pelayanan nya di terima atau enngak nya itu gak papa tapi saya suka dengan pelayanan nya,positive
Meylinda Hartanto,1,proses berbelit belit pdhal kemrin baru pgjuan dibank acc..udah gitu data gak bisa dihapus lagi,2025-07-19 10:01:51,proses berbelit belit pdhal kemrin baru pgjuan dibank acc..udah gitu data gak bisa dihapus lagi,negative
Bayu Indri,1,"ada limit udah 2 bulan ga bisa di pakai , keterangan tidak ada pemberi dana",2025-07-19 09:47:49,"ada limit udah 2 bulan ga bisa di pakai , keterangan tidak ada pemberi dana",neutral
Intan Tuapa,5,Sengaja kasih bintang 5 saya tidak pernah pinjam tapi data saya di gunakan saya tidak pernah pinjam terima uang nya saja TDK aplikasi aneh tiba² sudah ada pinjaman tolong jangan menggunakan data² pribadi orang lain,2025-07-19 09:43:13,Sengaja kasih bintang 5 saya tidak pernah pinjam tapi data saya di gunakan saya tidak pernah pinjam terima uang nya saja TDK aplikasi aneh tiba sudah ada pinjaman tolong jangan menggunakan data pribadi orang lain,negative
pratiwi,1,sudah 2 minggu begini pengedia dana tidak ters3dia kapan masalah ini akan terselesaikan. dissuruh email tlp udah dilakukan tp ttap aja,2025-07-19 09:08:20,sudah 2 minggu begini pengedia dana tidak ters3dia kapan masalah ini akan terselesaikan. dissuruh email tlp udah dilakukan tp ttap aja,negative
Budi Irawan,1,"tingkat keamanan data bagus., Apk jg mudah digunakan (user friendly) tpi sdh sebulan belum juga bisa lihat limit terbuka, pemberitahuan E-mail gk ada, sms gk ada dan WA pun gk ada.. terpaksa uninstal lgi dah!...",2025-07-19 08:11:43,"tingkat keamanan data bagus., Apk jg mudah digunakan user friendly tpi sdh sebulan belum juga bisa lihat limit terbuka, pemberitahuan Email gk ada, sms gk ada dan WA pun gk ada.. terpaksa uninstal lgi dah!...",negative
Mas Anda Official,5,sangat terbaik julo,2025-07-19 07:53:15,sangat terbaik julo,positive
Budi Setiyono,1,grab modal julo sy g pernah di acc.. koo di acc baru kasih bintang 5,2025-07-19 05:47:02,grab modal julo sy g pernah di acc.. koo di acc baru kasih bintang 5,neutral
Radi Ridwan,1,Pembayaran lancar sampe lunas bahkan gak pernah telat tapi gak ada muncul lagi penawaran aneh lama lama ini julo giliran yang suka telat bayar di kasih terus bintang satu aja gak jelas ini julo,2025-07-19 01:24:46,Pembayaran lancar sampe lunas bahkan gak pernah telat tapi gak ada muncul lagi penawaran aneh lama lama ini julo giliran yang suka telat bayar di kasih terus bintang satu aja gak jelas ini julo,negative
DJ anak baru,1,"JULO SUDAH BANGKRUT kawan ada limit tapi gak bisa di pakai sangat konyol, pembayaran lunas, di komplin mau dari aplikasinya atau di emailnya jawabannya tidak ada solusinya, hanya menunggu , sudah lebih 1 bulan stngah , gak ada perubahan, jadi saya memutuskan hapus akun saya dan data data saya, 20 H kdepan saya cek lagi.",2025-07-19 00:09:26,"JULO SUDAH BANGKRUT kawan ada limit tapi gak bisa di pakai sangat konyol, pembayaran lunas, di komplin mau dari aplikasinya atau di emailnya jawabannya tidak ada solusinya, hanya menunggu , sudah lebih 1 bulan stngah , gak ada perubahan, jadi saya memutuskan hapus akun saya dan data data saya, 20 H kdepan saya cek lagi.",negative
widi,2,"cepat sekali cair nya tapi dulu.... sekarang julo sedang tidak baik limit masih ada tapi gak bisa di cairkan lagi, padahal setoran lancar tolong perbaikan nya",2025-07-18 23:30:11,"cepat sekali cair nya tapi dulu.... sekarang julo sedang tidak baik limit masih ada tapi gak bisa di cairkan lagi, padahal setoran lancar tolong perbaikan nya",negative
Muhammad Fachmi,5,good,2025-07-18 18:45:51,good,positive
Dede Widiyanto,1,aplikasi g jelas ...sangat buruk ...cuma ambil data aj,2025-07-18 17:08:17,aplikasi g jelas ...sangat buruk ...cuma ambil data aj,negative
Asmarihgray Mari21,5,bagus dan lancar,2025-07-18 16:29:14,bagus dan lancar,positive
Wandi Setiawan,1,jlk bngt apk nya dan ribet lagi,2025-07-18 16:10:02,jlk bngt apk nya dan ribet lagi,negative
Reyhan Argani,1,APK apaan ini udah hampir 3bulan limit terblokir udah mah limit cuma 150rb kan BANGKE.. mending hapuus APK ga berguana begini jika masih terblokir mending tutup akan buang2 pinyimpenan telpon aja,2025-07-18 15:24:08,APK apaan ini udah hampir 3bulan limit terblokir udah mah limit cuma 150rb kan BANGKE.. mending hapuus APK ga berguana begini jika masih terblokir mending tutup akan buang2 pinyimpenan telpon aja,negative
Rifqi An,1,"ribet kebanyakan otp, acc kaga",2025-07-18 12:54:02,"ribet kebanyakan otp, acc kaga",negative
Harimau Buluah,1,ni aplikasi banyak kali nanya nya.penghapusan akun pun susah selalu gagal. .apa maksud nya ini. .mau nyuri data!!!!?hahh!!.tolong di permudah hapus akun saya. .tertanggal 18/07/2025.saya uninstal apk ini.apabila ada pinjaman Ats nama saya itu bukan saya.!! jangan salah gunakan data saya..dan tolong hapus data saya.,2025-07-18 12:51:27,ni aplikasi banyak kali nanya nya.penghapusan akun pun susah selalu gagal. .apa maksud nya ini. .mau nyuri data!!!!?hahh!!.tolong di permudah hapus akun saya. .tertanggal 18072025.saya uninstal apk ini.apabila ada pinjaman Ats nama saya itu bukan saya.!! jangan salah gunakan data saya..dan tolong hapus data saya.,negative
Ari My,1,jelek,2025-07-18 12:36:26,jelek,negative
Widya Anugrah,1,kalo udh bisa d pake lg saya taikin bintangnya..,2025-07-18 11:12:22,kalo udh bisa d pake lg saya taikin bintangnya..,positive
Rasyuqa Al-Buny,1,percuma di dwonload ga bisa pinjem.... ket: belum ada pendana... wkwkwkwkw mau bangkrut kayanya.... mending jgn di dwonload... buang2 data aja,2025-07-18 10:41:45,percuma di dwonload ga bisa pinjem.... ket belum ada pendana... wkwkwkwkw mau bangkrut kayanya.... mending jgn di dwonload... buang2 data aja,negative
Sari Damayanti,3,Julo... knp ga bisa dipinjem lagi 😭😭,2025-07-18 10:24:19,Julo... knp ga bisa dipinjem lagi,negative
BREM OFFICIAL,1,pengajuan limit lama banget mulai 18 Juli 2025 saya tidak menggunakan Juli saya tidak pernah meminjam dengan Julo terimakasih,2025-07-18 09:53:42,pengajuan limit lama banget mulai 18 Juli 2025 saya tidak menggunakan Juli saya tidak pernah meminjam dengan Julo terimakasih,negative
Sar Wani,4,SDH di ACC tapi gak ada uangnya ..di bang saya gesek 2x..gak ada..di wa ada bilang nya udh di trima.namun di ATM nya Zong..di greb nya nunggu 2 hari kerja.sayA udah 2 kerja gak ada juga nongol..ya ada tunggu 2hari kerja..gimana nih atau mau di mazulkan ..ganti yg 5 jutaan biar mantap gak di ksh lagi lagi ..gitu ya..percuma sih sedikit 2 bayak ambilnya ..rugi gue tuh,2025-07-18 07:41:35,SDH di ACC tapi gak ada uangnya ..di bang saya gesek 2x..gak ada..di wa ada bilang nya udh di trima.namun di ATM nya Zong..di greb nya nunggu 2 hari kerja.sayA udah 2 kerja gak ada juga nongol..ya ada tunggu 2hari kerja..gimana nih atau mau di mazulkan ..ganti yg 5 jutaan biar mantap gak di ksh lagi lagi ..gitu ya..percuma sih sedikit 2 bayak ambilnya ..rugi gue tuh,negative
Suryadi,5,Julo mantap,2025-07-18 07:34:19,Julo mantap,positive
ariel alive,5,mudah dam gak ribet,2025-07-18 07:12:27,mudah dam gak ribet,positive
Fhanzx Store,5,"mantul pakai julo, mmg terbaik",2025-07-18 00:49:02,"mantul pakai julo, mmg terbaik",positive
El journey,1,Kenapa yaa sayaa gk bisa tarik lagii limit?,2025-07-17 22:55:52,Kenapa yaa sayaa gk bisa tarik lagii limit?,negative
Ketut Parta Yasa,5,"tidak dijelasKan secara detail mslah pengajuan tidak memenuhi syarat ., ..(krateria apa yg belum memenuhi syarat sehingga blm di ACC)",2025-07-17 21:48:55,"tidak dijelasKan secara detail mslah pengajuan tidak memenuhi syarat ., ..krateria apa yg belum memenuhi syarat sehingga blm di ACC",negative
Big Bos,5,mantap,2025-07-17 21:44:21,mantap,positive
Hermania Oktaviana,1,buruk TDK bisa ajukan pinjaman,2025-07-17 21:23:07,buruk TDK bisa ajukan pinjaman,negative
