userName,score,content,at,cleaned,sentiment
Sirait Handika,5,baik,2025-07-29 16:51:52,baik,positive
Ries Alamsah,5,trmksh smoga amanah dan lebih membantu lgy n limit lbh besar lgy untuk biaya dan modal usaha menengah keatas.,2025-07-29 16:46:12,trmksh smoga amanah dan lebih membantu lgy n limit lbh besar lgy untuk biaya dan modal usaha menengah keatas.,positive
Winda Eka Priyanti,2,saya tidak bisa hapus akun ..tolong gmna ini caranya sya gak mau akun saya di pake TDK benar ..,2025-07-29 16:37:23,saya tidak bisa hapus akun ..tolong gmna ini caranya sya gak mau akun saya di pake TDK benar ..,neutral
Marudut Agustinus,5,terbaik,2025-07-29 16:36:31,terbaik,positive
Al Farisi,5,proses mudah dan simpel,2025-07-29 16:35:06,proses mudah dan simpel,positive
rahman ishaq,5,sangat bermanfaat sekali,2025-07-29 16:34:35,sangat bermanfaat sekali,positive
Ro Himah,5,siiip,2025-07-29 16:32:37,siiip,negative
Mhmd Irwnsyh,5,gokil dan cepat cair,2025-07-29 16:25:30,gokil dan cepat cair,positive
izat dolken,1,"PINJAMAN PERTAMA DIACC,SUDAH BAYAR GAK TELAT MAU AJUIN LAGI DITOLAK GAK LOGIS AJG!! TIBA² GAK AJUIN AUTO TOLAK KAN ANEH KAYA OTOMATIS DITOLAK AJUIN JUGA GAK! UDH APUS DATA GAK ADA DIPILIHAN PINJOL SAMPAH",2025-07-29 16:15:04,"PINJAMAN PERTAMA DIACC,SUDAH BAYAR GAK TELAT MAU AJUIN LAGI DITOLAK GAK LOGIS AJG!! TIBA GAK AJUIN AUTO TOLAK KAN ANEH KAYA OTOMATIS DITOLAK AJUIN JUGA GAK! UDH APUS DATA GAK ADA DIPILIHAN PINJOL SAMPAH",negative
Sisqo Tiniyap,5,Sangat Membantu.....🙏☺️,2025-07-29 16:13:13,Sangat Membantu.....,positive
Gingin Wagina,1,telpon nya ganggu padahal pinjaman dah lunas terus nawarin sambil telpon telpon ga jelas,2025-07-29 16:11:04,telpon nya ganggu padahal pinjaman dah lunas terus nawarin sambil telpon telpon ga jelas,negative
Juli Anto,5,tenor panjang bunga kecil.sangat membantu,2025-07-29 16:02:14,tenor panjang bunga kecil.sangat membantu,positive
mustafa Hentihu,5,sangat membantu,2025-07-29 15:58:20,sangat membantu,positive
Umbu Rima,5,bagus aplikasi ini,2025-07-29 15:56:53,bagus aplikasi ini,positive
Imaroh Ima,3,Sulit buat kata sandinya selalu tidask valid,2025-07-29 15:55:30,Sulit buat kata sandinya selalu tidask valid,negative
Franco Baresi,5,"terimakasih atas kepercayaan bagus dan amanah, prosesnya cepat, 🙏🏽🙏🏽",2025-07-29 15:33:20,"terimakasih atas kepercayaan bagus dan amanah, prosesnya cepat,",positive
Mariane Magdalena,5,"awalnya sih agak lama,tp setelah di coba lagi berhasil guyyysssss...keren top deh",2025-07-29 15:30:35,"awalnya sih agak lama,tp setelah di coba lagi berhasil guyyysssss...keren top deh",positive
Aida Oke,5,sangat membantu,2025-07-29 15:24:46,sangat membantu,positive
Stenly Lodowik Dahaklory,3,maaf bintang 3 dulu. pencairan memang cepat. tapi potongan pencairan sangat tinggi. 10 persen. bunga juga tinggi. tp bagi yg lagi tersdesak ya lumayan lah,2025-07-29 15:18:23,maaf bintang 3 dulu. pencairan memang cepat. tapi potongan pencairan sangat tinggi. 10 persen. bunga juga tinggi. tp bagi yg lagi tersdesak ya lumayan lah,negative
Heri Yansyah,1,"pengajuan saya ditolak, tolong hapus data saya, di aplikasi ga ada fitur untuk hapus data, mohon hapus data saya, dan jika ada yg mengatasnamakan saya, saya tidak bertanggung jawab",2025-07-29 15:06:34,"pengajuan saya ditolak, tolong hapus data saya, di aplikasi ga ada fitur untuk hapus data, mohon hapus data saya, dan jika ada yg mengatasnamakan saya, saya tidak bertanggung jawab",negative
Abcd Fghi,5,baik,2025-07-29 14:55:18,baik,positive
Wiharjo utomo Utomo,5,masih baik2 aja,2025-07-29 14:52:33,masih baik2 aja,negative
Anita Ita,5,"awal pinjaman cuma 200ribu, Muda akses nya,semoga sukses terus rupiah cepat",2025-07-29 14:47:12,"awal pinjaman cuma 200ribu, Muda akses nya,semoga sukses terus rupiah cepat",positive
Harian Taufik,5,saya senang sekali sangat membantu,2025-07-29 14:41:34,saya senang sekali sangat membantu,positive
Ernest Maulana,5,aplikasin Rupiah Cepat ini sangat membantu saya,2025-07-29 14:41:20,aplikasin Rupiah Cepat ini sangat membantu saya,positive
Indra Wati,5,saya mencoba pinjamn disini cepat prosesnya sayangnya limitnya kecil tp nggk maslah sih yg penting nggk sebar data² kita aplikasi inj semoga aman dn amanah nvgk kayak aplikasi lain'ya bunga rendah,2025-07-29 14:36:47,saya mencoba pinjamn disini cepat prosesnya sayangnya limitnya kecil tp nggk maslah sih yg penting nggk sebar data kita aplikasi inj semoga aman dn amanah nvgk kayak aplikasi lain'ya bunga rendah,positive
Cois sumandani sipayung,3,"yth bapak/ ibu admin saya ingin membuat pengaduan terhadap peminjaman diaplikasi Rupiah cepat ,saya tidak merasa melakukan dan menerima pinjaman tetapi saya dikenakan daftar pelunasan tagihan peminjaman tolong dibantu biar akun saya dihapus kalau tidak saya akan meminta bantuan kepihak berwajib karena telah melakukan penipuan data terimakasih",2025-07-29 14:30:02,"yth bapak ibu admin saya ingin membuat pengaduan terhadap peminjaman diaplikasi Rupiah cepat ,saya tidak merasa melakukan dan menerima pinjaman tetapi saya dikenakan daftar pelunasan tagihan peminjaman tolong dibantu biar akun saya dihapus kalau tidak saya akan meminta bantuan kepihak berwajib karena telah melakukan penipuan data terimakasih",negative
paat gaul,1,apk gak jeas org rajin bayar di teror mulu gw unistal apknya,2025-07-29 14:12:53,apk gak jeas org rajin bayar di teror mulu gw unistal apknya,negative
Sanusi Sanusi,1,bikin nyampah momeri aja. smsin trus di ajauin di tolak tolong ya. jgn bikin sampah aja. terimakasih,2025-07-29 14:10:46,bikin nyampah momeri aja. smsin trus di ajauin di tolak tolong ya. jgn bikin sampah aja. terimakasih,negative
brar thuglife,1,burik,2025-07-29 14:03:52,burik,positive
Jaenudin Kece,1,maaf saya kasih bintang 1 karena pertama saya pinjam di ACC lah ke dua kalinya bukanya naek limit trus stuk disitu dan tidak di setujui,2025-07-29 13:55:04,maaf saya kasih bintang 1 karena pertama saya pinjam di ACC lah ke dua kalinya bukanya naek limit trus stuk disitu dan tidak di setujui,negative
Aisyah Nururrohmah Uluwiyyah,1,BISA STOPP TELPON2 GA SIHHH.. GA MAUU PINJEM IHH NELPONN MULUU GA PUNYA TANGGUNG AN DI KALIAN JUGAAA BERISIKKK.. NTAR KLO DI PINJEM GALBAY NGAMUK2 KAU MAKI2 ORNG.. STOP TELPON2 YA!! GA MINAT!,2025-07-29 13:44:40,BISA STOPP TELPON2 GA SIHHH.. GA MAUU PINJEM IHH NELPONN MULUU GA PUNYA TANGGUNG AN DI KALIAN JUGAAA BERISIKKK.. NTAR KLO DI PINJEM GALBAY NGAMUK2 KAU MAKI2 ORNG.. STOP TELPON2 YA!! GA MINAT!,negative
Luthfan Adi Azka,1,"ganggu banget, tiap hari telpon, pinjem enggak ditelpon terus, aku gak akan pinjem, hapus nomer hpku",2025-07-29 13:28:23,"ganggu banget, tiap hari telpon, pinjem enggak ditelpon terus, aku gak akan pinjem, hapus nomer hpku",negative
Khoerul Anwar,1,APLIKASI KAGA JELAS CS NYA LAMBAT UDAH LIMIT KECIL BUNGA GEDE,2025-07-29 13:13:53,APLIKASI KAGA JELAS CS NYA LAMBAT UDAH LIMIT KECIL BUNGA GEDE,negative
andy putra,1,auto cepat.....................,2025-07-29 12:57:43,auto cepat.....................,negative
Mardius,1,"tolong data pribadi saya jangan disalah gunakan ,saya kecewa katanya mudah taunya stelah saya verifikasi ditolak ,apapun jenisnya nanti andai ada yg mengatasnamakan nama saya dalam pinjaman saya tak akan membayar apapun,aplikasi sampah...!!!😏😡",2025-07-29 12:46:51,"tolong data pribadi saya jangan disalah gunakan ,saya kecewa katanya mudah taunya stelah saya verifikasi ditolak ,apapun jenisnya nanti andai ada yg mengatasnamakan nama saya dalam pinjaman saya tak akan membayar apapun,aplikasi sampah...!!!",negative
Hucex Bau,5,Pinjaman Online Paling cepat prosesnya 1 Menit langsung Cair.🙏🙏🙏,2025-07-29 12:42:28,Pinjaman Online Paling cepat prosesnya 1 Menit langsung Cair.,positive
febri Saputra,5,bagus,2025-07-29 12:41:23,bagus,positive
Eri yanto,5,sangat cepat dan amanah,2025-07-29 12:38:57,sangat cepat dan amanah,positive
Karman Bambang,1,"plis gaush nelponin gw ya anj ganggu banget lu spam, orang gamau pinjol di telponin trus pepek",2025-07-29 12:21:06,"plis gaush nelponin gw ya anj ganggu banget lu spam, orang gamau pinjol di telponin trus pepek",negative
Ricky Aryandi,1,SAYA TIDAK LOLOS VERIFIKASI. MINTA TOLONG HAPUS DATA2 YANG SUDAH SAYA INPUT,2025-07-29 12:14:12,SAYA TIDAK LOLOS VERIFIKASI. MINTA TOLONG HAPUS DATA2 YANG SUDAH SAYA INPUT,negative
Muhamad Bagus Abdul karim Bagus,5,"sangat baik,Pas keadaan mendesak",2025-07-29 12:06:16,"sangat baik,Pas keadaan mendesak",positive
Agus Warim,5,cara mencairkan lebih mudah,2025-07-29 12:00:07,cara mencairkan lebih mudah,positive
Jonneri Jonneri,5,Alhamdulillah,2025-07-29 11:59:24,Alhamdulillah,positive
endog yusuf,5,sangat membantu saat kebutuhan mendadak.thanks rupiah cepat.,2025-07-29 11:53:37,sangat membantu saat kebutuhan mendadak.thanks rupiah cepat.,positive
Ghand Ghinanjar,5,sangat membantu dalam ekonomi keuangan saya. cuman limitnya di kasih dikit. entar kalau saya sudah lunas tolong limitnya di kasih naik 😁✌️✌️,2025-07-29 11:53:36,sangat membantu dalam ekonomi keuangan saya. cuman limitnya di kasih dikit. entar kalau saya sudah lunas tolong limitnya di kasih naik,positive
Tri Hartono,5,caranya mudah banget dan cepat cair..mantap..👍,2025-07-29 11:53:19,caranya mudah banget dan cepat cair..mantap..,positive
Romy Septian,1,apakah dia memakai batas usia dan usia brapa harus bisa dpt pinjaman,2025-07-29 11:51:26,apakah dia memakai batas usia dan usia brapa harus bisa dpt pinjaman,neutral
Rival Rvl,5,good,2025-07-29 11:48:44,good,positive
Renny Rambitan,5,prosesnya cepat,2025-07-29 11:38:15,prosesnya cepat,positive
Arjuna Juna,5,rupiah cepat terima ksh sgt membantu keuangan,2025-07-29 11:34:23,rupiah cepat terima ksh sgt membantu keuangan,positive
love drama korea,5,mohon bantuan saya tidak bisa memasukan no rek karena sistem pembaca KTP salah menulis nama saya tidak sesuai di KTP,2025-07-29 11:26:38,mohon bantuan saya tidak bisa memasukan no rek karena sistem pembaca KTP salah menulis nama saya tidak sesuai di KTP,neutral
Putera Keramat,5,makasih,2025-07-29 11:23:42,makasih,positive
Laksmana Respector,5,"rupiah cepat benar"" membantu saya.. proses cepat mudah dan tempo nya cukup lama... terima kasih rupiah cepat..",2025-07-29 11:22:11,rupiah cepat benar membantu saya.. proses cepat mudah dan tempo nya cukup lama... terima kasih rupiah cepat..,positive
"Apride,m Ade",3,hai min .. saya merasa di rugikan ini. saya melakukan pembayaran tagihan sampai 3 kali. karena catatan kredit lama dalam perubahan. saya tidak telat bayar. dikarenakan sistem apk sendiri yg salah kenapa pelanggan yang di denda. bahkan kena blacklist. pembayaran 3 kali yang pemotongan kredit cuma sekali. kemana perginya pembayaran yang lainnya min. sudah saya hubungi pihak cs. tapi gak juga ada perbaikan. dan tanggapan serta solusi keluhan saya tidak memuaskan. ini jelas merugikan pelanggan .,2025-07-29 11:19:36,hai min .. saya merasa di rugikan ini. saya melakukan pembayaran tagihan sampai 3 kali. karena catatan kredit lama dalam perubahan. saya tidak telat bayar. dikarenakan sistem apk sendiri yg salah kenapa pelanggan yang di denda. bahkan kena blacklist. pembayaran 3 kali yang pemotongan kredit cuma sekali. kemana perginya pembayaran yang lainnya min. sudah saya hubungi pihak cs. tapi gak juga ada perbaikan. dan tanggapan serta solusi keluhan saya tidak memuaskan. ini jelas merugikan pelanggan .,negative
Sepia Dea,1,"Buat DC RARA ! najis bgt cara nagih kek gitu,g profesional mancing emosi duluan,dari awal g pernah telat sehari pun.dan sebelum penagihan bisa saya terima,tapi untuk kali ini, ogah kalo di tawarin limit lgi.",2025-07-29 10:55:39,"Buat DC RARA ! najis bgt cara nagih kek gitu,g profesional mancing emosi duluan,dari awal g pernah telat sehari pun.dan sebelum penagihan bisa saya terima,tapi untuk kali ini, ogah kalo di tawarin limit lgi.",negative
Mila Ayuni,5,proses y cepat.. tapi dikasih limitnya kecil. tpi gpp.,2025-07-29 10:51:23,proses y cepat.. tapi dikasih limitnya kecil. tpi gpp.,negative
Priliramadani Ramadani,5,saya senang Krn telah disetujui oleh rupiah cepat semoga kedepannya naik limit terus,2025-07-29 10:44:54,saya senang Krn telah disetujui oleh rupiah cepat semoga kedepannya naik limit terus,positive
Muhamad Asrohan,5,goddjob,2025-07-29 10:42:27,goddjob,negative
Iluh Arik,5,sangat bagus...dan sangat bisa mmbantu sya🙏🙏,2025-07-29 10:39:34,sangat bagus...dan sangat bisa mmbantu sya,positive
Farihazmi Faris,5,mantap dan cepat prosesnya,2025-07-29 10:38:47,mantap dan cepat prosesnya,positive
Dani Setiawan,5,bagus...,2025-07-29 10:25:23,bagus...,positive
adit maraja17,5,sangat membantu sekali🤩🤩,2025-07-29 10:21:43,sangat membantu sekali,positive
Anastasya Virgianti,5,"Maaf ya sebelumnya kalau Harus Menambahkan Pendapat,Saya pernah ngajuin Cuman ditolak,Tolong Hapus data saya",2025-07-29 10:12:57,"Maaf ya sebelumnya kalau Harus Menambahkan Pendapat,Saya pernah ngajuin Cuman ditolak,Tolong Hapus data saya",negative
subekti back,5,dana pinjaman sudah sampai di rekening dengan cepat .... terima kasih bamyak 😊😊,2025-07-29 10:05:26,dana pinjaman sudah sampai di rekening dengan cepat .... terima kasih bamyak,positive
Septa Anggraini,5,oke,2025-07-29 10:05:00,oke,positive
Muhammad Rizal Saputra,1,Aplikasinya bagus..tapi salah dalam penempatan orang orang...debitur debitur yang masih lancar pun dalam pemberitahuan pembayaran sama seperti debitur menunggak...pemberitahuan dengan cara ancaman untuk segera bayar,2025-07-29 10:03:57,Aplikasinya bagus..tapi salah dalam penempatan orang orang...debitur debitur yang masih lancar pun dalam pemberitahuan pembayaran sama seperti debitur menunggak...pemberitahuan dengan cara ancaman untuk segera bayar,negative
Rafi Hermana,5,baik,2025-07-29 09:44:55,baik,positive
Jajang Nurjaman,1,"tolong hapus data pribadi saya, krna saya tidak menggunakan sama sekali limit pinjaman tersebut.",2025-07-29 09:42:14,"tolong hapus data pribadi saya, krna saya tidak menggunakan sama sekali limit pinjaman tersebut.",neutral
Bumble Bee,2,"ngapain nelvon terus padahal apk nya aja udah gda , pas pengajuan gk acc, hapus dataku atau kureport kau",2025-07-29 09:41:38,"ngapain nelvon terus padahal apk nya aja udah gda , pas pengajuan gk acc, hapus dataku atau kureport kau",negative
Jeclis Engelberth Sombounaung,5,"terima kasih rupiah cepat, aplikasi cepat dan bagus👍👍",2025-07-29 09:37:15,"terima kasih rupiah cepat, aplikasi cepat dan bagus",positive
pri tanggul,1,tiap hari nelpon suruh instal dapat promo katanya kadang sehari bisa 3 kali persis kayak minum obat saya bilangin kalian jika seperti ini bikin orang emosi dan instal app anda lalu ngutang dan kemungkinan krn emosi niat gak dibayar jadi hentikan promosi kalian seperti ini mengganggu sekali,2025-07-29 09:36:25,tiap hari nelpon suruh instal dapat promo katanya kadang sehari bisa 3 kali persis kayak minum obat saya bilangin kalian jika seperti ini bikin orang emosi dan instal app anda lalu ngutang dan kemungkinan krn emosi niat gak dibayar jadi hentikan promosi kalian seperti ini mengganggu sekali,negative
Rahmat Beni,4,"Lumayan baik,bagus,gk ribet,ringan. Semoga bermanfaat",2025-07-29 09:35:51,"Lumayan baik,bagus,gk ribet,ringan. Semoga bermanfaat",positive
Moh ali Ali,5,bagus,2025-07-29 09:28:33,bagus,positive
rahmatia mrk,5,mantab,2025-07-29 09:26:59,mantab,positive
Gabriel Februyanto,1,"Selalu spam penawaran, sudah dibilang tidak berminat masih saja dilanjutkan penawarannya. Itu admin atau yang ngasih penawaran keknya gak punya telinga atau malah tolol SANGAT MENGGANGGU.!!",2025-07-29 09:18:32,"Selalu spam penawaran, sudah dibilang tidak berminat masih saja dilanjutkan penawarannya. Itu admin atau yang ngasih penawaran keknya gak punya telinga atau malah tolol SANGAT MENGGANGGU.!!",negative
Abima Saputra,2,"gimana sistem nya ini Rupiah cepat, pembayaran sudah 3 kali dilakukan. Tapi dalam tagihan masih belum berubah.🤦",2025-07-29 09:15:07,"gimana sistem nya ini Rupiah cepat, pembayaran sudah 3 kali dilakukan. Tapi dalam tagihan masih belum berubah.",negative
rendi boging,1,"TOLONG BERHENTI MENGHUBUNGI SAYA UNTUK MENAWARKAN PINJAMAN. SANGAT MENGANGGU , KALAU MENGHUBUNGI TERUS MENERUS AKAN SAYA UP KE MEDIA DAN SAYA PUNYA BANYAK EMAIL AKA SAYA ULAS JELEK DI PLAYSTORE",2025-07-29 09:14:59,"TOLONG BERHENTI MENGHUBUNGI SAYA UNTUK MENAWARKAN PINJAMAN. SANGAT MENGANGGU , KALAU MENGHUBUNGI TERUS MENERUS AKAN SAYA UP KE MEDIA DAN SAYA PUNYA BANYAK EMAIL AKA SAYA ULAS JELEK DI PLAYSTORE",negative
Budi Ansa,5,"terimakasih RUPIAH CEPEAT,saya sanggat terbantu,semogah aplikasih anda semakin majuh dan berjaya👍👍👍👍",2025-07-29 09:10:16,"terimakasih RUPIAH CEPEAT,saya sanggat terbantu,semogah aplikasih anda semakin majuh dan berjaya",positive
Arif Litani,5,sangat membantu,2025-07-29 08:52:44,sangat membantu,positive
Imas Masmawsti,1,cuma ngambil data aja baru masuk langsung d tolak rempong aja tiap hari nawarin nlp nan hapus data saya bro,2025-07-29 08:52:04,cuma ngambil data aja baru masuk langsung d tolak rempong aja tiap hari nawarin nlp nan hapus data saya bro,negative
Erlan Yoga,1,"bayar tepat waktu sudah 2x pelunasan giliran ke 3 gagal . payah,tolong perbaruhi. telat juga kagak pembayaran nya. tertib. limit juga kagak naik. payah ini apk pinjaman",2025-07-29 08:50:18,"bayar tepat waktu sudah 2x pelunasan giliran ke 3 gagal . payah,tolong perbaruhi. telat juga kagak pembayaran nya. tertib. limit juga kagak naik. payah ini apk pinjaman",negative
syafrizal Syaf,5,okey,2025-07-29 08:44:50,okey,negative
Dimas Indra Arifianto,1,"spam nawari pinjaman terus tiap hari, buat terganggu padahal ga pernah daftar",2025-07-29 08:44:32,"spam nawari pinjaman terus tiap hari, buat terganggu padahal ga pernah daftar",negative
Andri Yansyah,5,smoga bisa memvantu,2025-07-29 08:37:39,smoga bisa memvantu,neutral
Iwa Nawa,5,terimakasi aplikasi sangat membantu,2025-07-29 08:15:16,terimakasi aplikasi sangat membantu,positive
Edo Ganteng,1,ini aplikasi gila susah naik limit,2025-07-29 07:41:58,ini aplikasi gila susah naik limit,negative
Andri Syafei,1,"kenapa ko tiba tiba di tolak, saya kan bayar tagihan nya",2025-07-29 07:36:18,"kenapa ko tiba tiba di tolak, saya kan bayar tagihan nya",negative
Umi empo Umi pipik,5,terimakasih semoga sukses selalu,2025-07-29 07:06:54,terimakasih semoga sukses selalu,positive
Damayanti Erna,5,sangat bagus dan mudah digunakan,2025-07-29 06:44:38,sangat bagus dan mudah digunakan,positive
Tian Gunawan,2,"tolong dibantu data saya dihapus, dayw baru verifikasi indentitas doang belum muka jadi tolong dibantu buat dihapus akunya saya ga jadi pinjam",2025-07-29 06:30:06,"tolong dibantu data saya dihapus, dayw baru verifikasi indentitas doang belum muka jadi tolong dibantu buat dihapus akunya saya ga jadi pinjam",neutral
Diana Arianti,5,"tolong min saya apus akun gimana Karna kode BRI sya terkait ,sya sudah tidak ada pinjaman tlng 🙏🙏🤦🙏🤦",2025-07-29 05:52:54,"tolong min saya apus akun gimana Karna kode BRI sya terkait ,sya sudah tidak ada pinjaman tlng",neutral
Sultan Haedar Ali,1,"sebelumnya bapak dan ibu yang terhormat.. saya ingin mengajukan pemghapusan data saya yg ada di akun rupiah cepat.. di karenakan saya ingin berhenti atau keluar dari apk ini.. soalanya apk ini kurang baik atau kurang memuaskan kepada nasabah/peminjam.. dan tolong pengajuan data data saya nomer tabungan debit atau rekening saya yg sudahddi simpan tolong di hapus.. ,🙏",2025-07-29 04:06:20,"sebelumnya bapak dan ibu yang terhormat.. saya ingin mengajukan pemghapusan data saya yg ada di akun rupiah cepat.. di karenakan saya ingin berhenti atau keluar dari apk ini.. soalanya apk ini kurang baik atau kurang memuaskan kepada nasabahpeminjam.. dan tolong pengajuan data data saya nomer tabungan debit atau rekening saya yg sudahddi simpan tolong di hapus.. ,",negative
Joko Riyanto,5,jangan banyak spam,2025-07-29 03:02:23,jangan banyak spam,positive
NbbnfLare Ndeso,5,GAGAL MANING...GAGAL MANING...REKAM JEJAK PINJAMAN SAYA SELAMA INI BAIK SEKALI DALAM HAL PELUNASAN....TIDAK PERNAH TELAT...TAPI PENGAJUAN BERIKUTNYA DITOLAK...DITOLAK TERUS...SEKARANG SAYA SUDAH KAPOK PINJAM DI SINI.....,2025-07-29 02:04:51,GAGAL MANING...GAGAL MANING...REKAM JEJAK PINJAMAN SAYA SELAMA INI BAIK SEKALI DALAM HAL PELUNASAN....TIDAK PERNAH TELAT...TAPI PENGAJUAN BERIKUTNYA DITOLAK...DITOLAK TERUS...SEKARANG SAYA SUDAH KAPOK PINJAM DI SINI.....,negative
Wiji Hartoyo,1,terburuk,2025-07-29 01:06:30,terburuk,negative
donny arisyandi,5,"lngsung dapet tawaran sempet bingung cuma limit lngsung di kasih 4,5jt",2025-07-29 00:33:40,"lngsung dapet tawaran sempet bingung cuma limit lngsung di kasih 4,5jt",negative
Ika Putri,1,"yth bapak/ibu saya yang bernama ika putri rohmawati,Amd.Farm meminta tolong untuk menghapus data pribadi saya diaplikasi ini. dikarenakan pinjaman saya tidak dapat diproses atau ditolak. saya tunggu balasan dari bapak/ibu. Terima Kasih.",2025-07-29 00:32:47,"yth bapakibu saya yang bernama ika putri rohmawati,Amd.Farm meminta tolong untuk menghapus data pribadi saya diaplikasi ini. dikarenakan pinjaman saya tidak dapat diproses atau ditolak. saya tunggu balasan dari bapakibu. Terima Kasih.",neutral
Misbahul Iman,1,"mengganggu kenyamanan orang aja, it's ok kalo nelpon orang nawarin satu kali, lah ini orang ga mau minjem malah spam telfon terus nawarin pinjaman! KAGA SOPAN KETERLALUAN MENGGANGGU KENYAMANAN! boycot!!!",2025-07-29 00:30:44,"mengganggu kenyamanan orang aja, it's ok kalo nelpon orang nawarin satu kali, lah ini orang ga mau minjem malah spam telfon terus nawarin pinjaman! KAGA SOPAN KETERLALUAN MENGGANGGU KENYAMANAN! boycot!!!",negative
Muhidin Muhi,5,nice,2025-07-29 00:29:20,nice,positive
Sekon Mart,1,"Bunga pinjaman RUPIAH CEPAT ini sangat tinggi dan tidak transparan! Saya hanya menerima Rp 28 juta, tapi harus mengembalikan Rp 45 juta lebih dalam waktu 6 bulan. Itu artinya bunga lebih dari 60%! Tidak sesuai dengan bunga harian yang ditampilkan. Plus, dipotong biaya besar-besaran di awal. Sistem seperti ini sangat memberatkan dan bisa menjebak pengguna yang belum paham. Mohon pihak Play Store evaluasi aplikasi semacam ini.",2025-07-29 00:28:56,"Bunga pinjaman RUPIAH CEPAT ini sangat tinggi dan tidak transparan! Saya hanya menerima Rp 28 juta, tapi harus mengembalikan Rp 45 juta lebih dalam waktu 6 bulan. Itu artinya bunga lebih dari 60! Tidak sesuai dengan bunga harian yang ditampilkan. Plus, dipotong biaya besarbesaran di awal. Sistem seperti ini sangat memberatkan dan bisa menjebak pengguna yang belum paham. Mohon pihak Play Store evaluasi aplikasi semacam ini.",negative
Alfin Jikron,4,Yth bapa/ibu... yg terhormat saya bernama Muhammad alfin jikron meminta tolong untuk menghapus data pribadi saya di aplikasi ini di karenakan pinjaman saya tidak dapat di proses atau di tolak.saya tunggu balasan dari bapak/ibu. terimakasih,2025-07-28 23:52:39,Yth bapaibu... yg terhormat saya bernama Muhammad alfin jikron meminta tolong untuk menghapus data pribadi saya di aplikasi ini di karenakan pinjaman saya tidak dapat di proses atau di tolak.saya tunggu balasan dari bapakibu. terimakasih,neutral
D.T Diego Diego,5,good,2025-07-28 23:29:37,good,positive
Eduward kawijos Endu,5,mudah dan cepat,2025-07-28 23:11:43,mudah dan cepat,positive
Hj Wati Nani,5,sangat 👍,2025-07-28 22:56:03,sangat,positive
Rahmat Senjaya,5,bagus cepat gak ribed,2025-07-28 22:42:32,bagus cepat gak ribed,positive
Zuansyah Jordan,4,setiap hari di SMS sama di telpon terus tapi giliran pengajuan di tolak,2025-07-28 22:41:32,setiap hari di SMS sama di telpon terus tapi giliran pengajuan di tolak,neutral
Arya Fatahillah,5,transaksi lebih mudah dn nyaman,2025-07-28 22:41:18,transaksi lebih mudah dn nyaman,positive
Chusnul Maisaroh,5,good,2025-07-28 22:34:59,good,positive
Irfan Riadi,5,sangat membantu,2025-07-28 22:10:34,sangat membantu,positive
Sam Purno,1,yang terhormat bapak ibuk saya pernama sampurno mitaktolong agar data saya di aplikasi rupia cepat agar dihapus karena pijaman saya gagal atau di tolak.saya tugu balasanya terimakasi,2025-07-28 22:03:28,yang terhormat bapak ibuk saya pernama sampurno mitaktolong agar data saya di aplikasi rupia cepat agar dihapus karena pijaman saya gagal atau di tolak.saya tugu balasanya terimakasi,neutral
Sisi Lia,5,good,2025-07-28 21:50:43,good,positive
Alesha Atifha,5,pinjaman sangat membantu mudah cair,2025-07-28 21:46:29,pinjaman sangat membantu mudah cair,positive
Lidiya Ningsih,4,"gak pernah ngajuin tiba tiba di telfon , mohon di non aktifkan akun atas nama Lidiya Ningsih karena itu bukan saya yang ngajuin... saya tidak bertanggung jawab bila data saya di salah gunakan",2025-07-28 20:52:21,"gak pernah ngajuin tiba tiba di telfon , mohon di non aktifkan akun atas nama Lidiya Ningsih karena itu bukan saya yang ngajuin... saya tidak bertanggung jawab bila data saya di salah gunakan",negative
Ivan Belok,5,bagus n cepat,2025-07-28 20:44:05,bagus n cepat,positive
Bocah Alpukat,1,Yth bapak / ibu.. Saya yang bernama Lisa Windidiana Meminta tolong untuk menghapus data pribadi saya diaplikasi ini. Dikarenakan pinjaman saya tidak dapat diproses atau ditolak. Saya tunggu balasan dari Bapak / Ibu Terimakasih.,2025-07-28 20:42:35,Yth bapak ibu.. Saya yang bernama Lisa Windidiana Meminta tolong untuk menghapus data pribadi saya diaplikasi ini. Dikarenakan pinjaman saya tidak dapat diproses atau ditolak. Saya tunggu balasan dari Bapak Ibu Terimakasih.,neutral
afrizal ical,2,bunga nya terlalu banyak kalah kalah buga di pohon 😅,2025-07-28 20:36:41,bunga nya terlalu banyak kalah kalah buga di pohon,negative
Kadek Veck,5,terimakasi,2025-07-28 20:13:06,terimakasi,positive
Tomy Semar,5,bagus smngt,2025-07-28 20:11:56,bagus smngt,positive
Samino Lemu,5,gak bisa berkata kata biarlah bintang yang berbicara,2025-07-28 20:10:19,gak bisa berkata kata biarlah bintang yang berbicara,negative
Rudy Alexander,5,rupiah cepat memang sangat membantu sekali.. respon cepat dan mudah.. Trmks rupiah cepat.. 🙏,2025-07-28 19:46:31,rupiah cepat memang sangat membantu sekali.. respon cepat dan mudah.. Trmks rupiah cepat..,positive
Kewel Vodca,5,ok,2025-07-28 19:44:58,ok,negative
selfi firtar,5,dengan rupiah cepat dapat membantu kami,2025-07-28 19:38:28,dengan rupiah cepat dapat membantu kami,positive
