userName,score,content,at
Andi WatyJin,3,belum juga dapat tanggal nya udh nagih klo udh tau nggk bakalan ngutang tpi sya tetap bayar kok jngn nagih dulu la blm juga msuk tempo bru juga 3 hari,2025-07-29 17:52:18
Febriansyah putra,1,lolos cuma 240.000 setiap mau di tarik gagal terus nunggu sebulan udah nunggu gagal lagi suruh nunggu lagi!!!!,2025-07-29 17:48:40
Venny Irawani Hulu,5,"Awalnya coba-coba pake adakami, ternyata tenor pendeknya bikin cicilan nggak berat. Mantap sih!",2025-07-29 17:47:26
Baday 123,5,aplikasi yang sangat membantu bagi yang membutuhkan,2025-07-29 17:19:40
Angga Gompis,1,"saya dapat SMS tapi pengajuan di tolak 😡😡 , Hapus data data saya !!!",2025-07-29 17:19:20
Hedi Hendiandyah,5,kukokbrut,2025-07-29 17:16:39
Yeziviva andesia,1,blm acc pdhal limit sdkit,2025-07-29 17:12:22
purna saputra,5,jos,2025-07-29 17:08:34
Ayu Rahayu,1,aplikasi nipu,2025-07-29 17:07:10
Titi Jayanto,5,oke,2025-07-29 17:01:02
Tribal Daddy,1,Aplikasi bodoh,2025-07-29 16:53:43
andreas vonvon,5,"Nggak nyangka prosesnya secepat ini, approval cepat banget, cuma beberapa jam",2025-07-29 16:52:51
Febri Febri,5,bagus,2025-07-29 16:36:41
asqa16 muniaha,5,keren banget,2025-07-29 16:06:30
Radit Suherman,5,"Pinjam di adakami buat biaya operasional toko kelontong, aku merasa sangat terbantu. Prosesnya simpel dan terpercaya.",2025-07-29 15:47:15
Riza Wijaya,5,sangat membantu tuh,2025-07-29 15:45:00
IRPAN HILMI ABDULAJIS,5,aplikasinya keren,2025-07-29 15:33:57
Satria Sandi,4,cepat,2025-07-29 15:32:50
Wardy Hershal,5,terimakasih,2025-07-29 14:52:54
Zul Kipli,5,membantu,2025-07-29 14:49:08
Oddy Pratama,5,"aplikasi emang okeh, cepet cair dan proses gak ribet , saran saya bagi yg mau mengajukan , pilih tenor nya jangan lama2 karna semakin besar tenor semakin besar bunga , semakin bentar tenor semakin kecil bunga , terima kasih ada kami , sukses selalu dan amanah",2025-07-29 14:39:11
efriady situmeang,3,"masih belum dapat pinjaman,klw sudah cair saya kasih 5 bintang",2025-07-29 14:28:53
Rizal Permadi,5,mantap,2025-07-29 14:28:02
achmad asrori,5,"Alhamdulilah di apps pinjol adakami TDK ada biayah tersembunyi, ... 🤲🙏🙏",2025-07-29 14:18:53
Ratu Ratu,1,udh berapaa kali saya ngajuin ga pernah di acc GGL trs males nyoba nyoba lagi saya biasanya di yg lain ACC trs brppun saya pinjem di acc bayar ga pernah telat tapi disini limit aja gede di acc kagak,2025-07-29 14:15:31
Ayu Puspita,1,tidak guna d beri limit tapi d tolak pdhl tidak ad pinjaman,2025-07-29 13:55:53
Evelyn Grant,5,"Dulu pernah ke booth CS AdaKami di Mall Balekota Tangerang, langsung dibantu sampai selesai. Mantap.",2025-07-29 13:42:39
Muhammad Ismail,5,pertanggal 28 saya sudah tidk ada tanggungan kewajiban lagi dan mau menutup akun /dhapus tetapi tidak bisa,2025-07-29 13:42:13
Rehan Yusup,5,"Saya pinjam di adakami buat beli tambahan stok dagangan, cocok buat modal usaha UMKM.",2025-07-29 13:37:34
Gabriel Dimas,5,"Cepat, aman dan tdk repot",2025-07-29 13:37:23
Andar Nurasa,5,proses cepat,2025-07-29 13:35:43
Annisa Dwi Febrian,5,"Waktu buka kios baru, aku butuh dana tambahan buat bayar sewa, dan aku pakai AdaKami dulu bantu nutupin.",2025-07-29 13:35:43
Mara Stephens,5,"Waktu kepepet bayar biaya kuliah S2, ini jadi solusi sementara yg cepat dan aman.",2025-07-29 13:34:49
Hadi Kusuma,5,Tenor pendek dan fleksibel di adakami bikin saya bisa atur keuangan lebih rapi.,2025-07-29 13:34:29
Maulidyah Aisyah Putri N,5,Ajuin pinjaman di adakami buat modal usaha katering. Alhamdulillah sekarang usahanya makin lancar.,2025-07-29 13:34:07
Ryan Chandra Putra Hermawan,5,Tenor pendek bikin saya lebih disiplin bayar dan cepat bebas utang.,2025-07-29 13:32:00
Clayton Whitaker,5,"Daftar di AdaKami gampang, ga perlu jaminan. Buat modal usaha kecil2an dan cairnya cepat banget",2025-07-29 13:27:56
Even Sawa,5,apk nya sangat bagus sekali.,2025-07-29 13:27:21
narji irawan,5,terima kasih membantu di saat sulit,2025-07-29 13:21:30
mang pea,1,aja gawe rubes,2025-07-29 13:19:08
Jajang indra Fadila,1,dc nya pada tolol. mending jangan pinjem disini.,2025-07-29 13:08:21
Nanda Muhammad Fadilah,5,bagusss bangettt apk nyaa,2025-07-29 13:06:14
Sella Marzelani,5,bagus,2025-07-29 12:59:30
Azmi Rahmadi,4,sangat bagusss,2025-07-29 12:59:09
Arios Putra Muara,1,Lapor ke admin tapi untuk di proses laporan harus dikirim foto selfie dengan ktp. Bahayalah.... blm lg minta rekening korab dan ijazah & kartu kredit. Menyebalkann,2025-07-29 12:23:53
Ali Aja,4,diharapkan tenor agak lama biar kalangan kecil bisa merasakan kenyamanan dan gak terbebani juga. ada dengar pinjol lain selalu teror2 yang mengancam jadi kalangan kecil juga tdak ada ketenangan padahal udah berusaha benar2 makasih ni cuma dari kalangan kecil,2025-07-29 12:21:05
Krishna Gunawan,5,"Waktu anak mau masuk kuliah, kepepet biaya. Untung ada AdaKami, bisa pinjam buat biaya darurat tanpa ribet.",2025-07-29 12:19:52
burdah cell,5,mantaaap,2025-07-29 12:19:28
Sandy Gadangs,5,"Approval cepat, pagi daftar, sore dana udah cair. Nggak pake nunggu lama!",2025-07-29 12:11:40
Kamaria 122,5,min aku udah donlot loh kenapa masih di iklan di hp ku... aku mau belajar loh... tapi di gangguan terus.. jadi jangan ganggu ya...,2025-07-29 12:06:39
Wawan Setiawan,1,jujur aslinya pendaftaran bagus cepat simpel tapi pengajuan susah di kasih 200.000 dicairkan gak bisa katanya limit kredit gak cukup nunggu 1 bulan cara naikan limit kredit ditanya gak tahu jawaban cs monoton banyak review bintang 5 kayak jawaban orang bayaran nyatanya buktikan sendiri berbanding terbalik dengan lapangan,2025-07-29 11:50:15
KristaMo Vie,1,nih data noku kok bisa jadi data kalian ya? dispam trus pula. maksutnya apa ini?,2025-07-29 11:49:11
Acepnuralam Nuralam,5,proses cepat bnget dan tidak lama,2025-07-29 11:36:25
Asdar,5,"saya sengaja kasih bintang 5 biar keliatan di atas, mulai dari tanggal 4 saya uninstall aplikasi ini tolong data data saya di hapus setelah saya hapus aplikasi nya, ini pinjol gada pengertian nya telat 1 hari saja di tenor trus gada berhentinya sedangkan sudah di jelaskan kasih waktu 4 hari Mala marah² gajelas, sebelumnya terima kasih sudah sudah meminjamkan, dan tolong jangan salah gunakan data saya karna saya tidak akan bertanggung jawab.....",2025-07-29 11:35:55
Al Farizqi,1,Aplikasi ngak jelass.. awal2 boleh lah.. padahal sebelum jatuh tempo sudah dilunasi tpi setelah mau pinjam lagi tidak di acc lagi... maksudnya apa..saya loh ngak pernah telat malahan jatuh tempo tanggal 2 agustus saya bayar 29 juni..,2025-07-29 11:28:28
Eneng Nuryana,1,ribet,2025-07-29 11:20:38
Axzyl 2,5,Aplikasi bagus gampang cair,2025-07-29 11:16:20
mjdsflh _,5,mantep,2025-07-29 11:13:26
mar mar,5,"> Halo tim AdaKami, Saya pengguna akun AdaKami dan saat ini memiliki pinjaman sebesar Rp 1.400.000. Saya ingin menyampaikan bahwa saya baru berusia 20 tahun dan belum memiliki pekerjaan tetap. Saat ini saya sedang kesulitan ekonomi, tapi saya berniat penuh untuk tetap bertanggung jawab dan tidak lari dari kewajiban. Saya mohon dengan sangat agar bisa diberikan kebijakan restrukturisasi atau perpanjangan waktu pembayaran, atau kalau memungkinkan, diubah menjadi cicilan ringan. Terima kasih",2025-07-29 11:08:04
Hanif 2250,1,"aplikasi gila aku utang 3 juta di suruh bayar 4,7 lu niat ngutangin atau malak",2025-07-29 11:08:02
Herdi Herdiansyah,5,top,2025-07-29 11:07:03
Sutami Mukallia,5,respon customer service cepat.,2025-07-29 11:05:44
RAMDHAN DWI SAPUTRA,2,"Akhir""ini gak bisa ngajuin",2025-07-29 10:58:19
arief noviantono,1,sedikir kecewa c. saya nasabah lama yg lancar dan sudah lunas. namun mau melakukan pinjaman lag1 gagal suruh nunggu 1 bulan lag1,2025-07-29 10:55:54
dila Monika,3,kasih bintang 3 dulu deh. sohal nya gak tau di acc apah ngak nya,2025-07-29 10:54:12
rani septiani,5,mntap,2025-07-29 10:52:33
Abdur Rasyid,1,"mau melunasi via virtual akun kok tidak bisa, dari livin dan bca mobile",2025-07-29 10:51:08
soedjarwo 93,3,awas jebakan batman,2025-07-29 10:50:18
Riefki Juniar Kurniawan,5,bagus,2025-07-29 10:48:33
Ulfa Posumah,5,mantap,2025-07-29 10:46:20
Dheo Alfasyah,5,sangat membantu,2025-07-29 10:43:17
muis iskandar,5,sangat membantu,2025-07-29 10:36:42
Dea Kelanit,5,"Buat yang males ribet cari pinjaman dari teman atau kerabat kyk aku, bisa coba adakami sih.",2025-07-29 10:26:46
Arfah Damkar,5,mantap👍,2025-07-29 10:26:16
Iswahyudi Febriyatna,1,pertama di ACC pembayaran ga ad keterlambatan pengajian berikutnya malah di tolak....payah,2025-07-29 10:25:50
Astin AgusTri,5,"Sudah 2x pakai adakami, ini lagi pelunasan yg ke 3 hehe",2025-07-29 10:24:56
Mochamad Mahsuni,5,"Aplikasinya ringan, dan prosesnya mudah banget buat daftar.",2025-07-29 10:21:04
Sugih Hidayat,4,ok bagus,2025-07-29 10:20:46
Abdul Rohman,5,mantap sangat membantu,2025-07-29 10:18:13
celsiana pratiwi,5,"tenor pendeknya fleksibel, cocok buat yang nggak mau cicilan lama-lama.",2025-07-29 10:16:38
Putra HD,1,"emang pepeq nih apk . masih h-4 udah ditelpon terus kurang sopan , nyesel dah.",2025-07-29 10:10:16
Nela Rahmawati,1,najis bagt iklan in pinjol ganggu aktivitas kami,2025-07-29 10:06:37
Adara Queensha,5,"Bisnis aku sempet keteteran pas harus bayar listrik dan gaji karyawan. Untung nemu Adakami, langsung bisa pakai untuk biaya operasional usaha. Gak pakai drama, approval cepat, dan aku bisa fokus jalanin bisnis lagi.",2025-07-29 10:00:58
Nama Saya,5,sangat suka dengan dinjaman online puas bangat dengan aplikasi ini karna sangat mudah di gunakan,2025-07-29 09:58:12
Sutarto Sutarto,5,"AdaKami Solusi Keuangan & dana darurat, proses Cepat & enggak ribet, Terima kasih AdaKami.",2025-07-29 09:58:09
Iriani Krisma,5,Terpakai banget pas butuh uang cepat di rs kemarin. Makasih AdaKami!,2025-07-29 09:57:44
Ira Wati,1,ganggu,2025-07-29 09:55:03
alfispengas,3,gud,2025-07-29 09:51:50
Karlina Ulfah,5,sangat bagus dan membantu sekali,2025-07-29 09:36:31
KUSMIARTO MONASANNO,4,"proses super cepat, gas poll",2025-07-29 09:26:55
Deiayun Lunta,5,"udah bagus sih, tapi lebih ditingkatkan lagi pelayanannya, cs nya agak lama balas",2025-07-29 09:24:13
deka vawestri,2,"sebenernya terbantu banget sama apk ini, tapi penagihnya kasar banget, ya memang saya salah telat membayar 1 hari, tapi seharusnya bisa dengan cara baik"", tolong ya lebih bijak lagi terhadap peminjam",2025-07-29 09:23:56
Raizelシ,1,"pinjaman pertama memang gampang, tapi pas sudah lunas saya mau minjam lagi di tolak trs katanya ""kredit skor anda buruk"" padahal saya gk pernah telat bayar dan saya juga tidak ada pinjaman lain di tempat lain tapi kredit skor buruk aneh, nyoba ngajuin trs tapi gagal trs, dah 5x di tolak saya langsung hapus akun nih pinjol gak jelas, uangnya abis kali ya jadinya di tolak trs dengan alesan kredit skor anda buruk",2025-07-29 09:07:22
Supri Yanto,4,sangat bagus,2025-07-29 09:07:04
Rudi Saprudin,1,di tolak,2025-07-29 08:49:56
Nonong Raya,1,tida tertarik,2025-07-29 08:34:36
Jadil Potabuga23,5,sangat membantu cepat dan ngak ribet,2025-07-29 08:33:40
Wanayasa 2310,3,kurang membantu ribet,2025-07-29 08:28:35
Moehar Moeh,5,sangat membantu.dan bisa di percaya,2025-07-29 08:17:19
Supri Yanto,3,kena nggo modal,2025-07-29 08:07:15
Nila Wati,1,buruk,2025-07-29 07:43:05
Argya Reganata,5,cukup membantu dalam kondisi mendesak dan pencairan cepat,2025-07-29 07:42:18
ari setiawan,5,makasih adakami slalu bantu d saat kepepet,2025-07-29 07:26:56
Buat Heppy,5,wah apliaskinya bagus banget,2025-07-29 07:26:52
Alvitra Wahyu,1,"saya coba mengajukan pinjaman di tolak, katanya di suruh coba lagi dua minggu kemudian, setelah dua minggu saya mendapatkan notif bahwa saya harus bayar tagihan sebelum jatuh tempo, belum punya hutang malah di tagih bayar hutang",2025-07-29 07:11:42
Firdaus Corp,1,aplikasi jahanam penipu umat...gda beda sama banj plecit....riba...aplikasi neraka,2025-07-29 07:09:55
Wan Arul,5,terimakasih ada kami .pokonya top markotop ..sangat mmbntu sakali,2025-07-29 06:29:49
Aditya Virgiawan,4,lumayan,2025-07-29 06:21:44
ADITYA,5,terima kasih untuk kebutuhan aman pasti cair,2025-07-29 06:07:40
Satria Budaya Grup,1,illan yg sangat menggangu aktivitas di layar handphone!!,2025-07-29 05:59:08
Mohamad Usman,2,Proses pncairan cpat tp sblum jatuh tmpo tlpon siang mlam bunyi trus dpksa sgra bayr pdhl blm jatuh tmpo..,2025-07-29 05:56:03
Edy Edo,5,oke,2025-07-29 05:37:54
Rayyan Ahmad,5,pelayanan cepat dan tidak ribet.. lebih transparan,2025-07-29 05:16:39
Bahran Jungkal,1,susah pinjam diaplikasi ini selalu gagal dan ditolak,2025-07-29 05:11:37
Alter Renol,1,saya tidak suka iklan ini,2025-07-29 04:58:31
Nandar,5,mantap,2025-07-29 04:26:22
Muhammad Iqbal,1,aplikasi penipuan. jangan pada download soudara,2025-07-29 04:10:05
rahwini ali,1,ini sangat mengganggu saya,2025-07-29 04:04:57
Muhamad Imbrahim la la la,5,di ACC mudahan,2025-07-29 03:41:19
Dani Dan6,5,bagusss,2025-07-29 03:13:41
ara,5,"dana rupiah memang bagus,pencairan cepat tanpa kendala bunga juga rendah, jatuh tempo juga lama",2025-07-29 03:02:15
Iksan Robi,1,aplikasi apaan ini? data pribadi saya masih bagus tapi kok ditolak?,2025-07-29 03:00:04
sadam prima,1,apk buruk tolol,2025-07-29 02:56:56
Ewang Wangs,5,iklan nya..jagan tanpil terus,2025-07-29 02:37:33
Rival ariz,5,terimakasih sudah memberikan pinjaman saya lagi butuh banget terimakasih sekali lagi saya tidak akan mengecewakan ada kami🤲,2025-07-29 02:32:16
Coupet Ucil,1,"pinjaman pertama lunas, kedua-ketiga- di tolak",2025-07-29 02:18:12
Ferry Yulianto,5,semoga pelanggan lama msh di perhatikan,2025-07-29 01:55:27
Qeydez 93,5,Dana rupiah bisa didapat dengan sistem pinjol di apk ini,2025-07-29 01:41:01
Bang Dulloh,1,"aplikasi ko,,,,l iklan ganggu",2025-07-29 00:47:00
Yudi Emon Dreamsweet,5,baik,2025-07-29 00:42:16
Rahmad Fauzi,4,terbaik,2025-07-29 00:34:34
Toha Hasanudin,5,"good ,,sangat membantu",2025-07-29 00:22:18
Jovan Oyeee,5,"Paling Oke, pinjam bolak balik tetap diproses ☺",2025-07-29 00:06:57
Aris Abdul Rohim,5,baik,2025-07-29 00:05:29
asep gucit,5,aplikasi sangat bagus,2025-07-29 00:03:39
erwin prihartono,1,😭⚡💔💔💔💔💔👽💩🎃👺💀🤡👿mengerikan!!!!!!!,2025-07-28 23:51:03
Ilmansyah Maulana,5,bagus,2025-07-28 23:50:51
Tekno Adja,5,sangat membatu..saya baget dan mudah cair,2025-07-28 23:49:27
Azalia Adha,5,mantap,2025-07-28 23:47:05
Egi Susanto,1,jangan percaya ma iklannya.. nyusahin diri aja,2025-07-28 23:39:40
zulham 1982,1,app ngg penting selalu jdi iklan di app yang dibuka,2025-07-28 23:34:51
pengen tau,1,tolak lagi padahal sdh lunas,2025-07-28 23:22:46
Mhmd Raihan,5,👍,2025-07-28 23:16:38
andi ardianto,5,good,2025-07-28 23:12:45
Sun Flower,5,awesome,2025-07-28 23:05:40
Jamesl Koko lomel,5,tolong di proses boss,2025-07-28 22:46:15
Riyan Saputra,1,"jangan download apk penipu, baru masukin nomor aja langsung di spam telpon ,gak jelas",2025-07-28 22:40:41
Agung Sugiantoro,5,bagus,2025-07-28 22:38:18
fitri mahdiyah,1,ati2 apk nipu dan jebakan,2025-07-28 22:37:39
Jahudi Udi,5,trimakasi,2025-07-28 22:36:52
RYW MLF,5,bagus sangat cepat proses.ny,2025-07-28 22:36:01
Kenny Gusu,1,aplikasi anjinggg,2025-07-28 22:32:28
Jaya Dinata,1,"ngasih limit, tp gaak bisa di pake. tutup aja uda",2025-07-28 22:30:08
Gina,1,"Akun adakami buruk, not recomended krna penagih nya SANGAT KASAR! Kontak kontak penting seperti tempat kerja, kuliah di WA in, kalian harus hati hati dan bunga nya sangat BESARR",2025-07-28 22:29:50
Dela ayu Sartika,1,"Saya sudah bilang apk saya dipakai teman saya tapi mereka tidak mendengarkan keluhan saya, telat 4 hari di ancam, gamasalah tapi mereka chat ke pihak kampus saya! itu merugikan saya, PENCEMARAN NAMA BAIK klaukalian yg mau pakai apk ADAKAMI HATI HATI! tidak punya etika, pihak penting seperti tempat kalian kuliah dll akan di wa, ini buruk! pengalaman apk yg SANGAT BURUK! beralih saja ke kredivo banyak disc nya belanja di alfa dpt potongan 50 % bunga nya juga ga besar, apk adakami Bunganya besar.",2025-07-28 22:19:36
Maryam Hazrina,1,iklannya terus menerus muncul. ganggu banget udah di kirim keberatan terus z muncul,2025-07-28 22:14:34
Bokir Ajah,1,kredit skor ta cukup haduh pembayaran gaprnh TELAT. PAS PNGAJUAN GACUKUP APLIKASI ANEH,2025-07-28 22:07:08
Nenden Chota,5,"terima kasih adakami telah membantu k'uangan saya, semoga makin jaya y",2025-07-28 21:58:26
marta prawira,4,pelayanan baik,2025-07-28 21:58:12
Feby Siti Arfiah,5,apl yg bagus,2025-07-28 21:51:18
Edi Sunarto,1,"Tidak sesuai yg di iklankan, sudah berkali kali pengajuan hasilnya sama aja.. zonk",2025-07-28 21:48:22
irsan •geming,5,good,2025-07-28 21:43:15
Dhen Anom,5,Pokonya mantap ketika kita butuh dana utk keperluan usaha bisa membantu..Pokokny is the best,2025-07-28 21:41:35
Al Pin,5,bagus,2025-07-28 21:22:04
Jupri jup,1,aplikasi apa ini udah selesai pengajuan ga ada respon Meding di tolak cuma mau ambil data orang aja ini aplikasi ga kelas,2025-07-28 20:54:17
Ade Nur Nastiar,5,"terimakasih Ada kami, aplikasi sangat membantu👍",2025-07-28 20:53:50
Fiktoria Adu,5,hallo Cs.saat saya masuk tpmko saya diminta masukan no hp lama sedangkan saat ini no itu sdh tidak saya gunakan bahkan no dan kartunya sdh hilang.jd tidak mungkin saya gunakan lagi no iyu..kenapa bukan no hp saya yang skrg yg di pakai utk proses verifikasi ??,2025-07-28 20:43:39
Dimas Adi Nugroho,5,"Adikku pengen banget ikut kursus programming karena dia mau kerja dari rumah. Tapi karena kami dari keluarga pas-pasan, kami bingung biayanya. Aku pakai Adakami, dan alhamdulillah bisa bantu bayarin. Aku pilih tenor pendek biar cepat selesai, dan ternyata bunganya juga sesuai ojk",2025-07-28 20:37:14
Adji Rivai,1,lawak,2025-07-28 20:32:30
Hesti Zzzz,1,"bawel bet, 5 hari sebelum tempo udah di call trus, telat sehari di viralin lewat Tiktok, kocakk WKWK, CS nya bocah semua kah? bahkan udah di bayar pun tetap ngechat ""knp belum melakukan pembayaran sampe sekarang?"" makanya cekk yg bner, kalian kerja di bayar kan aduhhh, maaf bgt yaa ini mah emosi ajaa",2025-07-28 20:25:26
Melati 95,5,Di aplikasi lain pernah di tolak di sini hanya nunggu waktu berapa menit data di setuju akademi memang aplikasi 👍💯,2025-07-28 20:21:21
Bahar Udin,5,Sangat Menarik,2025-07-28 20:20:58
Zidan Fatah,5,mantab,2025-07-28 20:19:57
Satria Iqbal,1,tolong di hapus no telfon saya di aplikasi anda. sya registrasi bukan untuk pinjam cuma penasaran aja sama limitnya. terimakasih.,2025-07-28 20:17:13
reyza oktavian,1,"ini aplikasi kenapa ya?, ngga ngajuin pinjaman tapi di telponin trus setiap menit, padahal cuma daftar aja pke no hp, tapi di telponin trus,nganggu banget, tolong sistem nya di perbaiki lagi.",2025-07-28 20:16:46
Gideon Simanjuntak,1,tim penagih tidak update,2025-07-28 20:12:49
Muna Nurhkmm,3,tiga aja kasih bintang nya limit pinjaman pertama kecil,2025-07-28 20:11:35
iyadd azazazazaza,5,bagus banget apl ini,2025-07-28 20:05:23
Musa,1,"kalo pake ewalet bisa ,kalo mau pinjem g harus pake bank",2025-07-28 19:59:59
Gembil Gla,5,verifikasi sangat cepat,2025-07-28 19:49:06
Zilda Apriliani,1,tolong data² saya dihapus saya tidak pernah meminjam sedikitpun di aplikasi ini..saya instal lgi krna mau nonaktifkan..klok ada yg tiba mengatasnamakn saya meminjam uang brrti dri pihak anda yg menyalahgunakan data saya dan saya akan lapor ke pihak berwajib,2025-07-28 19:46:18
Aslam Baiq,4,sempat beku,2025-07-28 19:40:34
Udin Sunaryo,5,terima kasih banyak banget sangat membantu,2025-07-28 19:37:35
Muhammadludiadha Ludiadha,5,aplikasinya bagus Cocok untuk pinjaman teraman,2025-07-28 19:37:30
Ariefs Kakuja,5,siip,2025-07-28 19:12:40
Andi Susi,1,"Saya sdh uninstall ini aplikasi,,tapi kenapa hampir tiap hari ditlpn terus sangat mengganggu...saya sama skli tidak tertarik pakai aplikasi ini...tenor trllu pendek dan tdk jelas rincian nya,,tdk sesuai dgn iklan.. jadi jangan sebarkan data saya..terima kasih.",2025-07-28 19:00:21
Moh Hamdan,5,Sangat puas,2025-07-28 18:57:41
SMKN 7 GARUT MUHAMMAD YUSUP,1,tolong jangan mengganggu iklan terus pusing,2025-07-28 18:57:05
Sopian Hadi,5,ok terimakasih mohon ACC pinjaman saya dong,2025-07-28 18:38:59
Siska,5,proses daftarnya mudah. cocok buat yang butuh dana cepat,2025-07-28 18:32:15
robi zoaxva,5,"Aku pakai Adakami waktu aku mau ekspansi usaha dropship aku. Biasanya aku main aman di stok kecil, tapi Adakami bantu aku berani ambil stok lebih banyak. Karena cairnya cepat dan tenor pendek, aku bisa muter uang lebih cepat juga. Sekarang omzetku naik dua kali lipat!",2025-07-28 18:29:02
Rika Yuningsih,5,terima kasih,2025-07-28 18:28:51
Sudar Man,2,di tolak mulu,2025-07-28 18:27:47
Zarkasih Bjm,5,Very good good,2025-07-28 18:25:41
Yanuar Diwi,5,"Anakku pengen kuliah di luar kota, dan biaya awalnya besar. Dengan Adakami, aku bisa bantu dia mulai kuliah tepat waktu. Aku suka sistemnya karena gak ribet dan daftar mudah.",2025-07-28 18:21:43
Ramli Fairus,5,sangat membantu dan cepat cair nya,2025-07-28 18:17:31
oyong chanel,5,terimakasih AdaKami😍,2025-07-28 17:52:04
Irayad zulfukar syahrufi,5,Lumayan aku bisa minjam uwang,2025-07-28 17:48:03
Velia Wuisang,1,males banget iklan ini teruss,2025-07-28 17:47:10
albert momot,5,good,2025-07-28 17:36:02
Yudhan Nugraha,1,"Aplikasi Scam, 4 tahun setelah pelunasan, giliran login lagi dapat limit 4.6, tkb 90%. giliran diajuin malah ga bisa harus cek limit lagi, setelah cek limit. Limit langsung 0 dan tkb ? Aplikasi kocaaaakkk.. cuma Scam doank",2025-07-28 17:34:17
Febriyansyah,1,limit RENDAH,2025-07-28 17:30:38
Iche Trisnawati,1,mengganggu saja iklan selalu ada,2025-07-28 17:30:34
Utuh Kudak,5,baik,2025-07-28 17:29:24
Ayca Cahyani,4,Maaf ya mulai hari ini per tanggal 28 juli saya sudah tutup akun saya di apk adakami karena pinjaman saya tidak lolos dan mohon untuk data saya segera dihapus 🙏 jika ada telpon spam yg masuk dan mengganggu saya akan minta pertanggung jawaban karena saya tidak ada meminjam di apk ini. terimakasih mohon kerja samanya.,2025-07-28 17:19:43
Muh Hanif Amru,1,"plssss jan spam telpon gw,, gw gak jadi minjemmm woeeeee anjeengg lahh😭😭",2025-07-28 17:16:26
Yohana,5,mantap aplikasi nya,2025-07-28 17:07:15
Heri Yadi,1,"Sangat Lucu.. setiap Iklannya Se Olah Membawa Orang Untuk Ikut.. Kerja Tuh Yg Bener Ya Mas.. bukan apa"" aplikasi Pinjaman Online manapun Ttp Ujung""nya Membuat Orang / Masyarakat Ikut Miskin... yg Coment Baik Itu adalah Pegawai Anda...",2025-07-28 16:58:34
deri wati,1,"mulai hari per tgl 28-7-2025 saya menguninstal apl ini dan tidak jadi meminjam, jika data2 saya disalahgunakan akan saya laporkan pada pihak berwajib , catatan ini sebagai bukti saya",2025-07-28 16:58:10
Husen Rumatiga,5,aplikasi sangat keren dan mudah untuk digunakan,2025-07-28 16:47:57
Peri Musliadi,5,sangat membantu saat dibutuhkan,2025-07-28 16:43:03
Dika Dermawan,5,Profesional mantap,2025-07-28 16:27:15
Khaizul maali,5,adakami jaya,2025-07-28 16:11:55
Kartina Kims,2,ya saya mengertj,2025-07-28 16:11:01
Rose Rulistia gensi,1,iklan bdh lol,2025-07-28 16:10:03
Advi Anto,5,sangat membantu,2025-07-28 15:46:28
Helma Wati,1,kecewa,2025-07-28 15:35:13
Suti Rahmat,5,"sangat mudah di proses,,,😂👍",2025-07-28 15:26:49
guntur buana,5,mantap,2025-07-28 15:14:09
Apsa Saleng,5,Mantap sekali membantuku,2025-07-28 15:14:09
Pacce Andy,5,terbaik🔥🙏,2025-07-28 15:12:01
Iwayan Arimbawa,1,jangan ganggu hp bikin error,2025-07-28 15:03:57
Deme Trius,5,sangat bagus,2025-07-28 14:58:35
Suhaimi Imi,5,sangat puas cepat cair layanan ramah terimakasih ada kami,2025-07-28 14:49:35
Evhan Nabawi,5,trimakasih sudah di ACC,2025-07-28 14:49:04
junaedi farhan,1,ganggu aja iklan...,2025-07-28 14:42:34
Sejin Huang,5,semoga bermanfaat dan cukup membantu,2025-07-28 14:34:16
aulia awaludin,1,iklan ini sangat mengganggu,2025-07-28 14:30:10
RIYO SASTRO BINOTO,5,Sangat di rekomendasikan jika anda butuh pinjaman uang,2025-07-28 14:27:09
Susi Suprianti,5,Baik & Sopan,2025-07-28 14:25:17
Assad Jibriel Alfath,5,pengajuan gampang sangat membantu buat tambah modal usaha,2025-07-28 14:21:16
Mochtar Gipsy,1,"Aku Ralat dari sebelumnya,,Baru sehari berjalan saya miinjam langsung aku bayar,,Sekarang mau lanjut lagi Alasannya di tunda tunda ke bulan berikutnya,Ribet menunggu",2025-07-28 13:59:54
Muyono,5,"cepet di adakami mah, KLO di tempat lain lama disetujuin, dsini mah percaya n langsung di acc",2025-07-28 13:46:08
pristy eva,1,aplikasi guoblok!?! kalo emang gak bisa pinjem karna score kredit jelek ngapain di setujuin dan di kasih limit. tolol!,2025-07-28 13:39:59
Febri Darmaya rasida,5,"apk nya cocok banget buat kita yg lagi kepepet,dan bunganya juga lebih sedikit",2025-07-28 13:38:28
Ramdhani Dhani,1,tidak sesuai si iklannya bunga terlalu tinggi,2025-07-28 13:12:04
uus Vydita,5,berjalan lancar,2025-07-28 12:57:46
Wanto Onee,5,semoga proses cepat,2025-07-28 12:52:30
AHMAD SOTONG,5,cukup cepat pencairannya,2025-07-28 12:43:43
Panji 02,1,sama juga dengan aplikasi lain..iming iming limit besar..suruh isi data pribadi..ee terus ditolak pengajuan pinjamannya...,2025-07-28 12:43:33
Nickrobinsasela Robin,5,sangat bagus,2025-07-28 12:37:25
ign agung,5,memuaskan,2025-07-28 12:23:17
