userName,score,content,at,cleaned,sentiment
Henny Siswaty,5,tolong hapus data saya Min krn tidak ada penghapusan data di apk ini. saya tidak jadi pinjam di apk ini. tgl 30/7/25 saya uninstal apk ini.,2025-07-30 15:03:00,tolong hapus data saya Min krn tidak ada penghapusan data di apk ini. saya tidak jadi pinjam di apk ini. tgl 30725 saya uninstal apk ini.,neutral
Roni Tiga,5,👍👍👍,2025-07-30 15:02:38,,ERROR
Alvaro Ella,5,sangat berfungsi,2025-07-30 14:58:06,sangat berfungsi,positive
Dimas,1,"setelah daftar kredivo stiap hari jadi banyak panggilan masuk nomor asing, kayaknya data pengguna seperti nomor hp disebar, pdhal kita cuma daftar dan gak pinjam apapun tapi selalu di telfon.",2025-07-30 14:42:26,"setelah daftar kredivo stiap hari jadi banyak panggilan masuk nomor asing, kayaknya data pengguna seperti nomor hp disebar, pdhal kita cuma daftar dan gak pinjam apapun tapi selalu di telfon.",negative
Wiseman zbe,5,bagus,2025-07-30 14:40:59,bagus,positive
Gunawan,5,ok,2025-07-30 14:39:03,ok,negative
Saropa Sahro,5,trimakasih kredivo sudah beri pinjaman buat modal jualan bantu ekomi kluarga,2025-07-30 14:17:13,trimakasih kredivo sudah beri pinjaman buat modal jualan bantu ekomi kluarga,positive
Gumay Mahdi,5,dalam hitungan Detik...tak menunggu lama pinjaman Langsur cair ...terima kasih Manajemen Kredivo,2025-07-30 13:59:01,dalam hitungan Detik...tak menunggu lama pinjaman Langsur cair ...terima kasih Manajemen Kredivo,positive
Ani Masrifah,5,Sangat membantu,2025-07-30 13:40:52,Sangat membantu,positive
Azah Nurjaman,5,membantu,2025-07-30 13:31:48,membantu,positive
Su Darno,4,trimakasih beberapa bulan ditolak sekarang sudah diAcc.. trimakasih,2025-07-30 13:28:47,trimakasih beberapa bulan ditolak sekarang sudah diAcc.. trimakasih,neutral
Lana Abdullatif,5,👍🏻👍🏻,2025-07-30 13:26:16,,ERROR
Soe Nie,5,top,2025-07-30 13:19:56,top,positive
Nina Hermaya,5,kredivo mantep siihhh. membantu banget dalam keadaan mendesak,2025-07-30 13:19:00,kredivo mantep siihhh. membantu banget dalam keadaan mendesak,positive
Ida Farida,5,"senang belanja di Indomaret pake kredivo,,lebih hemat",2025-07-30 13:14:42,"senang belanja di Indomaret pake kredivo,,lebih hemat",positive
Alfianus Tandiara,5,"sangat membantu dalam pengajuan pinjaman, mudah dan terpercaya",2025-07-30 13:06:37,"sangat membantu dalam pengajuan pinjaman, mudah dan terpercaya",positive
Yadon Pah,5,saya bayar sblum jatuh tempo tpi ketika pengajuan ke 2 kok gak di setujui parah emang,2025-07-30 13:05:20,saya bayar sblum jatuh tempo tpi ketika pengajuan ke 2 kok gak di setujui parah emang,negative
Ridwansyah ridwan,3,"Sangat kecewa,,,saya tidak pernah terlambat bayar, malah score saya turun ke B, sangat kecewa",2025-07-30 12:59:12,"Sangat kecewa,,,saya tidak pernah terlambat bayar, malah score saya turun ke B, sangat kecewa",negative
Zerro,5,nice,2025-07-30 12:54:56,nice,positive
Lisna Marpaung,5,👍,2025-07-30 12:54:20,,ERROR
Ṁ२ि٠❷❶ ❷❶,5,terbaik👍💯,2025-07-30 12:53:46,terbaik,positive
Yuana Putri,5,bisa membantu pas darurat,2025-07-30 12:45:33,bisa membantu pas darurat,positive
sulistyowati 26,2,skrng kredivo jelek bgt ga kaya dulu,2025-07-30 12:44:52,skrng kredivo jelek bgt ga kaya dulu,negative
Rio Diansyah,1,terhitung tgl 30 juli 2025 saya mengajukan pinjman tapi disuruh menunggu 3 bulan lg...awas jangan disalahgunakan data saya...saya akan laporkan ke polisi....saya tidak pernah meminjam di kredivo..... jadi saya tidak tau menau apabila data saya disalshgunakan,2025-07-30 12:39:38,terhitung tgl 30 juli 2025 saya mengajukan pinjman tapi disuruh menunggu 3 bulan lg...awas jangan disalahgunakan data saya...saya akan laporkan ke polisi....saya tidak pernah meminjam di kredivo..... jadi saya tidak tau menau apabila data saya disalshgunakan,negative
Tatok Wuriatmadi,5,sangat membntu,2025-07-30 12:31:09,sangat membntu,positive
Khadirun _,5,kredivo mantap,2025-07-30 12:25:56,kredivo mantap,positive
Ibrahim (Ahim),5,mantap.,2025-07-30 12:22:16,mantap.,positive
Didik Susanto,5,trimakasih kredivo semoga kedepan nya lebih baik,2025-07-30 12:15:10,trimakasih kredivo semoga kedepan nya lebih baik,positive
Rengga chandra Gunawan,5,"mau akses login gak bisa min, pakai cara whattsap dan sms kode otp tidak terkirim",2025-07-30 12:14:30,"mau akses login gak bisa min, pakai cara whattsap dan sms kode otp tidak terkirim",neutral
Rull19 Official,5,mantap,2025-07-30 12:09:20,mantap,positive
Lasma Napit,5,proses cepat dgn bunga terjangkau,2025-07-30 12:01:53,proses cepat dgn bunga terjangkau,positive
Tand Hombing,5,terimakasih sudah membantu..,2025-07-30 11:53:05,terimakasih sudah membantu..,positive
Rahmawatiwiwik,5,Proses cepat. Tidak bertele-tele. Bunga cicilan kecil.,2025-07-30 11:49:42,Proses cepat. Tidak berteletele. Bunga cicilan kecil.,positive
Ika Ika,5,begitu bisa utk blanja aku senang sekali,2025-07-30 11:45:18,begitu bisa utk blanja aku senang sekali,positive
diong fabiong,1,"wahhh........KREDIVO bunga pinjaman tunainya makin TINGGI. kemarin pinjaman 1jt tenor 6bulan bayarnya 209rb tapi kini........jadi 217rb KREDIVO jadi sama dengan aplikasi lainnya yang mengusung BUNGA TINGGI buat admin KREDIVO yg akan menjawab ulasan ini, mohon dibaca baikbaik biar paham hingga nanti jawabannya nyambung dengan ulasan ini",2025-07-30 11:38:59,"wahhh........KREDIVO bunga pinjaman tunainya makin TINGGI. kemarin pinjaman 1jt tenor 6bulan bayarnya 209rb tapi kini........jadi 217rb KREDIVO jadi sama dengan aplikasi lainnya yang mengusung BUNGA TINGGI buat admin KREDIVO yg akan menjawab ulasan ini, mohon dibaca baikbaik biar paham hingga nanti jawabannya nyambung dengan ulasan ini",positive
ferdinan sibarani,5,good,2025-07-30 11:38:55,good,positive
Ira Roziah,5,"lancarr jaya nyerenteng pollll ,langsung acc junior ini sedang butuh asupan D DUITTTTTT,hatur nuhun kredivo🤏🏻🥶",2025-07-30 11:18:25,"lancarr jaya nyerenteng pollll ,langsung acc junior ini sedang butuh asupan D DUITTTTTT,hatur nuhun kredivo",neutral
Hasan Hamid,5,mantaaap,2025-07-30 11:15:04,mantaaap,positive
Syahwa Graddy,5,"nice apps, all transaction were done in Seconds",2025-07-30 11:05:57,"nice apps, all transaction were done in Seconds",neutral
Hadi Adi,1,Parah 🤦🏽‍♂️,2025-07-30 11:02:36,Parah,positive
Angel Pardede,5,bunga paling ringan,2025-07-30 10:52:01,bunga paling ringan,positive
Rina Agustina,5,mantab,2025-07-30 10:47:52,mantab,positive
Kholily,5,bagus,2025-07-30 10:45:33,bagus,positive
HANDOKO,3,dendaNya gilA... baru telat sehari duahari parah,2025-07-30 10:44:06,dendaNya gilA... baru telat sehari duahari parah,negative
Erni Yusnita,5,sangat membantu,2025-07-30 10:33:37,sangat membantu,positive
iip tio,5,"mudah aman dan lancar amin sukses ,semoga bisa membantu",2025-07-30 10:30:09,"mudah aman dan lancar amin sukses ,semoga bisa membantu",positive
Yusi Luckitasari,5,sangat membantu keuangan mendesak,2025-07-30 10:27:13,sangat membantu keuangan mendesak,positive
Obey Tristan,2,"kridivo skrng tidak kaya dulu, skrng susah transaksi, dan d batalkan terus padahal limit saldo bnyak tapi tidak bisa di pake, jadi kurang berminat pakai kredivo",2025-07-30 10:26:38,"kridivo skrng tidak kaya dulu, skrng susah transaksi, dan d batalkan terus padahal limit saldo bnyak tapi tidak bisa di pake, jadi kurang berminat pakai kredivo",negative
Irpan Irpan,5,puas bangeeeet,2025-07-30 10:12:00,puas bangeeeet,positive
Rivki Adita,5,terimakasih kerdivo,2025-07-30 10:06:57,terimakasih kerdivo,positive
Abdul Muis,5,bagus,2025-07-30 10:05:36,bagus,positive
ridzkita,5,Banyakin lagi diskon nya yaa Vo terima kasihhhh😍🤩,2025-07-30 10:00:56,Banyakin lagi diskon nya yaa Vo terima kasihhhh,positive
Jhon Siahay,5,helpfull,2025-07-30 09:48:32,helpfull,positive
RAMADANI,1,"hari tgl 30 Juli 2025, saya uninstall aplikasi kredivo. apabila ada oknum yang mengatasnamakan dan menggunakan data pribadi saya. saya tidak bertanggung jawab",2025-07-30 09:43:59,"hari tgl 30 Juli 2025, saya uninstall aplikasi kredivo. apabila ada oknum yang mengatasnamakan dan menggunakan data pribadi saya. saya tidak bertanggung jawab",negative
Eko Heri susanto,5,oke,2025-07-30 09:40:14,oke,positive
M. Anggi,5,aplikasi paylater & pinjaman paling bagus menurut saya,2025-07-30 09:35:20,aplikasi paylater pinjaman paling bagus menurut saya,positive
Sanzkece123 45,5,mantap membantu saat saya ke pepet👍,2025-07-30 09:34:00,mantap membantu saat saya ke pepet,positive
Nyimasrara Sumanding,5,"Mudah dan cepat proses pinjamannya,recomended banget...",2025-07-30 09:33:41,"Mudah dan cepat proses pinjamannya,recomended banget...",positive
Rahmad Kurniawan,1,pinjaman asyik di tolak mulu padahal bayar tepat waktu dan baik juga... asal mau pinjaman di tolak status nya...,2025-07-30 09:33:26,pinjaman asyik di tolak mulu padahal bayar tepat waktu dan baik juga... asal mau pinjaman di tolak status nya...,negative
Nursam,3,"pembayaran tidak pernah telat, dan lunas tepat waktu tpi pengajuan berikutnya fdi tolak",2025-07-30 09:32:22,"pembayaran tidak pernah telat, dan lunas tepat waktu tpi pengajuan berikutnya fdi tolak",positive
Devan Muhammad,1,bagus,2025-07-30 09:29:57,bagus,positive
Fauziku 45,5,bagus,2025-07-30 09:28:08,bagus,positive
zeka zepista #74,5,🙏👍,2025-07-30 09:23:36,,ERROR
ABDUL ROHIM,5,good,2025-07-30 09:02:20,good,positive
Augustyo Putra,1,jngan mau instal apk ini telat 1 hari saja biaya kompensasi telat 1 hari 200 Rp,2025-07-30 08:59:10,jngan mau instal apk ini telat 1 hari saja biaya kompensasi telat 1 hari 200 Rp,negative
UKKI AHMAD,4,baik baik,2025-07-30 08:55:14,baik baik,positive
gnraands 007,5,kenapa Limit nya Gede tidak bisa buat belanja,2025-07-30 08:55:11,kenapa Limit nya Gede tidak bisa buat belanja,negative
Kirania Chenel,5,membantu,2025-07-30 08:55:10,membantu,positive
Er Ma,5,merasa puas dan terimakasih banyak,2025-07-30 08:54:27,merasa puas dan terimakasih banyak,positive
Sugianto Duda,5,good,2025-07-30 08:46:08,good,positive
Adi Salim,5,sangat puas,2025-07-30 08:36:50,sangat puas,positive
Rismawati Risma,5,sangat membantu,2025-07-30 08:29:16,sangat membantu,positive
Helmi Jayusman,5,Aplikasi yang sangat bagus,2025-07-30 08:26:09,Aplikasi yang sangat bagus,positive
Warkop Lailaa,5,bagus..sistem TDK berbelit..pemberian Kredit cepat,2025-07-30 08:25:20,bagus..sistem TDK berbelit..pemberian Kredit cepat,negative
Johan Berliando,5,sangat membantu,2025-07-30 08:19:16,sangat membantu,positive
Chool Squad,5,memberi lowongan dengan kasih 100rb limit,2025-07-30 08:14:33,memberi lowongan dengan kasih 100rb limit,neutral
Dimas Roja,5,kredivo semakin mantap dan sukses,2025-07-30 08:12:46,kredivo semakin mantap dan sukses,positive
M Anwar,5,top markotop,2025-07-30 08:09:36,top markotop,positive
edy intipesan,5,semoga menjadi berkah barokah ya kak,2025-07-30 08:08:20,semoga menjadi berkah barokah ya kak,positive
Rachmat Fajri,4,"untuk limit memang naik, tapi untuk potongan biaya admin tolonglah itu masih terlalu besar, di potong di awal pula. tapi untuk lain'a software dan kecepatan aplikasi sdh bagus, tolong di jaga klo bisa terus tingkatkan.",2025-07-30 08:07:14,"untuk limit memang naik, tapi untuk potongan biaya admin tolonglah itu masih terlalu besar, di potong di awal pula. tapi untuk lain'a software dan kecepatan aplikasi sdh bagus, tolong di jaga klo bisa terus tingkatkan.",positive
Aldiansyah,5,"aplikasi ini sangat rekomended untuk di gunakan, bunga yang dikasih tergolong kecil,terutama untuk pinjaman tunai hanya butuh waktu kurang lebih 10 detik menunggu dana langsung cair tidak bertele-tele seperti aplikasi yang lain yg harus menunggu lama ..",2025-07-30 08:05:32,"aplikasi ini sangat rekomended untuk di gunakan, bunga yang dikasih tergolong kecil,terutama untuk pinjaman tunai hanya butuh waktu kurang lebih 10 detik menunggu dana langsung cair tidak berteletele seperti aplikasi yang lain yg harus menunggu lama ..",positive
Wardani Sugiarto,5,is the best👍👍👍👍👍,2025-07-30 08:00:04,is the best,positive
Rieky p,1,udh ga bs di pake😑,2025-07-30 07:44:14,udh ga bs di pake,negative
Sulaiman Yusuf,5,good joob,2025-07-30 07:29:06,good joob,positive
Andi Fatukaloba,5,"kren, mudah dan harus ikut aturan..",2025-07-30 07:25:35,"kren, mudah dan harus ikut aturan..",positive
Andre Admaja,4,bagus bisa membantu,2025-07-30 07:23:54,bagus bisa membantu,positive
Sumi Joy,5,sangat membantu..semoga bunganya dturunkan lagi...trims kredivo,2025-07-30 07:20:24,sangat membantu..semoga bunganya dturunkan lagi...trims kredivo,positive
Rika Nmn,5,limit ga naek2🤦 padahal sering digunakan,2025-07-30 07:17:05,limit ga naek2 padahal sering digunakan,positive
Rudy Hartono,5,"udh berapa x daftar gagal mulu pas kmrn coba2 ehh di approve lngsng pake, akhirnya bisa juga kredivo mantapp",2025-07-30 06:57:28,"udh berapa x daftar gagal mulu pas kmrn coba2 ehh di approve lngsng pake, akhirnya bisa juga kredivo mantapp",negative
MyVanHowtans Smart,5,"Membantu sih, tp ketika mendekati tempo sibuk kali nelponin terus. selagi belom di angkat bisa2 setiap 5 menit nelponin terus..",2025-07-30 06:54:50,"Membantu sih, tp ketika mendekati tempo sibuk kali nelponin terus. selagi belom di angkat bisa2 setiap 5 menit nelponin terus..",negative
Keith Ez,5,Pinjaman mudah tidak ribet dan bunga sangat kecil..sangat membantu.. Jangan sampai telat bayar biar limit bertambah..✌️,2025-07-30 06:48:03,Pinjaman mudah tidak ribet dan bunga sangat kecil..sangat membantu.. Jangan sampai telat bayar biar limit bertambah..,positive
Edin Jaedin,5,sangat membantu sekali,2025-07-30 06:43:07,sangat membantu sekali,positive
Azmi Izel,1,tidak bisa pinjem lagi,2025-07-30 06:20:21,tidak bisa pinjem lagi,negative
Abdul Latif,5,bagus,2025-07-30 06:16:54,bagus,positive
Ida Rgg,5,agar memberikan informasi tgl jatuh tempo 1mgg sebelomnya,2025-07-30 06:14:02,agar memberikan informasi tgl jatuh tempo 1mgg sebelomnya,neutral
Muhammad Sonudin,5,ok,2025-07-30 05:47:27,ok,negative
Moch Saifudin Zuhri,1,KREDIVO.... gmna nih... setelah di update kok malah ga bisa masuk.... loading terus.....????? kan jadi bingung klo mw bayar padahal sudah saya hapus apk dan instal baru lagi. biasanya langsung sat set.... ni sudah 3 x instal kok tetep loading terus. padahal sinyal oke. klo ada keterlambatan pembayaran gmna hayo??!!!!,2025-07-30 05:47:11,KREDIVO.... gmna nih... setelah di update kok malah ga bisa masuk.... loading terus.....????? kan jadi bingung klo mw bayar padahal sudah saya hapus apk dan instal baru lagi. biasanya langsung sat set.... ni sudah 3 x instal kok tetep loading terus. padahal sinyal oke. klo ada keterlambatan pembayaran gmna hayo??!!!!,negative
S h s Saja,1,cuman iming iming doang,2025-07-30 05:47:04,cuman iming iming doang,negative
M.Fathan Alfarizi,5,membantu,2025-07-30 05:45:49,membantu,positive
Hapid Anshor,5,pinjaman gampang,2025-07-30 05:32:53,pinjaman gampang,positive
Imam Saepuloh,1,selalu ditolak,2025-07-30 05:32:32,selalu ditolak,negative
Feri Kusnadi,1,aneh kridivo ini saya punya tagihan 1x lagi mau saya lunasin malah gk bisa login alasan pin salah trus...hari tangal 30 juli 2025 saya akan hapus alplikasi ini tolong jangan smpe salah gunakan data saya ..klo smpe d salah gunakan saya akan tuntut,2025-07-30 04:57:19,aneh kridivo ini saya punya tagihan 1x lagi mau saya lunasin malah gk bisa login alasan pin salah trus...hari tangal 30 juli 2025 saya akan hapus alplikasi ini tolong jangan smpe salah gunakan data saya ..klo smpe d salah gunakan saya akan tuntut,negative
Tison Lubis,5,oke,2025-07-30 04:57:11,oke,positive
Solomon Taylor,5,baik,2025-07-30 04:43:51,baik,positive
rahmat hidayat,1,"Saya telat bayar satu hari, bahkan engga satu hari karena saya ketiduran abis kerja shift malam. lalu setelah itu saya lunasi semua tagihan. Eh abis lunasin, malah gabisa dipake lagi pinjaman nya. Mohon bisa diperbaiki.",2025-07-30 04:40:04,"Saya telat bayar satu hari, bahkan engga satu hari karena saya ketiduran abis kerja shift malam. lalu setelah itu saya lunasi semua tagihan. Eh abis lunasin, malah gabisa dipake lagi pinjaman nya. Mohon bisa diperbaiki.",negative
Alman Fusri,5,proses cepat tidak banyak aturan👍👍👍,2025-07-30 04:12:44,proses cepat tidak banyak aturan,positive
Yang Baca Dosa,1,"HATI HATI APLIKASI SCAMMM, JANGAN DOWNLOAD, JANGAN KASIH DATA DIRI KALIAN",2025-07-30 03:54:04,"HATI HATI APLIKASI SCAMMM, JANGAN DOWNLOAD, JANGAN KASIH DATA DIRI KALIAN",negative
jons l,1,ngaco,2025-07-30 03:49:16,ngaco,negative
Bom Bas,4,ok sy mengerti ks 4 dl y,2025-07-30 03:09:29,ok sy mengerti ks 4 dl y,neutral
Desfarindo,3,kok kredivo aku logout sendiri trus pas login kata sandi salah yaa katanya,2025-07-30 02:38:28,kok kredivo aku logout sendiri trus pas login kata sandi salah yaa katanya,negative
Gusti Aidil,5,mantapp,2025-07-30 01:52:19,mantapp,positive
Damah Damah,5,sangat membatu,2025-07-30 01:34:35,sangat membatu,positive
iliyana ana,5,sangat membantu,2025-07-30 01:27:29,sangat membantu,positive
Karisma Desigen,5,trimakasih kredivo semoga kedepanya lebih baik lagi,2025-07-30 01:26:37,trimakasih kredivo semoga kedepanya lebih baik lagi,positive
Yoraa Lee,5,good,2025-07-30 01:22:59,good,positive
Kalila Lila,5,ok,2025-07-30 01:12:28,ok,negative
Yaya Sof'yan,5,bagus,2025-07-30 01:08:31,bagus,positive
Dvr Cctv,5,sangat membantu,2025-07-30 00:42:20,sangat membantu,positive
eL Rhey,5,sangat sangat membantu kehidupan sehari-hari,2025-07-30 00:34:09,sangat sangat membantu kehidupan seharihari,positive
ApriliaWahyu Lestari,5,bagus,2025-07-30 00:21:31,bagus,positive
Aryp Febrian,1,"Sangat membagongkan sekali yah, just not, failed, masuk login keluar uninstall, daftar ulang malah failed di suruh 3 bulan kembali, well 1 bintang ya min, maafin ya",2025-07-29 23:51:43,"Sangat membagongkan sekali yah, just not, failed, masuk login keluar uninstall, daftar ulang malah failed di suruh 3 bulan kembali, well 1 bintang ya min, maafin ya",negative
Syaiful Muafan,2,Terlalu sulit mau ngajuin lagi kagak bisa padahal selalu bayar tepat waktu aneh,2025-07-29 23:51:36,Terlalu sulit mau ngajuin lagi kagak bisa padahal selalu bayar tepat waktu aneh,negative
Nero Syahputra (Aldy Syahputra Hadi),1,Telat sehari denda nya besar. 🙏🏻 Di ingatkan lagi bila pengguna Lupa. 🙏🏻. Jangan ambil enaknya aja dari denda donk.,2025-07-29 23:34:32,Telat sehari denda nya besar. Di ingatkan lagi bila pengguna Lupa. . Jangan ambil enaknya aja dari denda donk.,negative
Anggi Ahdankval,1,susah nian nk meminjam dewek dewek,2025-07-29 23:29:57,susah nian nk meminjam dewek dewek,negative
Arya Adit Tia Romadon,5,sangat memuaskan,2025-07-29 23:06:42,sangat memuaskan,positive
Rezano P.,5,proses cepat,2025-07-29 22:57:37,proses cepat,positive
Nur Afif,4,Kpd YTH Bpk/ ibu... saya yang bernama Nur afif meminta tolong untuk menghapus data pribadi saya di aplikasi ini di karenakan pinjaman saya tidak dapat di proses atau di tolak.saya tunggu balasan dari Bpk/ibu. Terimakasih.,2025-07-29 22:53:38,Kpd YTH Bpk ibu... saya yang bernama Nur afif meminta tolong untuk menghapus data pribadi saya di aplikasi ini di karenakan pinjaman saya tidak dapat di proses atau di tolak.saya tunggu balasan dari Bpkibu. Terimakasih.,neutral
Zelzea,5,praktis dan mudah,2025-07-29 22:46:22,praktis dan mudah,positive
Arif Ahmad,5,"best pokoknya,, sangat membantu",2025-07-29 22:37:12,"best pokoknya,, sangat membantu",positive
muslihuddin rismu,5,gampang dan mudah,2025-07-29 22:30:55,gampang dan mudah,positive
Eka Eprillia,5,mantap,2025-07-29 22:02:27,mantap,positive
Aisyah Remona,5,Alhamdulillah sangat membantu,2025-07-29 22:01:18,Alhamdulillah sangat membantu,positive
Lad Zhil,5,bagus,2025-07-29 21:59:06,bagus,positive
Putrii Nuri Islamiyah,5,"cepat tanggap, bagus, simple, sungguh membantu!",2025-07-29 21:55:08,"cepat tanggap, bagus, simple, sungguh membantu!",positive
ulil albab,5,simpel ga ribet,2025-07-29 21:45:54,simpel ga ribet,positive
Johny Manohas,5,"Aplikasi yg sangat membantu. Saya sangat puas dgn apl ini, Terima kasih kredivo..",2025-07-29 21:42:34,"Aplikasi yg sangat membantu. Saya sangat puas dgn apl ini, Terima kasih kredivo..",positive
Beben Kasep,5,sangat membantu dan bunga 0%,2025-07-29 21:39:57,sangat membantu dan bunga 0,positive
Vega Conflict,4,mantap,2025-07-29 21:33:54,mantap,positive
Rahman Sugianto,5,sangat membantu,2025-07-29 21:32:48,sangat membantu,positive
Hamdan Hi Sirajudin,4,terbaik bunga kecil tanpa dp,2025-07-29 21:20:55,terbaik bunga kecil tanpa dp,positive
Henry Torus,5,good,2025-07-29 21:18:21,good,positive
Leo CANDRA,5,memuaskan,2025-07-29 21:17:05,memuaskan,positive
Rita Agustina,4,bisa di naikkan limit otomatis saya...,2025-07-29 21:02:51,bisa di naikkan limit otomatis saya...,neutral
Iron Nolvi Kayame,1,apk tai,2025-07-29 20:54:18,apk tai,negative
HILMAN N F,5,sipp... 👍,2025-07-29 20:53:15,sipp...,negative
Indah H Lestari,2,"Guys para preman kredivo bka loker tuh.Yg galbay dsni siap2 dbkin malu m DC kpara tetangga,smp ke RT sgala,dbla CS,nmany Ekonomi g'sllu stabil,Yg dkrim Debt Collectorny org2 kyk g'prnh skolah,gk tw Peraturan,G'prnh brni ngasih ID Card dan G'prnh ngasih Surat Tugasnya,G'tw SOP,uda kyk preman,ap kyk gtu Org2 Kredivo yg dprkerjakn krmh?Iya klo sma cwe kejam bgt sikapnya,tp klo sma cwo trlht kalem.Apa SOP dri kntor kredivo seperti itu?Ap SOP penagihanny g'pke ID Card dan g'nunjukin surat tugasny?",2025-07-29 20:32:37,"Guys para preman kredivo bka loker tuh.Yg galbay dsni siap2 dbkin malu m DC kpara tetangga,smp ke RT sgala,dbla CS,nmany Ekonomi g'sllu stabil,Yg dkrim Debt Collectorny org2 kyk g'prnh skolah,gk tw Peraturan,G'prnh brni ngasih ID Card dan G'prnh ngasih Surat Tugasnya,G'tw SOP,uda kyk preman,ap kyk gtu Org2 Kredivo yg dprkerjakn krmh?Iya klo sma cwe kejam bgt sikapnya,tp klo sma cwo trlht kalem.Apa SOP dri kntor kredivo seperti itu?Ap SOP penagihanny g'pke ID Card dan g'nunjukin surat tugasny?",negative
Sinta Amartha,5,mantab,2025-07-29 20:18:36,mantab,positive
Dede sunandar,4,terima kasih,2025-07-29 20:16:58,terima kasih,positive
Rey Uky,5,nice,2025-07-29 20:11:52,nice,positive
Yopi Ervan,5,bagus,2025-07-29 20:10:43,bagus,positive
Muchlisfm Poneto,5,mantap,2025-07-29 19:57:12,mantap,positive
Andi Rudi,5,"Sangat Membantu Dalam Transaksi kebutuhan Hati2, Terima Kasih Kredivo, kredivo semakin jaya semakin sukses",2025-07-29 19:53:51,"Sangat Membantu Dalam Transaksi kebutuhan Hati2, Terima Kasih Kredivo, kredivo semakin jaya semakin sukses",positive
Aurin makatita,5,bagus dan sangat membantu,2025-07-29 19:53:37,bagus dan sangat membantu,positive
Angelina,1,Pertama kali masuk aplikasi sudah gagal gak bisa di buka ada apa ya?,2025-07-29 19:52:34,Pertama kali masuk aplikasi sudah gagal gak bisa di buka ada apa ya?,negative
Sunda Nese,1,halo kak kok sekarang transaksi dalam proses mulu tapi udah masuk tagihan tolong bug nya di perbaiki,2025-07-29 19:46:15,halo kak kok sekarang transaksi dalam proses mulu tapi udah masuk tagihan tolong bug nya di perbaiki,negative
Ahmad Fitriyadi,5,nice,2025-07-29 19:44:25,nice,positive
Muhamad Dekio,5,cepat,2025-07-29 19:43:13,cepat,positive
rendy afdyanto,4,puas sekali,2025-07-29 19:36:11,puas sekali,positive
Diva Kumbara,5,keren cepat dan terpercaya,2025-07-29 19:34:47,keren cepat dan terpercaya,positive
Heri Purwanto,5,sangat membantu,2025-07-29 19:29:59,sangat membantu,positive
rizky kredit plus,5,baik,2025-07-29 19:28:40,baik,positive
Siti Fitriyah,5,mau belanja apapun dan dimanapun gunakan kredivo karena kredivo sangat mudah untuk transaksi dan sangat flexible pembayarannya,2025-07-29 19:27:29,mau belanja apapun dan dimanapun gunakan kredivo karena kredivo sangat mudah untuk transaksi dan sangat flexible pembayarannya,positive
Agastya DJ,4,"wahh aplikasinya bersih,,limit jga naik setelah 4 bulan pake ini,,tapi sayang Bunga masih tinggi🥺😔",2025-07-29 19:23:03,"wahh aplikasinya bersih,,limit jga naik setelah 4 bulan pake ini,,tapi sayang Bunga masih tinggi",positive
Heriyanto Heri,5,mantap aplikasinya,2025-07-29 19:21:16,mantap aplikasinya,positive
Syukriatul Khairi,5,Saya suka ini,2025-07-29 19:15:03,Saya suka ini,positive
30. ROFID AGUS WAHYUDI,5,baik,2025-07-29 19:14:28,baik,positive
herryharris07 gmail,5,bagus sesuai expetssi👍🏻👍🏻👍🏻👍🏻👍🏻,2025-07-29 19:09:03,bagus sesuai expetssi,positive
Marwan Marwan,5,sudah aktif,2025-07-29 18:48:28,sudah aktif,neutral
Nita Apriliana,5,"Aplikasinya bagus Selama ini bagus, sangat membantu sekali untuk keuangan yg blm stabil bunga pun rendah drpd yg lain limit jg naik krna sering digunakan untuk belanjaa",2025-07-29 18:47:56,"Aplikasinya bagus Selama ini bagus, sangat membantu sekali untuk keuangan yg blm stabil bunga pun rendah drpd yg lain limit jg naik krna sering digunakan untuk belanjaa",positive
Adi Dian,1,gimna ini ..padhl udah dibayar tapi malah gk bisa pinjam lagi sekarang ..makin sini semakin buruk aja..kapan mau ngasih pinjam lagi ..Apk bagus dr mana nya ..kalau gk akan ngasih pinjam lagi ok saya tutup saja ini kredivo...tp saya kecewa beneran,2025-07-29 18:38:11,gimna ini ..padhl udah dibayar tapi malah gk bisa pinjam lagi sekarang ..makin sini semakin buruk aja..kapan mau ngasih pinjam lagi ..Apk bagus dr mana nya ..kalau gk akan ngasih pinjam lagi ok saya tutup saja ini kredivo...tp saya kecewa beneran,negative
Rendiadi Rianto,5,mantap sangat membantu,2025-07-29 18:36:19,mantap sangat membantu,positive
Syahdan Yolanda Vagaliesta,4,sangat puas,2025-07-29 18:34:11,sangat puas,positive
Nurifah Sari,3,sangat mudah dan proses cepat,2025-07-29 18:29:33,sangat mudah dan proses cepat,positive
Adi Nurhadi,1,grgr telat sehari langsung blok permanen kocak,2025-07-29 18:29:24,grgr telat sehari langsung blok permanen kocak,negative
mr.rojali,5,aplikasi mantap,2025-07-29 18:28:53,aplikasi mantap,positive
Ujang Miftahudin,5,kredivo aplikasi sangat mudah dan nunga ringan,2025-07-29 18:20:23,kredivo aplikasi sangat mudah dan nunga ringan,positive
Army Rizky,5,wah puas bangettt dengan apk ini 🤩🤩🤩🥰🥰🥰,2025-07-29 18:06:14,wah puas bangettt dengan apk ini,positive
