userName,score,content,at
Roni Prihata,2,"tahun 2023 pengajuan gagal saya balik nyoba aplikasi ini 2025 tetep gagal padahal aplikasi lain memberikan limit begitu saya daftar 😁 gpp lah padahal saya ini pembayaran masih lancar2 aja di aplikasi lain pun ga ad yg gagal bayar, ga percaya bolehlah cek ke OJK 😁😁😁 tolong ya setelah saya hapus aplikasi ini data2 saya hapus di sana",2025-07-28 20:59:25
alip ilyas saripudin,5,sippp,2025-07-28 20:56:43
Algam Rumfot,4,besar harapan semoga penganuan saya dapat diproses,2025-07-28 20:44:06
Quin Aja,5,semoga bisa di acc,2025-07-28 20:39:07
Miratu Sanniasari,5,"yg terhormat bpk/ibuk saya yg bernama Miratu sanniasari meminta tolong untuk menghapus data pribadi saya di aflikasi ini di karna kan pinjaman saya tidak dapat di proses, saya tunggu balasan dari bpk/ibuk trimakasi",2025-07-28 20:36:05
Edi Prayitno,5,semoga makin sukse,2025-07-28 20:30:59
Gevin Hermanto,5,semoga dapat pinjaman nya masalah nya saya udah nungguin lama supaya bisa di proses atau di cairkan pinjamannya🙏🏻😇,2025-07-28 20:25:22
Lufi 08,3,semoga acc,2025-07-28 20:13:54
Kevin Mahendra,5,apk ini sangat membantu saya,2025-07-28 20:07:32
Naga 1515,1,penipu,2025-07-28 19:57:57
Rizky Andika,4,"saya sudah blokir akun saya ,tolong data saya jangan disalahgunakan ,saya meninggalkan coment disini dan bukti rekaman menghapus data agar tidak terjadi apa²",2025-07-28 19:55:52
Yusup Hadi putra,3,menunggu pencairan,2025-07-28 19:51:43
Achonk Oi,5,mudah dan praktis,2025-07-28 19:44:25
ANAKost. TV,5,oke,2025-07-28 19:40:32
Rafli Lubis,5,semoga di ACC,2025-07-28 19:17:34
Acepnuralam Nuralam,3,saya baru mulai,2025-07-28 19:13:01
Paisal Ramdani,5,good,2025-07-28 19:06:58
RIDWAN BAEHAKI,5,bagus sekali ini,2025-07-28 19:03:42
Indah Bukani,5,mudah mudahan cpt d proses,2025-07-28 18:52:41
Naura Artanti 1203,5,proses cepat,2025-07-28 18:39:34
Irma Irma,3,kalo sudah bersil baru saya akan berikan pernilaian yang bagus,2025-07-28 18:34:34
Teguh Arifianto,5,good app,2025-07-28 18:30:16
Anto Sutriyanto,5,Mantap,2025-07-28 18:25:55
Ari Senjaya,5,cepet...,2025-07-28 18:21:59
Ayah Sultan,5,daftar mudah di acc blm tentu,2025-07-28 18:19:57
BAMBANG HARIYANTO,5,sangat cepat dan mudah,2025-07-28 18:13:34
rina oktasenja,5,good,2025-07-28 18:12:42
Bayu Anggara,5,semoga cair untuk biaya anak sekolah,2025-07-28 18:10:42
bangChandra Ar,5,bagus dlm pengamanan,2025-07-28 18:08:55
Zaedi Edi,4,solusi saat kepepet,2025-07-28 17:58:30
Mido Pratama,1,Mulai tanggal 25 juli saya menguninstal aplikasi ini karena pengajuan saya ditolak dan apabila data saya disalahgunakan saya akan melapor ke pihak berwajib,2025-07-28 17:53:03
Handoko Kurniawan,5,puas sekali,2025-07-28 17:40:32
Hendro Prasetyo,5,Pengisian data cepat,2025-07-28 17:39:14
Oom Komariah,5,mudah sekali,2025-07-28 17:35:45
Away Joe,5,Sangat Bagus,2025-07-28 17:28:24
Luky,5,sangat bagus,2025-07-28 17:25:02
Dedi Nurjaman,5,nice,2025-07-28 17:22:07
Eggi Farhan,5,bagus semoga kedepannya lebih baik,2025-07-28 17:21:46
Dewa Dewo,4,coba dulu,2025-07-28 17:18:06
Bebas Main,5,👍👍👍👍👍,2025-07-28 17:14:19
Mas Dosi,5,"kasi bintang 5 aja biarpun pengajuan pertama nya ditolak,tolong jaga data2 sy,apk ini sy unistal",2025-07-28 17:07:55
febri Saputra,5,bagus,2025-07-28 17:02:03
Estiinggrani Yuwono,5,Cepat tepat ga bertele tele,2025-07-28 16:45:25
Deni Fauzi,4,tolong ka di accc soal penting bangettt buat biyaya berobat,2025-07-28 16:44:18
Nella Aspia,5,proses mudah dan cepat,2025-07-28 16:41:52
Arif Nazari,5,semoga bermanfaat,2025-07-28 16:39:14
Dwi Irawan,5,simpel & cepat,2025-07-28 16:38:05
Juary Arifin,5,sangat membantu,2025-07-28 16:24:34
Wanda Mandak,5,indodana mantap,2025-07-28 16:15:45
Yudi Egi aprianto,5,tes dulu,2025-07-28 16:14:04
Sug Eng,5,semoga berhasil,2025-07-28 16:08:58
Andri Suwandi,4,cepat dan tanggap,2025-07-28 16:08:26
Jalal Udin,5,pendaftaran sangat mudah Dan terpercaya Keamanan data kita,2025-07-28 16:05:23
Ainul Yaqin,5,bermanfaat,2025-07-28 15:59:29
Harris Alexander,5,bagus,2025-07-28 15:42:47
Nayshila Alesha,5,semoga membantu,2025-07-28 15:34:25
dika putra,5,Nice,2025-07-28 15:28:16
guntur imam,3,3 dllu klo ok tambah bintang,2025-07-28 15:18:58
Car Da,1,"Aplikasi yang tidak rekomendasi & jgn lunaskan tagihan sebelum waktunya. karena limit anda tiba"" ditolak setelah dilunaskan. Sy tdk pernah bayar telat & pembayaran dilunasi jauh sebelum bbrp bln waktu tagihan. Waktu sy cek limit pinjaman ditolak. Tidak tau aplikasi macam apa seperti ini. Ada limit paylater pun cuma pepesan kosong saja, waktu mau beli barang diblibli malahan ditangguhkan, buat malu aja aplikasi indodana ini. Terlalu banyak promosi & bohongnya aja😛...",2025-07-28 15:17:41
Herwin Fahmi,3,jika acc akan saya tambah bintangnya,2025-07-28 15:10:48
Wawan Lasalewo,1,"intinya gak bisa buat belanja di online yaaa, cmn buat belanja offline melalui salesnya,kalo emang ga bisa gak usah ribut kali sama iklannya atau fitur yg mengkoneksikan app ini ke ecommerse contoh blibli di hilangkan saja klo emng gak bisaa, aku gak ornh telat, tapi tiap kali di pake buat blnja di bli bli gak bisa,",2025-07-28 14:49:14
Selvinah Herman,5,bagus dan baik,2025-07-28 14:42:23
Sultan Sumur,5,ok,2025-07-28 14:37:53
Veven Veven,4,pengajuan di permudahkan atau tidak ribet,2025-07-28 14:36:43
Jainal Al abadil,5,mantap,2025-07-28 14:35:50
Riki Wahyudi,5,bagus,2025-07-28 14:33:21
Rengga Rengga,5,mantap,2025-07-28 14:22:00
Andi Supriyatna,5,sangat baik,2025-07-28 14:16:41
Agus Sulaiman,5,top,2025-07-28 13:56:04
Munawir Insan,4,baik,2025-07-28 13:35:26
Abdul Aziss,5,bagus,2025-07-28 13:24:15
Fara Aulia,1,ribet,2025-07-28 13:21:34
Doyz17,5,bagus,2025-07-28 13:17:46
Rusdiani Ani,4,saya ksh bintang 4 dl nnti klau sdh diacc saya ksh bintang 5,2025-07-28 13:09:38
Muhammad Sadam,5,mantap,2025-07-28 13:07:13
Agus Prastio,5,baik,2025-07-28 13:03:45
Asep Doank,5,mantap,2025-07-28 12:56:39
Okta Nugraha,4,"sudah pinjam kemana mana selalu gagal,kebutuhan banyak buat anak sekolah dan kebutuhan ekonomi lainya",2025-07-28 12:52:48
Fajri Kecz,5,Mantap apk yg BD memberi nasbh ny.suksek slalu y,2025-07-28 12:41:49
Hasriwahyuni 94,1,males bangeet. udah berkali-kali ngajuiin di tolak melulu..,2025-07-28 12:31:44
Erny Widiastuti,1,saya ingin membatalkan proses pengajuan..dan menghapus akun dan data saya,2025-07-28 12:30:51
Amar Gard119,5,sungguh luar biasa,2025-07-28 12:23:24
IDA BAGUS Eka,4,pelayanan sangat bagus cepat,2025-07-28 12:14:19
Wiwin setio Rini,5,masih perdana coba2,2025-07-28 12:08:12
Dhini Dhini,5,semoga diterima pengajuan saya,2025-07-28 12:05:12
Ragil Doclo,5,tolong di acc dong pengajuan pinjaman saya terimakasih,2025-07-28 12:02:21
Agus Lian,5,smoga lancar di setujuui,2025-07-28 11:56:13
Beni Kedukan,5,indodana finance aplikasi berkualitas,2025-07-28 11:55:29
rangga slow,5,mantap reall,2025-07-28 11:27:33
Slamet Kopral,5,mantab,2025-07-28 11:22:27
Intan Radeva,5,sipp dah,2025-07-28 11:06:19
wira anakbaik,1,jika berhasil cair baru kasih bintang 5,2025-07-28 10:57:25
Saepul Hidayat,1,bisa gak sih ini applikasi gak usah telpon telpon nawarin cicilan dan telponnya gak tau waktu ganggu banget... tolong ya indodana udah muak dan risih tiap hari di telpon mulu bukan sekali dua kali gak tahu waktu banget. berasa kaya punya hutang do teror mulu🤨,2025-07-28 10:56:06
Mohamad Baidawi,5,terimakasih saya mengajukan pinjaman di Indodana,2025-07-28 10:52:49
Aspi Alpiani,4,pengajuan cepat,2025-07-28 10:52:16
Ricoade Irawan,5,ACC kak,2025-07-28 10:51:48
Linaa Infinix,5,bagus,2025-07-28 10:45:10
Nazmila Ramadhany,5,mudah mudahan di verivikasi,2025-07-28 10:42:59
Farhan nasrulloh,5,semoga di acc,2025-07-28 10:39:22
Zayn davin muhammad ridwan,1,nelponin mulu padahal cicilan udah beres..anj emang,2025-07-28 10:24:50
Khaira Fauzan,5,mantap,2025-07-28 10:22:06
Yanuar Riyadi,4,cepat sekali,2025-07-28 10:18:03
Kusuma Saputra,2,"sy ksh bintang 🌟🌟 dulu,klw pinjaman sy di ACC,sy tambahi bintang nya Full ya 👍🏻",2025-07-28 10:14:32
andi almanday1217,5,snagant rekomen👍,2025-07-28 10:03:49
Dina Septiyanie,5,"pengajuannya mudah , tapi masih diproses semoga pengajuannya diterima",2025-07-28 09:56:52
Anita Sari,5,pengen tau coba beneran bisa di acc gak pinjaman saya 🙂,2025-07-28 09:48:42
Kasmawati Sofian,5,ok,2025-07-28 09:30:48
Alma Amelia,5,Keren,2025-07-28 09:16:34
Oppo Oppo,2,tolong hapus data saya gagal pinjam saya tidak jagi pinjam...,2025-07-28 09:08:13
Dian Fransiska,5,mantap.,2025-07-28 09:08:07
Abdul 89,5,semoga amanah dan baik,2025-07-28 09:03:52
Lilis Rahayu,5,lumayan cepat,2025-07-28 08:38:36
Nirman Syah,5,aplikasi yang bagus,2025-07-28 08:35:17
puput 32#,1,Dengan adanya ini saya sangat terbantu,2025-07-28 08:11:56
Yuni Astari,4,mudah,2025-07-28 07:58:43
Aswin Jr,5,ayo buruan download sekarang pengajuannya sangat mudah dan pencarian cepat,2025-07-28 07:57:46
Joni kemon,1,baik,2025-07-28 07:56:50
Firmansyah Luki cahyono,5,terbaik,2025-07-28 07:54:18
Bang Joel,4,baik dan memuaskan pelanggan,2025-07-28 07:47:43
agum gm,5,mudah²an acc lagi butuh banget,2025-07-28 07:45:47
umu atiyah atiyah,5,sangat membantu.proses tdak ribet angsuran ringan...,2025-07-28 07:22:45
Eka Mulyani,5,semoga di acc,2025-07-28 07:20:39
rezky octario,1,payah 2x ngajuin di tolak.. bintang 1 aja lah biar sekalian... klo ada bintang paling jelek gw cantumin,2025-07-28 07:07:32
Effendi Yusuf,5,sukses bersama Indodana,2025-07-28 07:05:55
Aan Supriyanto,2,sangat baik,2025-07-28 06:57:20
Rido Muhammad,5,BI cheking gk kk?,2025-07-28 06:54:10
Rexy Waery,4,semoga dapat,2025-07-28 06:25:10
Mhmmd Suga,5,Apk ini sangat bagus 🤩,2025-07-28 06:22:17
nandita29 nandita29,5,mantap cepat,2025-07-28 06:01:27
husni mubarok,4,bintang 4 dlu sampe dpet kabar,2025-07-28 05:49:23
Randi Bakumpai,5,aplikasi mantap,2025-07-28 05:49:13
Ano Karno,5,semoga di acc,2025-07-28 05:19:35
Oma Ovi,5,semoga bisa di acc,2025-07-28 05:17:20
Jamal Ludin,5,keren,2025-07-28 04:06:23
Raditya TopikQulhakim,5,indodana sangat bagus semua saya di setujuin,2025-07-28 04:00:03
Suandi Suandi,5,mudah mudahan bisa di Acc,2025-07-28 03:34:32
elank Sule,5,indodana sangat mudah dftrnya g ribet,2025-07-28 03:20:09
Reza Akmala,5,sangat membantu,2025-07-28 03:16:53
Poniem,1,Ini apk payah,2025-07-28 03:05:40
Feryantina Feryantina,3,kok tb2 stuck di pin ga bs di lanjut aneh,2025-07-28 02:35:17
Hendri Hendrik,5,bagus sekali,2025-07-28 02:26:10
Muhamadpahruroji Pahruroji,5,baik,2025-07-28 02:06:54
Iis Anggraeni,5,baikkk,2025-07-28 01:48:39
Ahmad Sanusi,5,bAgus,2025-07-28 01:44:48
Hendra Ramadhan,5,kasih b5 smoga di acc,2025-07-28 01:11:43
Deni Bae,2,bintang 2 dulu belom tau di ACC gak nya,2025-07-28 01:01:13
Ryo evolution11,3,"saya kasih bintang 3 dulu, klo di acc baru kasih bintang 5.",2025-07-28 00:55:09
Agungmauludi,4,coba dulu,2025-07-28 00:52:25
Nesq Nesaa,5,acc,2025-07-28 00:39:37
RAHEL TUTORIAL,5,cepat,2025-07-28 00:34:41
Anissa diwajunita,5,mantapp,2025-07-28 00:18:35
Hadi Kurniawan,5,puas,2025-07-28 00:12:11
Trio Trio,5,aplikasi ini sangat membantu,2025-07-28 00:08:06
Ozy Fawzy,4,nggak pernah loloss,2025-07-27 23:53:44
Gagan Setiawan,5,bismillah semoga tersemogakan apa yang disemogakan,2025-07-27 23:28:28
Henda Juspito,3,"Sya beri bintang 3 dulu, klau bagus dan amanah saya kasih 5",2025-07-27 23:23:39
Selvi Luviana,3,"KLO di ACC sya tambahin lagi bintang nya, soalnya ini pengajuan ke 3 x nya gak tau ditolak apa acc",2025-07-27 23:22:26
Lie yin Mei,5,baik sekali!,2025-07-27 23:10:42
uun Darno,5,mudah gak ribet,2025-07-27 23:06:36
Anhaz Kings,5,akse daftar mudah...👍👍,2025-07-27 23:02:50
Asep Indra,5,kalo cair mantap,2025-07-27 23:00:49
BREM OFFICIAL,1,"apk. gajelas g dpt limitt pdhl blm pernah ngajuin malah masalah umur saya tidak tanggung jawab klo data saya disalah gunakan, 27-07-2025",2025-07-27 22:48:06
Tutik Sriani,3,bintang 3 dulu nanti kalo pengajuan saya di proses langsung cair saya kasih bintang 5,2025-07-27 22:47:28
Ahmad Wasta abdillah,5,semoga semua lancar,2025-07-27 22:30:10
Mul Yana,5,mudah2n acc,2025-07-27 22:12:47
Cupetong Se,5,sangat baik,2025-07-27 22:01:04
rasita bella,1,mantap,2025-07-27 21:49:49
juned Adhyastha,4,gk ribet langsung cair,2025-07-27 21:48:40
Imronbenua Imron,5,bagus cepat,2025-07-27 21:46:51
Hari Setiawan,5,tolong di ACC donk lagi butuh duit banget trimakasih,2025-07-27 21:36:44
Frmnsyh 953,5,bermanfaat,2025-07-27 21:34:48
Riko Septi Fauzi,5,Tolong permudah,2025-07-27 21:22:26
Apri Najo,5,bagus,2025-07-27 21:16:51
MUHAMMAD NAUFAL FAKHRII IRAWAN,5,bagus,2025-07-27 21:05:13
Herli Yansah,5,semoga di acc,2025-07-27 21:01:59
Dinal Hafidin,5,mudah-mudahan di ACC,2025-07-27 20:51:17
alexi pratama,1,limit nya kecil,2025-07-27 20:41:36
Hafizh Amaludin,5,bantu saya Pak/Bu,2025-07-27 20:38:23
Nia Septiani,5,suka,2025-07-27 20:33:16
Wwan Wa,5,baik,2025-07-27 20:26:51
Liannn Emoji,5,nice,2025-07-27 20:17:14
Abi Juaebin,4,saya kasih bintang 4dulu,2025-07-27 19:56:56
ali habibi,5,mudah cepat,2025-07-27 19:51:14
rizal efendi,4,"gimana ini idodana,kemarin saya ajukan di tolak,skrg ngasih promo lg, jgn suka mainin orang",2025-07-27 19:37:16
Alula Alfa,5,pengajuan mudah,2025-07-27 19:35:53
Amir Riski,5,top,2025-07-27 19:35:47
Timbul Rekso Seto,5,good,2025-07-27 19:31:44
Ketin Dasung,5,sangat membantu dan semoga di acc,2025-07-27 19:30:18
Simbah AR,4,ok,2025-07-27 19:15:14
Wewi 123,2,ribet,2025-07-27 18:49:58
Kinoy 27,5,sangat baik,2025-07-27 18:44:14
Dimas Setiawan,5,bagus,2025-07-27 18:38:05
Aris Ris,4,mantap bosku sangat mudah meminjam d sini,2025-07-27 18:37:30
Ahmad Banjar,5,sengat bagus,2025-07-27 18:24:24
zhulaja,5,mantap,2025-07-27 17:42:19
Adellia Azahra,5,belum di acc tetep di kasih b5,2025-07-27 17:42:12
biyan ael,5,semoga aja berhasil hahaha,2025-07-27 17:38:47
Abdul Halim,5,mantap,2025-07-27 17:32:42
Atep Hernadi,4,kepada bapak/ibu saya minta untuk menghapus akun saya secara permanen karena saya dutolak ajukan pinjaman,2025-07-27 17:31:52
Erwin Beddu,4,"bintang 4 dulu, belum pernah coba pinjol",2025-07-27 17:31:22
muh jurais Tradisional,5,sangat membantu,2025-07-27 17:27:17
Rinjani Lombok,5,aplikasi nya bagus,2025-07-27 17:27:02
Naila Khodijah,5,keren mudah di mengerti,2025-07-27 17:16:22
Fahmi Ilham,3,kalau lolos aku naikin rating nya.,2025-07-27 17:15:42
Hariyadi Bungas,5,bagus jugaa nih aplikasi sangat membantu di saat saat genting,2025-07-27 16:40:27
Anggie Anggieno,4,smoga di acc,2025-07-27 16:39:43
Lina Sunarya,5,semoga d acc,2025-07-27 16:24:47
OSWARD GANI,5,ok,2025-07-27 16:00:44
Iman Kurnia.R,1,"baru login, pengajuan anda di tolak, coba lagi 10 sept. payah, huft.",2025-07-27 15:56:01
siijarr,3,gagal,2025-07-27 15:50:13
Muhammad rifki fadhilah,5,mudah diaplikasikan,2025-07-27 15:47:06
Achmad Besar,5,boleh di coba utk darurat,2025-07-27 15:43:30
Rudi Afrylio,5,baik,2025-07-27 15:37:04
lia gustiana,4,semoga bisa,2025-07-27 15:35:47
Barcelona Fc,5,sangat menbantu,2025-07-27 15:34:15
jun naidi,4,ok bangat ini teh,2025-07-27 15:13:42
Tono Kartono,5,mantpa,2025-07-27 15:07:06
Kundori muhammad,5,semoga tidak di setujui atau tidak di ACC lagi pokoknya Alhamdulillah kalau tidak lolos??????,2025-07-27 14:59:09
Hermawan Jodi,5,semoga sukses trus,2025-07-27 14:58:21
santana wijaya,5,Mantap,2025-07-27 14:54:32
Ica Anisa,5,alhamdulilah lamcar,2025-07-27 14:34:23
Rahma Wati,4,kepada yang terhormat.saya minta tolong data saya di hapus jngn sampai di salah gunakan karna pengajuan saya di tolak.trimakasih,2025-07-27 14:31:53
Andri Saputra,5,bagus acc,2025-07-27 14:11:49
sada lefin,5,bagus sekali,2025-07-27 14:08:13
Mama Bagshal,5,mudah dan cepat,2025-07-27 14:04:24
Rindi Yani,5,semoga di acc,2025-07-27 14:03:16
Sadut Adie,5,semoga di accc,2025-07-27 13:59:45
chanel amburadull,5,bagus,2025-07-27 13:56:44
Sam An,5,ACC dong,2025-07-27 13:41:53
Nur Aisyah,5,Mantap,2025-07-27 13:37:13
Ari Lupti,5,aplikasi yang sangat rekomended,2025-07-27 13:32:35
Iwan Rustandi,5,mudah mudahan di Acc,2025-07-27 13:30:28
Ridwan Sapei,4,"bintang 4 dulu , klu ACC tambah bintang JD bintang 5",2025-07-27 13:29:25
Diwe Tattok,4,mantap,2025-07-27 13:25:39
Mztri Ayuiz,2,mudah,2025-07-27 13:19:31
Dian Sukaraja,1,pemberhentian sepihak tidak ada alasan yg jelas padahal ga pernah nunggak,2025-07-27 13:05:32
CAYAN BOY,5,saya lagi mencoba semoga dapat berhasil,2025-07-27 13:02:37
Helmy Alkhawasyi,4,good,2025-07-27 12:58:51
Hikmal Ramadhan,5,good,2025-07-27 12:58:16
Zaenal Abidin,5,cukup membantu,2025-07-27 12:34:36
kak ono,4,luar biasa,2025-07-27 12:29:50
Hatija Hj.,5,mantappp,2025-07-27 12:18:45
Mari Yati,4,pendaftaran nya sangat mudah dan simpel,2025-07-27 12:11:22
Orlan Ando,5,good,2025-07-27 12:08:28
Riza Rineldy,3,lama prosesnya,2025-07-27 12:00:45
Moch Roi,5,ok,2025-07-27 11:51:19
Rena Herlina,5,cepattt dan mudah,2025-07-27 11:50:00
Perdiansyah Suherman,1,parah gabisa mengajukan padahal data semua benar,2025-07-27 11:37:36
Endang Syamsudin,5,terbaik,2025-07-27 11:37:05
Muhamad Fahki,1,"aplikasi gak jelas,orang ditlpnn terus,sedangkan gk ada tagihan apa apa,ganggu orang beraktivitas ,nyusahin.",2025-07-27 11:32:01
afrizarafi akbar,5,aplikasi yang sangat bagus dan terpercaya,2025-07-27 11:28:18
Heris khristiana,1,gak pernah di setujui,2025-07-27 11:24:44
Indra Bhawata,5,bismilahhh di acc,2025-07-27 11:07:11
Romi Hasta,5,bagus dan cepat,2025-07-27 10:59:41
Ebi Faisal,5,Good,2025-07-27 10:56:17
Rifki Official,2,lumayan,2025-07-27 10:46:39
Aziz Adam,1,mohon yg terhormat di mohon untuk penghapusan data² saya karna saya sudah memasukan identitas tapi pengajuan di tolak saya tidak pernah meminjam uang di apk indodana jadi jngan salah gunakan data² saya mohon untuk penghapusan data² saya dan apk sudah saya uninstall jadi kalo kedepan ada apa² dengan data saya akan saya laporkan ke OJK dan pihak berwajib terimakasih,2025-07-27 10:31:05
Marwan Iwan,5,mantap,2025-07-27 10:28:04
imadanzelinmaulida imadanzelinmaulida,5,smoga bisa membatu saya sedang agak kesulitan ekonomi ini yaak alllah. makasih banyak.,2025-07-27 10:21:04
Enur Janah,5,helpfull,2025-07-27 10:13:24
Sari mintan Mintan,5,sangat baik,2025-07-27 10:03:16
YUN BOLLA,5,"okelah, semoga dapat membantu",2025-07-27 09:50:27
Nila Sari,5,Tumben dan baru pertama kali finance ini saya dapatkan di facebook semoga yang saya ajukan berhasil🙏,2025-07-27 09:38:38
Sambathea69@gmail.com Samba,2,per tanggal 27/07/2025 saya uninstall apk indodana..pengajuan selalu tidak memenuhi syarat..tolong jaga data diri sya..terimakasih!!,2025-07-27 09:37:43
Rawa Rontek90,5,bagus,2025-07-27 09:00:43
Muklis Wardiyanto,5,mantap,2025-07-27 08:57:39
Umi Fitri,1,"aneh sy selalu bayar tepat waktu butuh buat biaya anak sekolah berharap bs pengajuan lg eh malah ditolak gk jelas banget aplikasinya sumpah, 14 hari kedepan disuruh pengajuan lg klo gk lolos lg gk guna aplikasinya dihapus aja",2025-07-27 08:54:57
Muhammad salman,5,sangat membantu dan proses tidak rumit,2025-07-27 08:53:36
Asu Bajindul,1,"pengajuan limit di tolak, padahal baru pertama kali daftar di indodana. gw mau hapus akun karena ga jadi pinjam eh datanya baru di hapus 5 taun ke depan. data gw jangan di buat macam2 lho min. gw menyatakan kalo gw ga ada pinjaman di sini atas nama Irfan Hidayat. kalo ada yang pinjam atas nama itu, bukan gw yaaa..",2025-07-27 08:52:42
Arisandi Maulana,5,nice,2025-07-27 08:40:39
andini betty,5,terima kasih indodana,2025-07-27 08:40:29
Suherna Wati,5,"Harapan cepat cair dan sesuai kebutuhan, terimakasih",2025-07-27 08:32:45
Vivi Lestari,3,sukses,2025-07-27 08:16:52
Sugi Heriyana,5,semoga indodana ini semakin berkembang lagi. saat ini sudah sangat bagus. kota karawang,2025-07-27 08:13:15
Erlianto Laia,4,"pendaftaran nya sangat mudah, hanya saja limit nya 1 jt jadi susah buat beli gedjet, adakah cara buat naikin limit?",2025-07-27 08:02:26
Mbak Tya,5,sengaja aku kasih bintang 5 semoga bisa yah,2025-07-27 08:00:39
Gere Garansi,5,bagus,2025-07-27 07:52:36
farid family,5,bagus prosea mudah,2025-07-27 07:38:56
Rahmat Hidayat,5,Oke,2025-07-27 07:25:41
Absya Ryanda,5,sangat baik,2025-07-27 07:22:31
Jorel Lengkey,1,payah suruh selalu download TDK bisa ditolak habisin pulsa data saja,2025-07-27 06:13:21
Cahyo Habyb,4,gampang daftarnya tapi saya kasih empat dulu...soalnya belum acc dn blum terima pencairan...tlong di bantu,2025-07-27 05:57:10
Johan Wahyudi,3,sangat membantu sekali,2025-07-27 05:52:43
Bima Bastio,5,semoga acc,2025-07-27 05:44:31
Elano Oliver,5,mantap,2025-07-27 05:21:36
Ahmad Risdiyanto,5,semoga di ACC buat modal usaha,2025-07-27 04:09:31
Husnul Khotimah,3,"Saya kasih Bintang 3 dulu,",2025-07-27 03:57:30
Daut Tuam,4,bagus sangat bagus,2025-07-27 03:36:29
Momoy,5,okk,2025-07-27 03:25:17
Maisur Yadi,4,bintang4 dulu kalau di acc baru bintang 5,2025-07-27 03:23:02
Faisal Dwi,5,sangat sangat baik,2025-07-27 03:17:01
mashanDOHC,5,sangat baik,2025-07-27 02:17:37
heroblank88 hero,5,nice,2025-07-27 02:13:26
Genjiah Oriazawa,3,"Saya telah memblokir akun dan menguinstal apk ini 27/Juli/2025, dan tidak ada utang piutang di apk ini, apabila terjadi sesuatu saya tidak bertanggung jawab, terimakasih.",2025-07-27 01:53:33
arskul 12,5,bismillah ACC karna perlu buat kebutuhan,2025-07-27 01:51:16
Abizar Official,3,baik cepat,2025-07-27 01:22:36
Dedek Oskan,5,keren,2025-07-27 01:10:51
Roma Doni,5,mudah mudahan acc,2025-07-27 01:00:59
Siti Atikah,5,semoga cair pengajuan saya,2025-07-27 00:57:00
Asmi Dar,3,aplikasinya bagus registrasinya ngak ribet,2025-07-27 00:54:14
Handri Sumilat,5,ok,2025-07-27 00:37:32
Aep Saepul,5,"pelayanan cepat,tepat & baik",2025-07-27 00:30:26
Hamidi Maemunah,5,semoga membantu,2025-07-27 00:22:36
Dedy Paputungan,5,baik,2025-07-27 00:16:41
Jaya Kiem,5,ok,2025-07-27 00:13:58
ajat sudrajat,5,ok,2025-07-27 00:11:23
stiadi thelo,4,4 dulu,2025-07-27 00:02:21
Lusi Lusyani,5,Sangat mudah pendaftarannya,2025-07-27 00:01:38
Nur solikhan,5,indodana finance sangat membantu,2025-07-26 23:57:26
Aqlin Aqlan,5,mantap,2025-07-26 23:49:26
Musk Mulyadi,5,sangat berguna sekali,2025-07-26 23:15:42
Paris Hasiholan,1,"sebelum lulus, 1 dulu ya",2025-07-26 23:11:25
Abdulrasib Okay,4,mantap,2025-07-26 23:05:13
Ririn Widia99,5,semoga aja membantu,2025-07-26 23:04:25
Ulin Pengkek,5,semoga bermanfaat,2025-07-26 23:01:48
Arga Isya Putra,1,tertolak dari tahun 2022 masih aja gak pernah lolos gimana aplikasi gak membantu,2025-07-26 22:50:56
Amrin Falam,5,mudah²an di acc,2025-07-26 22:31:48
rijal Rijal,5,bismilah..semoga membantu,2025-07-26 22:27:54
Khoerul Anwar,3,gampang daftar nya gampang juga ga d terima pengajuannya,2025-07-26 22:27:40
Draysa Dalia,4,ID okeeee,2025-07-26 22:06:54
Cep Rusty,5,Alhamdulillah semoga terus amanah...,2025-07-26 21:59:27
July Rosari Kawatak,4,okk,2025-07-26 21:45:05
Maul Lani,5,ok,2025-07-26 21:21:00
Ben Mohammad,5,bagus,2025-07-26 21:11:09
Berto Jehatu,5,sangat bagus sekali,2025-07-26 20:59:15
Toko sembako Aqilla,1,gak jelas di tolak terus,2025-07-26 20:59:09
Abdulah Ramdan_12,5,membantu,2025-07-26 20:56:39
bang DY,5,good pk,2025-07-26 20:47:47
Yugo Partomo,5,mantab,2025-07-26 20:29:16
AgusRM,4,bagus,2025-07-26 20:24:15
Rio Susanto,3,bagus,2025-07-26 20:22:18
Kautsar Aritona,5,"semoga paylater bisa di ACC , pengen bisa kebeli notebook gantiin yang jadul",2025-07-26 20:18:22
Rudi Putnomo,3,kelihatannya bsgus tapi cob!a dulu,2025-07-26 20:16:46
Safri Sbani,3,"saya beri bintang dulu min,,dan tolong diacckan akun paylater saya",2025-07-26 20:12:17
Ijjatunisya,1,buruk,2025-07-26 19:44:59
Sugi Ono,4,oke,2025-07-26 19:40:40
rahul kaxcian begete,5,semoga aja ter acc,2025-07-26 19:35:01
Md Suana,4,mudah mudahan saya di ACC.. kalu di ACC saya tambah bintang lagi satu,2025-07-26 19:23:33
Muslimin Asmit,4,oke,2025-07-26 19:22:53
Coupet Ucil,1,paling ya di tolak,2025-07-26 19:22:28
Rasnsh Rasnah,5,mudah2n bisa,2025-07-26 19:11:39
Ariff Hdytt,5,smoga dapet,2025-07-26 19:06:11
