userName,score,content,at,cleaned,sentiment
Raz ff,5,moga aja dapet limit ini udh apk yg keberapa mau nyicil hp kalo mau beli langsung ga bisa banyak kebutuhan lainnya,2025-07-29 16:36:17,moga aja dapet limit ini udh apk yg keberapa mau nyicil hp kalo mau beli langsung ga bisa banyak kebutuhan lainnya,negative
Kinda Pesek,5,semoga membantu,2025-07-29 16:29:01,semoga membantu,positive
Ida Upami,4,cepat dan ramah,2025-07-29 15:49:20,cepat dan ramah,positive
Syafiq Muhammad,5,mantap,2025-07-29 15:48:27,mantap,positive
Anak Gades,5,semoga bermanfaat,2025-07-29 15:36:32,semoga bermanfaat,positive
Ilyas,5,keren apknyaa limitnya juga bagus,2025-07-29 15:36:20,keren apknyaa limitnya juga bagus,positive
Amalia Ayu Saputri,5,bagus,2025-07-29 15:34:30,bagus,positive
Ratna Aisya,5,cukup membantu dan bunganya rendah di banding yg lain. makasih indodana...,2025-07-29 15:23:56,cukup membantu dan bunganya rendah di banding yg lain. makasih indodana...,positive
Prasetia Adiguna,4,ok,2025-07-29 15:22:12,ok,negative
Jamaludin Jamaludin,5,top,2025-07-29 15:13:00,top,positive
Roda Cake,5,indodana fintech cicilannya murah saya sangat senang,2025-07-29 14:52:57,indodana fintech cicilannya murah saya sangat senang,positive
Abdi Afrizio,5,aplikasi pinjaman modal ini sangat baik dan mudah,2025-07-29 14:48:24,aplikasi pinjaman modal ini sangat baik dan mudah,positive
Ban Zaii,1,apk taiii sampah,2025-07-29 14:48:17,apk taiii sampah,negative
Maulid junaidi Junaidi,4,"kok kadang limit nya suka di bekukan yaaa padahal udah nyaman pake apk ini terus kadang di telvonin pas jam kerja padahal ga pernah telat bayar malah bayar sebelum tempo nya masih lama banget , kaya marketing nya gitu nawarin tapi nelpon nya pas di jam kerja",2025-07-29 14:40:56,"kok kadang limit nya suka di bekukan yaaa padahal udah nyaman pake apk ini terus kadang di telvonin pas jam kerja padahal ga pernah telat bayar malah bayar sebelum tempo nya masih lama banget , kaya marketing nya gitu nawarin tapi nelpon nya pas di jam kerja",negative
Ari Linggau,5,saya mendapatkn limit semoga pengjuan pijman saya di peroses kn dan di bantu,2025-07-29 14:25:23,saya mendapatkn limit semoga pengjuan pijman saya di peroses kn dan di bantu,neutral
Marwan Pakaya,5,baru coba,2025-07-29 14:21:28,baru coba,positive
indra gunawan,1,"yth bapak/ibu sehubungan dengan penolakan ny kridit pinjaman saya, saya mohon untuk menghapus kan data pribadi saya, dikarenakan takut disalahkan gunakan terima kasih",2025-07-29 14:06:25,"yth bapakibu sehubungan dengan penolakan ny kridit pinjaman saya, saya mohon untuk menghapus kan data pribadi saya, dikarenakan takut disalahkan gunakan terima kasih",neutral
Ridwan Iwan,5,baik,2025-07-29 14:01:35,baik,positive
Dede Kurniasih,5,"ga bisa ajukan pinjaman, padahal ga punya rekam jejak merah😭😭😭",2025-07-29 13:51:03,"ga bisa ajukan pinjaman, padahal ga punya rekam jejak merah",negative
Yuditha Gabriel,5,sangat membantu dengan limit yg tinggi..dan mudah utk di gunakan..🙏,2025-07-29 13:49:22,sangat membantu dengan limit yg tinggi..dan mudah utk di gunakan..,positive
Efendisantosa Miswatiatun,4,semoga berkembang,2025-07-29 13:37:56,semoga berkembang,positive
Safar Tayang,5,bagus,2025-07-29 13:34:49,bagus,positive
Additya Family,5,Ok,2025-07-29 13:29:38,Ok,positive
Demarisma Lasemedan,5,semoga cair pinjaman nya,2025-07-29 13:25:41,semoga cair pinjaman nya,positive
arky nyd,5,baik,2025-07-29 13:18:42,baik,positive
anandaa aadaa,5,semoga bisa d acc,2025-07-29 13:07:56,semoga bisa d acc,neutral
Erlita Lita,3,ok,2025-07-29 12:56:35,ok,negative
Nuraeni Cantil,5,baik,2025-07-29 12:54:07,baik,positive
Andi Putra,4,smoga acc,2025-07-29 12:53:16,smoga acc,positive
Jefris Okdean,1,"Nomor kartu udh non aktif tapi untuk ganti nomor lama ke baru ribet banget. Kalah sama akulaku dan kredivo yang cukup dengan verifikasi wajah aja. Ini harus segala minta bukti ke provider, kalo provider ga ngasih malah ga percaya sialan. Customer Service lu gak ngebantu banget, ubah tuh SOP lu yang ribet ke customer sialan.",2025-07-29 12:43:23,"Nomor kartu udh non aktif tapi untuk ganti nomor lama ke baru ribet banget. Kalah sama akulaku dan kredivo yang cukup dengan verifikasi wajah aja. Ini harus segala minta bukti ke provider, kalo provider ga ngasih malah ga percaya sialan. Customer Service lu gak ngebantu banget, ubah tuh SOP lu yang ribet ke customer sialan.",negative
Apri Suryanto,5,semoga acc,2025-07-29 12:41:36,semoga acc,neutral
Vanbasten. Butarbutar,5,bagus,2025-07-29 12:25:28,bagus,positive
Nuarwarsa Nuar,5,baik,2025-07-29 12:22:11,baik,positive
Findi Dwi,5,mantab,2025-07-29 12:18:02,mantab,positive
Rudy setiawan,3,good,2025-07-29 12:12:14,good,positive
BROETAL 11,5,ok fix,2025-07-29 12:03:59,ok fix,negative
Manto94,5,sangat mambantu,2025-07-29 12:03:20,sangat mambantu,positive
Iwan Heri,5,sangat puas,2025-07-29 12:01:52,sangat puas,positive
Johan pratama,5,mantap,2025-07-29 11:55:05,mantap,positive
jojon sujaman,4,Sangat bagus puas,2025-07-29 11:54:11,Sangat bagus puas,positive
Yudha Arif utomo,5,semoga di bantu,2025-07-29 11:35:04,semoga di bantu,neutral
Neng riska Yunita,1,tiba tiba banget di tolak dasar apk gajelas,2025-07-29 11:31:29,tiba tiba banget di tolak dasar apk gajelas,negative
Amir Rullah,3,mudah,2025-07-29 11:24:07,mudah,positive
rusdianto272,5,aplikasi yang sudah sangat terkemuka,2025-07-29 11:14:45,aplikasi yang sudah sangat terkemuka,positive
Laurentius Ludvi Arviyanto,5,beda nya dengan yg fintech apa,2025-07-29 11:13:58,beda nya dengan yg fintech apa,neutral
Rizki Indrawan,1,"berisik bangett spam mulu telfonin, padahal gapernah pake atau pinjem di apk ini 😤",2025-07-29 11:12:23,"berisik bangett spam mulu telfonin, padahal gapernah pake atau pinjem di apk ini",negative
Izonk Sakara,3,bguss bnget tr kasih bintang 5 klo udah ok,2025-07-29 10:26:56,bguss bnget tr kasih bintang 5 klo udah ok,neutral
Nandar Aza,5,sangat berguna untuk meminjam uang disaat keadaan mendesak,2025-07-29 10:24:39,sangat berguna untuk meminjam uang disaat keadaan mendesak,positive
Alfa Rizky,5,ok,2025-07-29 10:22:02,ok,negative
Sona Kurnia,5,smoga jaya teruss,2025-07-29 09:53:18,smoga jaya teruss,positive
Rosid Gavar,5,ko blom bisa ya padahal saya tidak ada keterlambatan,2025-07-29 09:47:13,ko blom bisa ya padahal saya tidak ada keterlambatan,neutral
isti rahmini,5,mudah cepat,2025-07-29 09:36:18,mudah cepat,positive
Asril Idris,5,good👍,2025-07-29 09:32:42,good,positive
Iftita Hussa'adah,4,pengajuan mudah liat hasil akhirnya,2025-07-29 09:31:39,pengajuan mudah liat hasil akhirnya,positive
Didin Komarudin,4,semoga ga d acc,2025-07-29 09:28:11,semoga ga d acc,neutral
Zahraadisti Zahraadisti,5,ok,2025-07-29 08:58:13,ok,negative
Kar yadi,5,besar harapan saya semoga Indodana dapat mewujudkan impian saya 🙏,2025-07-29 08:39:26,besar harapan saya semoga Indodana dapat mewujudkan impian saya,positive
muhamad Sahid,5,semoga wilayahku tercover indodana dan bisa menyetujui pengajuan saya untuk kegiatan usaha dll..proses pengajuan simple dan tak ada bug sama sekali..keren pokoknya ⭐⭐⭐⭐,2025-07-29 08:32:42,semoga wilayahku tercover indodana dan bisa menyetujui pengajuan saya untuk kegiatan usaha dll..proses pengajuan simple dan tak ada bug sama sekali..keren pokoknya,positive
Ucida Prianti,5,sangat mempermudah prosesnya,2025-07-29 08:28:55,sangat mempermudah prosesnya,positive
Dika Oi,3,mudahan pengajuan saya di ACC sudah banyak saya ngajukan pinjaman malah di tolak semuanya.. padahal saya lagi butuh bener berarti aplikasi lain itu hoak semua saya kasih bintang 3 dulu kalo emang benar bisa cair nanti saya bintang 5 semoga berhasil,2025-07-29 07:59:03,mudahan pengajuan saya di ACC sudah banyak saya ngajukan pinjaman malah di tolak semuanya.. padahal saya lagi butuh bener berarti aplikasi lain itu hoak semua saya kasih bintang 3 dulu kalo emang benar bisa cair nanti saya bintang 5 semoga berhasil,negative
Heru Wibowo (Heru),5,semoga di setujui,2025-07-29 07:40:42,semoga di setujui,neutral
Arnol liling,5,bagus,2025-07-29 07:12:08,bagus,positive
Anime Sport,5,bagus walaupun rumit banget daftarnya,2025-07-29 06:45:19,bagus walaupun rumit banget daftarnya,positive
Ochi Ochita,5,baik,2025-07-29 06:34:57,baik,positive
Syahira Zismi,4,(jawa barat) SANGAT MEMBANTU 👍👍👍,2025-07-29 06:18:25,jawa barat SANGAT MEMBANTU,negative
abdi aditama,3,3 bintang dl yah,2025-07-29 05:24:07,3 bintang dl yah,neutral
Chifa Chifa,5,semoga aja sesuai,2025-07-29 04:50:31,semoga aja sesuai,positive
Ilyas Iskandar,3,ok,2025-07-29 04:47:09,ok,negative
Bapa Situt,5,sangat membantu,2025-07-29 04:44:29,sangat membantu,positive
Nur Soleh,5,aplikasi mantap sangat membantu,2025-07-29 03:26:22,aplikasi mantap sangat membantu,positive
Victor jonparel Siburian,5,gampang daftarnya gak ribet,2025-07-29 03:26:05,gampang daftarnya gak ribet,positive
Khadirin Teya,5,"saya pengajuan di indodana cepat,dan cicilan juga ringan",2025-07-29 03:11:56,"saya pengajuan di indodana cepat,dan cicilan juga ringan",positive
supri atin,3,kasih 3. bintang dulu kalo di ACC baru bintang,2025-07-29 03:11:33,kasih 3. bintang dulu kalo di ACC baru bintang,neutral
masbroo 867,5,bagus asli,2025-07-29 02:58:14,bagus asli,positive
Bagas Udin,5,Darurat Bos,2025-07-29 02:46:49,Darurat Bos,negative
Abdur Rohim,3,oke,2025-07-29 02:36:10,oke,positive
Heri Arga,5,semoga bermanfaat bagi masyarakat Indonesia,2025-07-29 02:35:21,semoga bermanfaat bagi masyarakat Indonesia,positive
Arif Inuzuka,5,baru mencoba,2025-07-29 02:05:27,baru mencoba,positive
Sahli Syaputra,5,pendaftaran tidak ribet semoga bisa langsung di acc,2025-07-29 02:02:27,pendaftaran tidak ribet semoga bisa langsung di acc,neutral
Toni,5,proses cepat,2025-07-29 01:58:36,proses cepat,positive
Kriz Krisnadi,5,bagus bangettt,2025-07-29 01:49:49,bagus bangettt,positive
Riandayat,5,buagus,2025-07-29 01:34:00,buagus,positive
Teguh Wibowo,5,puas,2025-07-29 01:29:24,puas,positive
Eko Handrika,5,mantap,2025-07-29 01:10:19,mantap,positive
Kurokawa Izana Hanagaki (Kakucho),1,Aplikasi ga jelas. verify muka suruh maju mundur jauhkan dekatkan ampe nempel ke mata tetep aja bolak balik ga bisa bisa jaringan dan kamera bagus.,2025-07-29 00:36:51,Aplikasi ga jelas. verify muka suruh maju mundur jauhkan dekatkan ampe nempel ke mata tetep aja bolak balik ga bisa bisa jaringan dan kamera bagus.,negative
Arang Septian,5,limit kecill tapi pengajuan selalu gagal,2025-07-29 00:26:34,limit kecill tapi pengajuan selalu gagal,negative
Arwan putra hasibuan,5,cukup mudah dan membntu,2025-07-29 00:16:23,cukup mudah dan membntu,positive
Heru 123,5,baik,2025-07-29 00:02:05,baik,positive
MOHAMMAD DANES RAMADHAN,5,bagus,2025-07-28 23:57:42,bagus,positive
Andre Zain,1,aplikasi tak berguna memperibet orang sama sekali tak pernah buat hutang itu yang di tolak mending di tutup aja aplikasi nya soalnya tak berguna asik di tolak terus,2025-07-28 23:46:33,aplikasi tak berguna memperibet orang sama sekali tak pernah buat hutang itu yang di tolak mending di tutup aja aplikasi nya soalnya tak berguna asik di tolak terus,negative
Sumiyati 123,5,woke,2025-07-28 23:38:45,woke,negative
Rifki Harahap,5,semoga pengajuan saya disetuji,2025-07-28 23:18:32,semoga pengajuan saya disetuji,neutral
Andi Sati,5,mantap,2025-07-28 23:14:26,mantap,positive
Ekowiwit apriadi,5,semoga diacc,2025-07-28 23:11:05,semoga diacc,positive
Jange94 Datuk,5,baik,2025-07-28 23:08:17,baik,positive
eri setiawan,5,semoga bisa cair buat modal usaha.,2025-07-28 23:08:10,semoga bisa cair buat modal usaha.,positive
Bagjaaa Fadhilah bahrummm,5,semoga di acc,2025-07-28 23:06:23,semoga di acc,neutral
budi saputra,5,bagus,2025-07-28 23:02:38,bagus,positive
Mambo Regar,5,good,2025-07-28 23:00:43,good,positive
Iwan Irawan,5,mugo aja bisa cair uang nya,2025-07-28 22:18:28,mugo aja bisa cair uang nya,neutral
Yopi Haeropi,5,mudah2an di ACC,2025-07-28 22:04:50,mudah2an di ACC,neutral
Ina Indratmi,5,👍👍👍,2025-07-28 21:52:08,,ERROR
Elsa Suciati,3,mudah2n aplikasi ini membantu dlm mslh keuangannya,2025-07-28 21:46:16,mudah2n aplikasi ini membantu dlm mslh keuangannya,positive
Abdul Dilla,1,saya hapus aplikasi ini.28/7/2025.jngn salah gunakan data sya,2025-07-28 21:45:11,saya hapus aplikasi ini.2872025.jngn salah gunakan data sya,neutral
Ichsan Nurfaizy,5,good,2025-07-28 21:30:56,good,positive
Fadhlurrahman 03,5,"sebenarnya saya mau coba dulu pinjaman, benar atau hoak, ya kita lanjut aja",2025-07-28 21:28:10,"sebenarnya saya mau coba dulu pinjaman, benar atau hoak, ya kita lanjut aja",negative
Sarip Hidayat,5,good,2025-07-28 21:24:57,good,positive
Roni Prihata,2,"tahun 2023 pengajuan gagal saya balik nyoba aplikasi ini 2025 tetep gagal padahal aplikasi lain memberikan limit begitu saya daftar 😁 gpp lah padahal saya ini pembayaran masih lancar2 aja di aplikasi lain pun ga ad yg gagal bayar, ga percaya bolehlah cek ke OJK 😁😁😁 tolong ya setelah saya hapus aplikasi ini data2 saya hapus di sana",2025-07-28 20:59:25,"tahun 2023 pengajuan gagal saya balik nyoba aplikasi ini 2025 tetep gagal padahal aplikasi lain memberikan limit begitu saya daftar gpp lah padahal saya ini pembayaran masih lancar2 aja di aplikasi lain pun ga ad yg gagal bayar, ga percaya bolehlah cek ke OJK tolong ya setelah saya hapus aplikasi ini data2 saya hapus di sana",negative
alip ilyas saripudin,5,sippp,2025-07-28 20:56:43,sippp,positive
Algam Rumfot,4,besar harapan semoga penganuan saya dapat diproses,2025-07-28 20:44:06,besar harapan semoga penganuan saya dapat diproses,neutral
Quin Aja,5,semoga bisa di acc,2025-07-28 20:39:07,semoga bisa di acc,neutral
Miratu Sanniasari,5,"yg terhormat bpk/ibuk saya yg bernama Miratu sanniasari meminta tolong untuk menghapus data pribadi saya di aflikasi ini di karna kan pinjaman saya tidak dapat di proses, saya tunggu balasan dari bpk/ibuk trimakasi",2025-07-28 20:36:05,"yg terhormat bpkibuk saya yg bernama Miratu sanniasari meminta tolong untuk menghapus data pribadi saya di aflikasi ini di karna kan pinjaman saya tidak dapat di proses, saya tunggu balasan dari bpkibuk trimakasi",neutral
Edi Prayitno,5,semoga makin sukse,2025-07-28 20:30:59,semoga makin sukse,negative
Gevin Hermanto,5,semoga dapat pinjaman nya masalah nya saya udah nungguin lama supaya bisa di proses atau di cairkan pinjamannya🙏🏻😇,2025-07-28 20:25:22,semoga dapat pinjaman nya masalah nya saya udah nungguin lama supaya bisa di proses atau di cairkan pinjamannya,neutral
Lufi 08,3,semoga acc,2025-07-28 20:13:54,semoga acc,neutral
Kevin Mahendra,5,apk ini sangat membantu saya,2025-07-28 20:07:32,apk ini sangat membantu saya,positive
Naga 1515,1,penipu,2025-07-28 19:57:57,penipu,negative
Rizky Andika,4,"saya sudah blokir akun saya ,tolong data saya jangan disalahgunakan ,saya meninggalkan coment disini dan bukti rekaman menghapus data agar tidak terjadi apa²",2025-07-28 19:55:52,"saya sudah blokir akun saya ,tolong data saya jangan disalahgunakan ,saya meninggalkan coment disini dan bukti rekaman menghapus data agar tidak terjadi apa",neutral
Yusup Hadi putra,3,menunggu pencairan,2025-07-28 19:51:43,menunggu pencairan,negative
Achonk Oi,5,mudah dan praktis,2025-07-28 19:44:25,mudah dan praktis,positive
ANAKost. TV,5,oke,2025-07-28 19:40:32,oke,positive
Rafli Lubis,5,semoga di ACC,2025-07-28 19:17:34,semoga di ACC,neutral
Acepnuralam Nuralam,3,saya baru mulai,2025-07-28 19:13:01,saya baru mulai,neutral
Paisal Ramdani,5,good,2025-07-28 19:06:58,good,positive
RIDWAN BAEHAKI,5,bagus sekali ini,2025-07-28 19:03:42,bagus sekali ini,positive
Indah Bukani,5,mudah mudahan cpt d proses,2025-07-28 18:52:41,mudah mudahan cpt d proses,neutral
Naura Artanti 1203,5,proses cepat,2025-07-28 18:39:34,proses cepat,positive
Irma Irma,3,kalo sudah bersil baru saya akan berikan pernilaian yang bagus,2025-07-28 18:34:34,kalo sudah bersil baru saya akan berikan pernilaian yang bagus,neutral
Teguh Arifianto,5,good app,2025-07-28 18:30:16,good app,positive
Anto Sutriyanto,5,Mantap,2025-07-28 18:25:55,Mantap,positive
Ari Senjaya,5,cepet...,2025-07-28 18:21:59,cepet...,negative
Ayah Sultan,5,daftar mudah di acc blm tentu,2025-07-28 18:19:57,daftar mudah di acc blm tentu,neutral
BAMBANG HARIYANTO,5,sangat cepat dan mudah,2025-07-28 18:13:34,sangat cepat dan mudah,positive
rina oktasenja,5,good,2025-07-28 18:12:42,good,positive
Bayu Anggara,5,semoga cair untuk biaya anak sekolah,2025-07-28 18:10:42,semoga cair untuk biaya anak sekolah,neutral
bangChandra Ar,5,bagus dlm pengamanan,2025-07-28 18:08:55,bagus dlm pengamanan,positive
Zaedi Edi,4,solusi saat kepepet,2025-07-28 17:58:30,solusi saat kepepet,negative
Mido Pratama,1,Mulai tanggal 25 juli saya menguninstal aplikasi ini karena pengajuan saya ditolak dan apabila data saya disalahgunakan saya akan melapor ke pihak berwajib,2025-07-28 17:53:03,Mulai tanggal 25 juli saya menguninstal aplikasi ini karena pengajuan saya ditolak dan apabila data saya disalahgunakan saya akan melapor ke pihak berwajib,neutral
Handoko Kurniawan,5,puas sekali,2025-07-28 17:40:32,puas sekali,positive
Hendro Prasetyo,5,Pengisian data cepat,2025-07-28 17:39:14,Pengisian data cepat,positive
Oom Komariah,5,mudah sekali,2025-07-28 17:35:45,mudah sekali,positive
Away Joe,5,Sangat Bagus,2025-07-28 17:28:24,Sangat Bagus,positive
Luky,5,sangat bagus,2025-07-28 17:25:02,sangat bagus,positive
Dedi Nurjaman,5,nice,2025-07-28 17:22:07,nice,positive
Eggi Farhan,5,bagus semoga kedepannya lebih baik,2025-07-28 17:21:46,bagus semoga kedepannya lebih baik,positive
Dewa Dewo,4,coba dulu,2025-07-28 17:18:06,coba dulu,neutral
Bebas Main,5,👍👍👍👍👍,2025-07-28 17:14:19,,ERROR
Mas Dosi,5,"kasi bintang 5 aja biarpun pengajuan pertama nya ditolak,tolong jaga data2 sy,apk ini sy unistal",2025-07-28 17:07:55,"kasi bintang 5 aja biarpun pengajuan pertama nya ditolak,tolong jaga data2 sy,apk ini sy unistal",negative
febri Saputra,5,bagus,2025-07-28 17:02:03,bagus,positive
Estiinggrani Yuwono,5,Cepat tepat ga bertele tele,2025-07-28 16:45:25,Cepat tepat ga bertele tele,positive
Deni Fauzi,4,tolong ka di accc soal penting bangettt buat biyaya berobat,2025-07-28 16:44:18,tolong ka di accc soal penting bangettt buat biyaya berobat,neutral
Nella Aspia,5,proses mudah dan cepat,2025-07-28 16:41:52,proses mudah dan cepat,positive
Arif Nazari,5,semoga bermanfaat,2025-07-28 16:39:14,semoga bermanfaat,positive
Dwi Irawan,5,simpel & cepat,2025-07-28 16:38:05,simpel cepat,positive
Juary Arifin,5,sangat membantu,2025-07-28 16:24:34,sangat membantu,positive
Wanda Mandak,5,indodana mantap,2025-07-28 16:15:45,indodana mantap,positive
Yudi Egi aprianto,5,tes dulu,2025-07-28 16:14:04,tes dulu,negative
Sug Eng,5,semoga berhasil,2025-07-28 16:08:58,semoga berhasil,positive
Andri Suwandi,4,cepat dan tanggap,2025-07-28 16:08:26,cepat dan tanggap,positive
Jalal Udin,5,pendaftaran sangat mudah Dan terpercaya Keamanan data kita,2025-07-28 16:05:23,pendaftaran sangat mudah Dan terpercaya Keamanan data kita,positive
Ainul Yaqin,5,bermanfaat,2025-07-28 15:59:29,bermanfaat,positive
Harris Alexander,5,bagus,2025-07-28 15:42:47,bagus,positive
Nayshila Alesha,5,semoga membantu,2025-07-28 15:34:25,semoga membantu,positive
dika putra,5,Nice,2025-07-28 15:28:16,Nice,positive
guntur imam,3,3 dllu klo ok tambah bintang,2025-07-28 15:18:58,3 dllu klo ok tambah bintang,neutral
Car Da,1,"Aplikasi yang tidak rekomendasi & jgn lunaskan tagihan sebelum waktunya. karena limit anda tiba"" ditolak setelah dilunaskan. Sy tdk pernah bayar telat & pembayaran dilunasi jauh sebelum bbrp bln waktu tagihan. Waktu sy cek limit pinjaman ditolak. Tidak tau aplikasi macam apa seperti ini. Ada limit paylater pun cuma pepesan kosong saja, waktu mau beli barang diblibli malahan ditangguhkan, buat malu aja aplikasi indodana ini. Terlalu banyak promosi & bohongnya aja😛...",2025-07-28 15:17:41,"Aplikasi yang tidak rekomendasi jgn lunaskan tagihan sebelum waktunya. karena limit anda tiba ditolak setelah dilunaskan. Sy tdk pernah bayar telat pembayaran dilunasi jauh sebelum bbrp bln waktu tagihan. Waktu sy cek limit pinjaman ditolak. Tidak tau aplikasi macam apa seperti ini. Ada limit paylater pun cuma pepesan kosong saja, waktu mau beli barang diblibli malahan ditangguhkan, buat malu aja aplikasi indodana ini. Terlalu banyak promosi bohongnya aja...",negative
Herwin Fahmi,3,jika acc akan saya tambah bintangnya,2025-07-28 15:10:48,jika acc akan saya tambah bintangnya,neutral
Wawan Lasalewo,1,"intinya gak bisa buat belanja di online yaaa, cmn buat belanja offline melalui salesnya,kalo emang ga bisa gak usah ribut kali sama iklannya atau fitur yg mengkoneksikan app ini ke ecommerse contoh blibli di hilangkan saja klo emng gak bisaa, aku gak ornh telat, tapi tiap kali di pake buat blnja di bli bli gak bisa,",2025-07-28 14:49:14,"intinya gak bisa buat belanja di online yaaa, cmn buat belanja offline melalui salesnya,kalo emang ga bisa gak usah ribut kali sama iklannya atau fitur yg mengkoneksikan app ini ke ecommerse contoh blibli di hilangkan saja klo emng gak bisaa, aku gak ornh telat, tapi tiap kali di pake buat blnja di bli bli gak bisa,",negative
Selvinah Herman,5,bagus dan baik,2025-07-28 14:42:23,bagus dan baik,positive
Sultan Sumur,5,ok,2025-07-28 14:37:53,ok,negative
Veven Veven,4,pengajuan di permudahkan atau tidak ribet,2025-07-28 14:36:43,pengajuan di permudahkan atau tidak ribet,positive
Jainal Al abadil,5,mantap,2025-07-28 14:35:50,mantap,positive
Riki Wahyudi,5,bagus,2025-07-28 14:33:21,bagus,positive
Rengga Rengga,5,mantap,2025-07-28 14:22:00,mantap,positive
Andi Supriyatna,5,sangat baik,2025-07-28 14:16:41,sangat baik,positive
Agus Sulaiman,5,top,2025-07-28 13:56:04,top,positive
Munawir Insan,4,baik,2025-07-28 13:35:26,baik,positive
Abdul Aziss,5,bagus,2025-07-28 13:24:15,bagus,positive
Fara Aulia,1,ribet,2025-07-28 13:21:34,ribet,negative
Doyz17,5,bagus,2025-07-28 13:17:46,bagus,positive
Rusdiani Ani,4,saya ksh bintang 4 dl nnti klau sdh diacc saya ksh bintang 5,2025-07-28 13:09:38,saya ksh bintang 4 dl nnti klau sdh diacc saya ksh bintang 5,neutral
Muhammad Sadam,5,mantap,2025-07-28 13:07:13,mantap,positive
Agus Prastio,5,baik,2025-07-28 13:03:45,baik,positive
Asep Doank,5,mantap,2025-07-28 12:56:39,mantap,positive
Okta Nugraha,4,"sudah pinjam kemana mana selalu gagal,kebutuhan banyak buat anak sekolah dan kebutuhan ekonomi lainya",2025-07-28 12:52:48,"sudah pinjam kemana mana selalu gagal,kebutuhan banyak buat anak sekolah dan kebutuhan ekonomi lainya",negative
Fajri Kecz,5,Mantap apk yg BD memberi nasbh ny.suksek slalu y,2025-07-28 12:41:49,Mantap apk yg BD memberi nasbh ny.suksek slalu y,positive
Hasriwahyuni 94,1,males bangeet. udah berkali-kali ngajuiin di tolak melulu..,2025-07-28 12:31:44,males bangeet. udah berkalikali ngajuiin di tolak melulu..,negative
Erny Widiastuti,1,saya ingin membatalkan proses pengajuan..dan menghapus akun dan data saya,2025-07-28 12:30:51,saya ingin membatalkan proses pengajuan..dan menghapus akun dan data saya,neutral
Amar Gard119,5,sungguh luar biasa,2025-07-28 12:23:24,sungguh luar biasa,positive
IDA BAGUS Eka,4,pelayanan sangat bagus cepat,2025-07-28 12:14:19,pelayanan sangat bagus cepat,positive
Wiwin setio Rini,5,masih perdana coba2,2025-07-28 12:08:12,masih perdana coba2,positive
Dhini Dhini,5,semoga diterima pengajuan saya,2025-07-28 12:05:12,semoga diterima pengajuan saya,positive
Ragil Doclo,5,tolong di acc dong pengajuan pinjaman saya terimakasih,2025-07-28 12:02:21,tolong di acc dong pengajuan pinjaman saya terimakasih,neutral
Agus Lian,5,smoga lancar di setujuui,2025-07-28 11:56:13,smoga lancar di setujuui,positive
Beni Kedukan,5,indodana finance aplikasi berkualitas,2025-07-28 11:55:29,indodana finance aplikasi berkualitas,positive
rangga slow,5,mantap reall,2025-07-28 11:27:33,mantap reall,positive
Slamet Kopral,5,mantab,2025-07-28 11:22:27,mantab,positive
Intan Radeva,5,sipp dah,2025-07-28 11:06:19,sipp dah,positive
wira anakbaik,1,jika berhasil cair baru kasih bintang 5,2025-07-28 10:57:25,jika berhasil cair baru kasih bintang 5,neutral
Saepul Hidayat,1,bisa gak sih ini applikasi gak usah telpon telpon nawarin cicilan dan telponnya gak tau waktu ganggu banget... tolong ya indodana udah muak dan risih tiap hari di telpon mulu bukan sekali dua kali gak tahu waktu banget. berasa kaya punya hutang do teror mulu🤨,2025-07-28 10:56:06,bisa gak sih ini applikasi gak usah telpon telpon nawarin cicilan dan telponnya gak tau waktu ganggu banget... tolong ya indodana udah muak dan risih tiap hari di telpon mulu bukan sekali dua kali gak tahu waktu banget. berasa kaya punya hutang do teror mulu,negative
Mohamad Baidawi,5,terimakasih saya mengajukan pinjaman di Indodana,2025-07-28 10:52:49,terimakasih saya mengajukan pinjaman di Indodana,neutral
Aspi Alpiani,4,pengajuan cepat,2025-07-28 10:52:16,pengajuan cepat,positive
Ricoade Irawan,5,ACC kak,2025-07-28 10:51:48,ACC kak,positive
Linaa Infinix,5,bagus,2025-07-28 10:45:10,bagus,positive
Nazmila Ramadhany,5,mudah mudahan di verivikasi,2025-07-28 10:42:59,mudah mudahan di verivikasi,neutral
Farhan nasrulloh,5,semoga di acc,2025-07-28 10:39:22,semoga di acc,neutral
Zayn davin muhammad ridwan,1,nelponin mulu padahal cicilan udah beres..anj emang,2025-07-28 10:24:50,nelponin mulu padahal cicilan udah beres..anj emang,negative
Khaira Fauzan,5,mantap,2025-07-28 10:22:06,mantap,positive
Yanuar Riyadi,4,cepat sekali,2025-07-28 10:18:03,cepat sekali,positive
Kusuma Saputra,2,"sy ksh bintang 🌟🌟 dulu,klw pinjaman sy di ACC,sy tambahi bintang nya Full ya 👍🏻",2025-07-28 10:14:32,"sy ksh bintang dulu,klw pinjaman sy di ACC,sy tambahi bintang nya Full ya",neutral
andi almanday1217,5,snagant rekomen👍,2025-07-28 10:03:49,snagant rekomen,positive
Dina Septiyanie,5,"pengajuannya mudah , tapi masih diproses semoga pengajuannya diterima",2025-07-28 09:56:52,"pengajuannya mudah , tapi masih diproses semoga pengajuannya diterima",neutral
Anita Sari,5,pengen tau coba beneran bisa di acc gak pinjaman saya 🙂,2025-07-28 09:48:42,pengen tau coba beneran bisa di acc gak pinjaman saya,negative
