userName,score,content,at
Feri Kusnadi,1,aneh kridivo ini saya punya tagihan 1x lagi mau saya lunasin malah gk bisa login alasan pin salah trus...hari tangal 30 juli 2025 saya akan hapus alplikasi ini tolong jangan smpe salah gunakan data saya ..klo smpe d salah gunakan saya akan tuntut,2025-07-30 04:57:19
Tison Lubis,5,oke,2025-07-30 04:57:11
Solomon Taylor,5,baik,2025-07-30 04:43:51
rahmat hidayat,1,"Saya telat bayar satu hari, bahkan engga satu hari karena saya ketiduran abis kerja shift malam. lalu setelah itu saya lunasi semua tagihan. Eh abis lunasin, malah gabisa dipake lagi pinjaman nya. Mohon bisa diperbaiki.",2025-07-30 04:40:04
Alman Fusri,5,proses cepat tidak banyak aturan👍👍👍,2025-07-30 04:12:44
Yang Baca Dosa,1,"HATI HATI APLIKASI SCAMMM, JANGAN DOWNLOAD, JANGAN KASIH DATA DIRI KALIAN",2025-07-30 03:54:04
jons l,1,ngaco,2025-07-30 03:49:16
Bom Bas,4,ok sy mengerti ks 4 dl y,2025-07-30 03:09:29
Desfarindo,3,kok kredivo aku logout sendiri trus pas login kata sandi salah yaa katanya,2025-07-30 02:38:28
Gusti Aidil,5,mantapp,2025-07-30 01:52:19
Damah Damah,5,sangat membatu,2025-07-30 01:34:35
iliyana ana,5,sangat membantu,2025-07-30 01:27:29
Karisma Desigen,5,trimakasih kredivo semoga kedepanya lebih baik lagi,2025-07-30 01:26:37
Yoraa Lee,5,good,2025-07-30 01:22:59
Kalila Lila,5,ok,2025-07-30 01:12:28
Yaya Sof'yan,5,bagus,2025-07-30 01:08:31
Dvr Cctv,5,sangat membantu,2025-07-30 00:42:20
eL Rhey,5,sangat sangat membantu kehidupan sehari-hari,2025-07-30 00:34:09
ApriliaWahyu Lestari,5,bagus,2025-07-30 00:21:31
Aryp Febrian,1,"Sangat membagongkan sekali yah, just not, failed, masuk login keluar uninstall, daftar ulang malah failed di suruh 3 bulan kembali, well 1 bintang ya min, maafin ya",2025-07-29 23:51:43
Syaiful Muafan,2,Terlalu sulit mau ngajuin lagi kagak bisa padahal selalu bayar tepat waktu aneh,2025-07-29 23:51:36
Nero Syahputra (Aldy Syahputra Hadi),1,Telat sehari denda nya besar. 🙏🏻 Di ingatkan lagi bila pengguna Lupa. 🙏🏻. Jangan ambil enaknya aja dari denda donk.,2025-07-29 23:34:32
Anggi Ahdankval,1,susah nian nk meminjam dewek dewek,2025-07-29 23:29:57
Arya Adit Tia Romadon,5,sangat memuaskan,2025-07-29 23:06:42
Rezano P.,5,proses cepat,2025-07-29 22:57:37
Nur Afif,4,Kpd YTH Bpk/ ibu... saya yang bernama Nur afif meminta tolong untuk menghapus data pribadi saya di aplikasi ini di karenakan pinjaman saya tidak dapat di proses atau di tolak.saya tunggu balasan dari Bpk/ibu. Terimakasih.,2025-07-29 22:53:38
Zelzea,5,praktis dan mudah,2025-07-29 22:46:22
Arif Ahmad,5,"best pokoknya,, sangat membantu",2025-07-29 22:37:12
muslihuddin rismu,5,gampang dan mudah,2025-07-29 22:30:55
Eka Eprillia,5,mantap,2025-07-29 22:02:27
Aisyah Remona,5,Alhamdulillah sangat membantu,2025-07-29 22:01:18
Lad Zhil,5,bagus,2025-07-29 21:59:06
Putrii Nuri Islamiyah,5,"cepat tanggap, bagus, simple, sungguh membantu!",2025-07-29 21:55:08
ulil albab,5,simpel ga ribet,2025-07-29 21:45:54
Johny Manohas,5,"Aplikasi yg sangat membantu. Saya sangat puas dgn apl ini, Terima kasih kredivo..",2025-07-29 21:42:34
Beben Kasep,5,sangat membantu dan bunga 0%,2025-07-29 21:39:57
Vega Conflict,4,mantap,2025-07-29 21:33:54
Rahman Sugianto,5,sangat membantu,2025-07-29 21:32:48
Hamdan Hi Sirajudin,4,terbaik bunga kecil tanpa dp,2025-07-29 21:20:55
Henry Torus,5,good,2025-07-29 21:18:21
Leo CANDRA,5,memuaskan,2025-07-29 21:17:05
Rita Agustina,4,bisa di naikkan limit otomatis saya...,2025-07-29 21:02:51
Iron Nolvi Kayame,1,apk tai,2025-07-29 20:54:18
HILMAN N F,5,sipp... 👍,2025-07-29 20:53:15
Indah H Lestari,2,"Guys para preman kredivo bka loker tuh.Yg galbay dsni siap2 dbkin malu m DC kpara tetangga,smp ke RT sgala,dbla CS,nmany Ekonomi g'sllu stabil,Yg dkrim Debt Collectorny org2 kyk g'prnh skolah,gk tw Peraturan,G'prnh brni ngasih ID Card dan G'prnh ngasih Surat Tugasnya,G'tw SOP,uda kyk preman,ap kyk gtu Org2 Kredivo yg dprkerjakn krmh?Iya klo sma cwe kejam bgt sikapnya,tp klo sma cwo trlht kalem.Apa SOP dri kntor kredivo seperti itu?Ap SOP penagihanny g'pke ID Card dan g'nunjukin surat tugasny?",2025-07-29 20:32:37
Sinta Amartha,5,mantab,2025-07-29 20:18:36
Dede sunandar,4,terima kasih,2025-07-29 20:16:58
Rey Uky,5,nice,2025-07-29 20:11:52
Yopi Ervan,5,bagus,2025-07-29 20:10:43
Muchlisfm Poneto,5,mantap,2025-07-29 19:57:12
Andi Rudi,5,"Sangat Membantu Dalam Transaksi kebutuhan Hati2, Terima Kasih Kredivo, kredivo semakin jaya semakin sukses",2025-07-29 19:53:51
Aurin makatita,5,bagus dan sangat membantu,2025-07-29 19:53:37
Angelina,1,Pertama kali masuk aplikasi sudah gagal gak bisa di buka ada apa ya?,2025-07-29 19:52:34
Sunda Nese,1,halo kak kok sekarang transaksi dalam proses mulu tapi udah masuk tagihan tolong bug nya di perbaiki,2025-07-29 19:46:15
Ahmad Fitriyadi,5,nice,2025-07-29 19:44:25
Muhamad Dekio,5,cepat,2025-07-29 19:43:13
rendy afdyanto,4,puas sekali,2025-07-29 19:36:11
Diva Kumbara,5,keren cepat dan terpercaya,2025-07-29 19:34:47
Heri Purwanto,5,sangat membantu,2025-07-29 19:29:59
rizky kredit plus,5,baik,2025-07-29 19:28:40
Siti Fitriyah,5,mau belanja apapun dan dimanapun gunakan kredivo karena kredivo sangat mudah untuk transaksi dan sangat flexible pembayarannya,2025-07-29 19:27:29
Agastya DJ,4,"wahh aplikasinya bersih,,limit jga naik setelah 4 bulan pake ini,,tapi sayang Bunga masih tinggi🥺😔",2025-07-29 19:23:03
Heriyanto Heri,5,mantap aplikasinya,2025-07-29 19:21:16
Syukriatul Khairi,5,Saya suka ini,2025-07-29 19:15:03
30. ROFID AGUS WAHYUDI,5,baik,2025-07-29 19:14:28
herryharris07 gmail,5,bagus sesuai expetssi👍🏻👍🏻👍🏻👍🏻👍🏻,2025-07-29 19:09:03
Marwan Marwan,5,sudah aktif,2025-07-29 18:48:28
Nita Apriliana,5,"Aplikasinya bagus Selama ini bagus, sangat membantu sekali untuk keuangan yg blm stabil bunga pun rendah drpd yg lain limit jg naik krna sering digunakan untuk belanjaa",2025-07-29 18:47:56
Adi Dian,1,gimna ini ..padhl udah dibayar tapi malah gk bisa pinjam lagi sekarang ..makin sini semakin buruk aja..kapan mau ngasih pinjam lagi ..Apk bagus dr mana nya ..kalau gk akan ngasih pinjam lagi ok saya tutup saja ini kredivo...tp saya kecewa beneran,2025-07-29 18:38:11
Rendiadi Rianto,5,mantap sangat membantu,2025-07-29 18:36:19
Syahdan Yolanda Vagaliesta,4,sangat puas,2025-07-29 18:34:11
Nurifah Sari,3,sangat mudah dan proses cepat,2025-07-29 18:29:33
Adi Nurhadi,1,grgr telat sehari langsung blok permanen kocak,2025-07-29 18:29:24
mr.rojali,5,aplikasi mantap,2025-07-29 18:28:53
Ujang Miftahudin,5,kredivo aplikasi sangat mudah dan nunga ringan,2025-07-29 18:20:23
Army Rizky,5,wah puas bangettt dengan apk ini 🤩🤩🤩🥰🥰🥰,2025-07-29 18:06:14
Iis Assalam,5,Allhamdulillah...pengajuan pinjaman ku Mudah dan cpt prosesnya..rendah bunganya..dan nyata hasilnya..terima kasih Kredifazz..sukses sllu..,2025-07-29 18:03:30
Sawahan Boyolali,5,"aplikasi bagus,sangat respon,pinjaman cepat ,tepat ,dan aman tentunya...",2025-07-29 18:00:42
Wawan Driver,2,utang sy sdh sy bayar lunas melalui aplikasi kredivo tetapi knp sy masih dikejar kejar dc gimana ini solusi nya kredivo?,2025-07-29 17:55:06
Sari SBS,5,Mudah digunakan,2025-07-29 17:51:56
Anelis Selvia,5,mantap,2025-07-29 17:41:46
Rica Andriani,5,sangat puas,2025-07-29 17:35:51
"Fenri, S.Pd.I",5,sangat puas dan mantap,2025-07-29 17:32:34
Jimmy Kurniawan,1,payahhh.. kg bisa digunakan lagiii..,2025-07-29 17:21:21
Abdullah Abdullah,5,ok lah,2025-07-29 17:11:18
romeo amelia,5,THE BEST BANGET,2025-07-29 17:07:14
Apartemen Aeropolis,5,jopp,2025-07-29 17:05:58
Adicipto Mulyadi,5,bagus,2025-07-29 17:03:26
Fauzi Malawat,5,👍👍👍👌👍.👍👍👍👍 kereenn..!!,2025-07-29 17:01:29
luluk Alfiyah,5,aplikasi yg mudah transaksinya bunga ringan proses cpat pokoknya Dhe best,2025-07-29 16:57:19
Ganda Putra Hutabarat,5,"Kurangi bunganya perbulan, bisa makin lama makin naik",2025-07-29 16:31:45
Khodijah 777,1,buruk,2025-07-29 16:30:02
Kukuh Jupiter,4,oke,2025-07-29 16:20:12
Mobster Naptena,5,kerenz,2025-07-29 16:02:47
ihsan kokas,5,senang dan gembira,2025-07-29 15:56:44
msgaris hz,5,amazing,2025-07-29 15:36:06
Mohamad Daliuwa,5,mantap,2025-07-29 15:34:05
Azel Ibni,1,"padahal saya bayar nya selalu tepat waktu tp tidak tahu kenapa saya di blokir tidak bisa menggunakan kredivo kembali,sangat2 kecewa saya tolong dibertimbangkan bapak ibu dari pihak kredivo agar akun saya di kredivo dapatdi gunakan kembali 🙏🙏",2025-07-29 15:31:04
Mahendra,3,limid nya kaga naik naik,2025-07-29 15:30:55
Api Islam,1,"sangat mengganggu, saya gak minjam dll tapi dia nelfon terus bangst",2025-07-29 15:28:52
Ratu isabell,1,"cuma bisa bayar doang, ngga bisa ambil lagi, udah perbaikan nomor hape tapi data tidak valid, kali ngga di perbaikin nanti aku hapua",2025-07-29 15:21:04
arisvanjava,3,"Aku seneng banget setelah 3 tahun ngajuin selalu gagal. Akhirnya di Acc juga. Terima kasih kredivo atas kepercayaan nya update review 29 juli 2025. setelah lmayan lama pake kredivo, sekarang saya kecewa, limit saya 8.2jt. di pake pinjaman tunai 3 jt an, udah hampir lunas 1 kali cicikan lagi. lalu sisa limit sebesar 5jt hanya bisa di pake 200rb an aja. 😂😂 keterlaluan. pembayaran saya lancar ga pernah telat.. tolong lah sistem analys credit Kredivo, di benerin. Ga semua customer itu ga bene",2025-07-29 15:16:48
Farida Malau,5,sangat membantu,2025-07-29 15:15:38
Ruk Wili,5,woke mantap,2025-07-29 15:02:13
Charles hasiholan Gultom,5,ok,2025-07-29 14:57:34
jambri,5,sangat puas,2025-07-29 14:57:19
Allatifu 127,1,"aneh.... katanya kalau pembayarannya bagus, bunganya diturunkan. ini bunga bukannya turun, tapi malah di naikkan.",2025-07-29 14:44:39
Pecinta Hobi,4,"Saya disini sengaja kasih bintang 5 dan mau menanyakan perihal akun saya yg di tangguhkan, saya melunasi tagihan saya,, namun kenapa akun saya di tangguhkan??????",2025-07-29 14:36:02
awank irama,3,bagaimana ini kredivo sy sudah bayar lunas semuanya kok masih di kejar kejar dc si,2025-07-29 14:30:52
Redbaron,1,aplikasi tolol daftar dari dulu sampai sekarang di tolak terus. mana lagi otp susah. giliran otp bisa di pakai malah daftarnya yang di tolak,2025-07-29 14:28:01
Renaldi Junaedi,2,jelek,2025-07-29 14:23:33
dhedy agus,4,"Asli hebat kredivo,top dan aman semua terkombinasi di apps ini,lancar jaya,bebas iklan.. yuk pakai kredivo",2025-07-29 14:18:42
Angga Sarjun,5,bagus,2025-07-29 14:14:31
Hasta Walensa,5,good,2025-07-29 14:05:09
ade rosadi,5,mau tanya kredivo tenor maksimal berapa bulan?.... mohon di jawab,2025-07-29 14:00:37
Virafacto Ozora,5,bantuan tambah limit donk min 😅 makasi dapet minjam terus 🥰,2025-07-29 13:55:33
Rinn Wulandari,5,mantaf,2025-07-29 13:48:14
juni waruwu,5,sangat membantu tanpa ribet,2025-07-29 13:34:04
Nurhayati Mks2025,5,trimah ksih,2025-07-29 13:33:29
Ulfi Teguh,5,tumben limitnya udah lama gak naik.,2025-07-29 13:32:44
Auri Hermawan,5,mantap,2025-07-29 13:26:51
Muji Muhamad,5,bisa membantu,2025-07-29 13:16:51
Elina Ibrahim,1,"gedeg bgt sama kredivo ni, saya selalu tepat waktu bayar.. sekalinya telat bayar, denda langsung utk sebulan itu itungan nya, wkwkwkk.. masih aja ribut suruh cpet bayar, padahal nanti saya bayar jg kok sama dendanya.. setelah ini kredivo masuk blacklist deh, gak usah di pke lgi ya sodara2, sudah banyak ulasan buruk dri para pengguna kredivo..",2025-07-29 13:15:02
Sudarno Darno,5,sangat puas,2025-07-29 12:59:51
Yuniar Vignadian,5,sangat flexibl,2025-07-29 12:52:59
Edi Wijaya,2,di kasih bintang dia dulu klo dah naik limit nya baru di tambah,2025-07-29 12:52:01
Ryan Saputra,1,"apaan sih ini apk, gajelas katanya lebih perbanyak transaksi menggunakan merchant² yg kerja sama sama kredivo, giliran mau transaksi di tolak terus. maunya apa sih semua transaksi ditolak terus",2025-07-29 12:50:41
Eko Setio,1,kok saya mau login di persulit ya pdhl pas jatuh tempo angsuran,2025-07-29 12:44:28
Nita Wardani,5,best,2025-07-29 12:36:29
meida pradewi,5,mempermudah,2025-07-29 12:31:14
Ace Koswara,5,"Untuk saat ini belum ada masalah yg sangat mengganggu , jadi baik baik lah terus jangan mengecewakan pengguna apk ini . . . .",2025-07-29 12:27:07
"wsnu 1.2,",5,yooo,2025-07-29 12:19:24
Anton Hilman,5,"pokok nya mantaf,,",2025-07-29 12:19:18
Arata Syam,5,"semoga pengajuan saya di acc ya. . hihihi ternyat aku udah pake kredivo dri 2019😭 alhamdulillah selama ini aman dan baguss bangeettt, saya terbantu banget soal financial, tolong di naikin lg yaa limit sayaaa wkwkwkwk, terima kasiiihh",2025-07-29 12:17:51
Aam Muhammad Rahmat,1,cepat,2025-07-29 12:14:20
Ahdy Gemini,5,sangat membantu dalam memenuhi kebutuhan sehari-hari,2025-07-29 12:12:38
YAKHSYA JR,5,"sangat senang make apk kredivo,",2025-07-29 12:06:41
Pra Yoga,5,lebih baik emang di kredivo,2025-07-29 12:01:11
Nurfadila ningsih,3,"untuk perubahan nomor juga tidak bisa, ya di karenakan nomor nya belum ter verifikasi...",2025-07-29 11:55:04
Alif Senna,1,"Aneh banget ya ini aplikasi yang penting mah niat bayar,mau 1 juta dulu,mau 500 dulu mau 700 dulu aturan gapapa yang penting niat bayar,yang penting hutang bakal di lunasin,sumpah demi allah bakal gue hapus dan gue larang keluarga gue smpe 7 turunan buat pinjem di apk ini!!!",2025-07-29 11:52:38
achmad gozali,3,kasih 3 bintang dulu soal mya blom nisa menik mati dana cicil nya,2025-07-29 11:51:21
Edwin Karo Sekali,5,Mantap,2025-07-29 11:44:17
A.K.A Ipoel Chen,2,kenapa kode otp via wa untuk login tidak terkirim kirim terus,2025-07-29 11:40:58
Tison rizal,5,aman,2025-07-29 11:38:37
jajang wirasinga,5,"tiap tiga bulan di tawarin naik limit, tapi giliran mengajukan selalu tidak di acc, apa ini termasuk PHP ?😂😂😂",2025-07-29 11:32:30
aa doang,5,bagus,2025-07-29 11:32:02
Aghnaita dzal Umri,5,tumben q udh nyicil kok saldo gk nambah ..,2025-07-29 11:29:20
Anita Oktaria,5,terima kasih kredivo,2025-07-29 11:26:44
Adrian Ibrahim,1,aplikasi apaan ini. tagihannya suddah di suruh lunasin semua. bangkrut aplikasi nya.,2025-07-29 11:23:51
Cakipin234 Ya,5,mantap,2025-07-29 11:22:18
Andreas Dasilva,5,moga pendaftaran saya di setujui,2025-07-29 11:21:12
Dani Dahlan,5,belum dapet pinjaman kenapa,2025-07-29 11:18:29
Endang Bedog,5,Okpelayananselalu amanah walau telat juga,2025-07-29 11:07:47
Maya Octavia,5,sangat membatu tuk modal usaha dan keprluan mendesak dan budah prosesnya trimakasi kredivo,2025-07-29 11:06:09
Elvira Ardiana,1,"hati"" OJK tidak sesuai dgn ketentuan..",2025-07-29 11:03:02
Agung Prasetiyo,5,sangat memuaskan,2025-07-29 11:01:44
Nor Hamilah,5,membantu,2025-07-29 10:54:06
Futri Nur Fadilah,5,cepat proses peminjamannya,2025-07-29 10:47:55
Wanda Tirsa,5,mantap👍🙏,2025-07-29 10:47:30
Rio Rusdillah,5,sangat membantu,2025-07-29 10:31:30
Bahran Jungkal,1,susah daftar diaplikasi ini sdah beberapa kali coba tetap gagal,2025-07-29 10:21:58
Rafeliane Yulita Maria Margaretha,5,terimakasih KREDIVO❤️,2025-07-29 10:21:17
Jumadi a,5,mantap,2025-07-29 10:18:08
Moh Mahfud,5,mantap sih,2025-07-29 10:15:41
Rahma Sarita,5,sangat membantu,2025-07-29 10:12:25
Siti Hajar,5,bagus dan cepat,2025-07-29 10:09:26
Akun Baru,5,"Kredivo , terbaik , aman terpercaya dan satset",2025-07-29 10:08:11
GOLAQ CHANNEL,2,"Data saya diperbaharui di ojk masih ada tunggakan pokok dan bunga, padahal penggunaan paylater sudah dilunasi, di app kredivo tidak ada tagihan. ini sengaja atau permainan, biar nama saya tetap jelek di Perbankan/ OJK.",2025-07-29 10:04:14
Dedy Liemena,5,semoga ok,2025-07-29 09:53:26
Akhmad Habibi,5,membantu disaat dibutuhkan,2025-07-29 09:52:33
Kobar Anik,5,semoga dapat pinjaman,2025-07-29 09:51:35
Wi Dodo,5,rekomendasi banget. lebih bagus kalo bisa upgrade kenaikan limit dan score kredit,2025-07-29 09:44:55
Ivana Rgr,5,bisa beli barang tanpa bunga 👍👍👍👍,2025-07-29 09:44:08
achmadrevo bawoel,5,Sangat bagus,2025-07-29 09:39:07
Fitri Yuliani,5,kredivo sangat membantu dan sgt bgs,2025-07-29 09:36:06
muhamad yuda prasetia,5,the best,2025-07-29 09:35:34
Heri Tarwoso,5,bagus josss 👍👍👍,2025-07-29 09:32:31
453p Abee,5,ok,2025-07-29 09:32:27
TIGA DARA HARAMAIN,1,sudah lunas g bisa minjem lagi.. payah,2025-07-29 09:31:23
Amar Hidayat,5,kredivo sangat membantu sekali masyarakat.. upayakan nominal pinjaman dibesarkan setelah dilakukan verifikasi,2025-07-29 09:30:30
Boni Sahin,5,terima kasih kredivo selalu membantu saya di saat keadaan tidak punya duit,2025-07-29 09:17:25
Tri Tiyas,5,banyak promonya :),2025-07-29 09:14:13
Angela Marichi,5,mudah dn cepat,2025-07-29 09:09:52
Ipan Supandy,2,Parah bunga nya pinjem 1000 ganti nya klo 6 buln bisa smpe 1.3 kebanyak nyatut kalo bisa admin nya jgan 6% saya kan udh lama masa kga ada potongan2 diskon mana kaga diskon terus pertama saya beli di Indomaret /Alfa kga diskon..payah cara nya kga jlas,2025-07-29 09:04:40
Kenaya Dean,5,sangat...sangat memuaskan pakai aplikasi kredivo serta sangat membantu dlm keadaan darurat,2025-07-29 09:03:04
Roni Asroni,4,sangat membantu sekali,2025-07-29 09:02:11
Didik Wahyudi,5,sangat cepat responnya,2025-07-29 09:01:48
Iis Laelah,5,Good,2025-07-29 08:55:02
Fanda Terok,5,pelayanan salesnya sangat baik.. salut kedepan Kredivo semakin maju,2025-07-29 08:50:33
Intan Larasativa,5,bagus,2025-07-29 08:48:45
Febri Yanti,5,the best pokoknya,2025-07-29 08:47:01
Memey RR,5,"Aplikasi yg sangat membantu. Banyak promo, banyak point & banyak cashback. Banyak untungnya dehh",2025-07-29 08:46:56
Muhamad ramdani,5,good job,2025-07-29 08:45:31
Harmadan L,5,Lebih mudah dan nga ribet,2025-07-29 08:43:57
Kamelia,5,bagus cuman belum bisa ajukan lg pinjaman kreditflazz,2025-07-29 08:39:40
Dharma Pandu,5,fiturnya banyak dan lebih lengkap,2025-07-29 08:36:41
anwar suhartono,5,kenapa kredivo saya gak bisa di buka ???,2025-07-29 08:28:37
rudi sucipto,5,mantab,2025-07-29 08:26:15
TEDDY SOE,5,"Pencairan Sangat Cepat Sekali, Smoga KREDIVO Semakin Sukses & AMANAH",2025-07-29 08:25:20
ida royani,5,oke.,2025-07-29 08:24:39
Setya Hendrawan,5,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,2025-07-29 08:23:36
Febri tri Pamungkas,5,mantap,2025-07-29 08:21:25
Dina Sugianti,5,fiturnya lengkap,2025-07-29 08:21:16
Noer Ck,5,sangat membantu sekali,2025-07-29 08:16:11
Neng Wulan,5,Mantap,2025-07-29 08:15:15
Safar Safruddin,5,kredivo cepat dan bunga ringan,2025-07-29 08:08:32
Sallim Alim,5,bagus sekali... lancar jaya.. pernah pinjam dana lancar pembayaran nya.. skrng Tidak bisa pinjam lagi..,2025-07-29 08:08:16
Ekiduwi saputra,5,mantul pokonya,2025-07-29 08:05:35
fauzan ade,5,mantap,2025-07-29 08:04:18
Arvino Nazril,5,terima kasih kredivo sangat membantu keluarga,2025-07-29 07:58:24
Vino Vel,5,terbaik,2025-07-29 07:56:15
Agus Sofian,5,applikaasi recomended,2025-07-29 07:50:27
Aries Junaidi,5,"tetap amanah dan terus tingkatka, terima kasih telah bekerja sama dengan kami dan mempercayai kami dalam usaha pinjam-meminjam good luck kredivo",2025-07-29 07:49:56
Riyanarif Subarkah,1,bapak ibu yang terhormat tolong hapus akun saya secara permanen.. karena saya tidak menggunakan akun ini,2025-07-29 07:49:16
panji ananta,5,saya masih setia ngasi bintang lima buat Aplikasi ini. karena sangat membantu saat diperlukan sukses terus Kredivo 👍👍👍,2025-07-29 07:47:58
asep harianto,5,"keren aplikasi kredivo, transparan, sangat membantu pokok e",2025-07-29 07:46:32
Mawardi,5,kredivo okey,2025-07-29 07:43:30
Nur Khalifah,5,aplikasi bagus dan sangat membantu,2025-07-29 07:42:50
Miftakhul Al farizi,3,"untuk keamanan yang terjadi pagi ini saya nilai untuk kredivo kurang aman , akun baru saja kebobol , dan ada transaksi baru . padahal saya tidak melakukan transaksi tersebut",2025-07-29 07:41:45
yuni wati,5,sangat membantu buat yg usaha tmksh kredivo sukses selalu.🙏🙏😊,2025-07-29 07:37:25
Sirinidaa Taufik,5,mntap,2025-07-29 07:34:50
Elmizar Rezaky,1,tidak bisa mengajukan lagi padahal udah gapernah minjem minjem lagi,2025-07-29 07:31:56
Ali Rahman,5,sangat membantu sekali,2025-07-29 07:30:03
Kwok Vie liang,5,pinjam n cicil cepat dengan kredivo,2025-07-29 07:19:02
Kiona Zea,5,kredivo untuk pengajuannya cukup mudah dan dapt membantu keuangan saya.,2025-07-29 06:59:59
Vinvin Talk,5,"membantu saat butuh dana urgent, semoga limitnya bisa naik",2025-07-29 06:59:33
Dhedhey Family,5,alhamdulillah terbantu dan ringan,2025-07-29 06:48:23
Ellya Artati,5,"Mantap , terima kasih kredivo sudah memberi kepercayaan dan kemudahan dalam saya bertransaksi di merchant",2025-07-29 06:46:08
Sulistia Ningrum,5,"pengajuannya gampang,cocok banget buat yg butuh dana cepat krna cairnya ngak nunggu 1menit udh msk",2025-07-29 06:33:22
Nur Wakhid Romdoni,3,Menjadi alternatif pilihan pada saat dikuatkan oleh-NYA,2025-07-29 06:30:20
Andri Hermawan,5,mantabbb,2025-07-29 06:21:36
Risma Maa,5,sangat mdmbangu,2025-07-29 06:20:10
Mamayoba Music,1,jelek,2025-07-29 06:19:56
Ludah pinang,5,terbaik,2025-07-29 06:18:31
dede Iqbal,5,kredivo yang terbaik,2025-07-29 05:50:55
Randi Saputra,5,puas setelah berbulan2 ahirnya skor A dan otomatis limit bisa dipake dgn berbagai kebutuhan smoga nanti liminya jg ikut naik.,2025-07-29 05:47:38
andiaka ferry,5,membantu disaat mendesak dan proses mudah,2025-07-29 05:46:49
daber 88,5,terbaik,2025-07-29 05:34:35
Neng Patimah,5,maksih kredivo krna Skrang bisa mengajukan lagi pinjaman 🤩 walaupun bunganya lumayan gede sihhh,2025-07-29 05:25:28
hafis alfa,5,trimakasih kredivo,2025-07-29 05:19:25
Een Enawati,5,biar bintang yang berbicara,2025-07-29 04:56:34
Angga Mahesa,5,gak pernah berhasil,2025-07-29 04:52:33
Ahmad Saifudin,5,alhamdulilah sangat membantu,2025-07-29 04:42:52
Zoel Karnaen,5,"ini aplikasi is the best, sangat membantu sekali succes slalu KREDIVO",2025-07-29 04:38:45
PRODUKSI FILM HOROR,3,Mohon untuk Pinjaman Tunai Kredifazz diatas 1 juta tenor pinjamannya bisa 12 bulan (1 tahun) dan untuk Pinjaman diatas 5 juta tenor pinjamannya bisa 24 bulan (2 tahun) supaya pengguna bisa ringan mencicil tiap bulannya! Terima kasih dan semoga pihak Kredivo bisa memperpanjang tenor pinjamannya 🙏,2025-07-29 02:48:12
SAUDUR SIANTURI,5,"sangat membantu, cicilan murah dan bunga terjangkau",2025-07-29 02:39:13
Supyandi B Dik Dik,4,"Lumayan membantu, dan bunganya lebih rendah dari pinjol yang lain.",2025-07-29 02:36:09
Hidayat Syarief,5,mantapp,2025-07-29 02:30:53
japle barter,3,"punya limit tapi tidak bisa dipakai nyicil barang padahal lagi butuh, terus buat apa limitnya",2025-07-29 01:41:37
zahra andini,5,sangat membantu sekali,2025-07-29 01:19:53
Dwi Mustakim,5,mantab,2025-07-29 00:46:31
Bunglon MFI,5,bagus walaupun kosenter ya judes,2025-07-29 00:28:18
yuko bintang,5,membantu kebutuhan saya,2025-07-29 00:25:56
Ali Odhang,5,mantap keren banget,2025-07-28 23:57:34
W Ridwan,1,SANGAT BURUK SEKALI,2025-07-28 23:56:15
Fikri Ute99,5,mantap,2025-07-28 23:53:41
Deny Setiawan,5,Sangat Membantu,2025-07-28 23:53:00
Asep Miraj,1,percuma punya limit di kredivo tapi tidak bisa di pakai,2025-07-28 23:44:03
Muhamad Aja,5,sangat membantu saya,2025-07-28 23:40:31
Ancha,5,mantap,2025-07-28 23:33:54
DARLAN JR,5,"aplikasi terbaik,, terima kasih kredivo",2025-07-28 23:29:39
Abdul hady,5,mksih kredivo bisa bantu atasi disaat keadaan mendesak,2025-07-28 23:19:27
Apep Fadillah,5,pengajuan gampang limit nya bisa langsung gede,2025-07-28 23:03:23
Rizky Andriawan,5,baik,2025-07-28 23:03:05
Aldi Bastia,4,tolong jaga data pribadi saya karena tanggal 28 07 2025 saya sudah hapus gara2 tidak di setujui terimakasih,2025-07-28 22:58:00
Aldi Rinaldi,3,tolong jaga data saya karna tgl 28 07 2025 saya sudah hapus gara2 tidak di setujui terimakasih,2025-07-28 22:56:47
Tony_ αhmαd,5,aplikasinya membantu sekali,2025-07-28 22:49:23
Magnum Filter,1,"baru daftar langsung di tolak, jgn mau aplikasi bodong ini",2025-07-28 22:44:27
gina ynta.,5,bagus,2025-07-28 22:38:56
Binajojor Sitompul,5,"saya tdk bisa menggunakan kredivo lagi, aplikasi nya selalu bermasalah padahal jaringan internet sangat bagus.",2025-07-28 22:36:00
Maulana Juliana,5,baguuuuhs sekali,2025-07-28 22:29:58
Reni emilia,5,"hai kredivo terimakasih Krna sudah membantuku, walaupun ak terlambat tapi ak menunaikan tanggung jawabku, terimakasih kredivo sudah hadir di hidupku.",2025-07-28 22:29:33
Josafat Levy,5,ini luar biasa,2025-07-28 22:25:43
Linda Rahma,5,mantap,2025-07-28 22:25:02
Riski Amelia Wati,5,good joob😍,2025-07-28 22:21:49
Chrismanto 99,5,sayang sekali tiba2 sya tidak bisa melakukan pinjaman lagi tidak tau penyebab nya kenapa...padahal.pembayran tidak pernah telat,2025-07-28 22:10:16
TRIA PUTRA,5,Good 😊,2025-07-28 22:03:17
